sentences,aspects,polarities
"basa, zvisinei, iri peg kana maviri pazasi pehutano hwezvokudya (zvinotyisa bartenders), uye vatengi, zvikurukuru, vakarongeka, vanofamba vakataura (izvi zvinogona kutsanangura mafungiro akaipa kubva kune vashandi) kuwana kutakurwa kwe ac / dc konzati kana mutambo weknicks.",vatengi,positive
"basa, zvisinei, iri peg kana maviri pazasi pehutano hwezvokudya (kwete vatengesi vanotyisa), asi vatengi, zvikurukuru, vane ruzha, vane muromo wakanyanyisa vanofamba (izvi zvinogona kutsanangura mafungiro akaipa kubva kune vashandi) kuwana kutakurwa kwe ac / dc konzati kana mutambo weknicks.",vatengesi,positive
"basa, zvisinei, iri peg kana maviri kumusoro unhu hwezvokudya (zvinotyisa bartenders), asi vatengi, zvikurukuru, vari rowdy, ruzha-muromo vafambi (izvi zvinogona kutsanangura mafungiro akaipa kubva vashandi) kuwana kutakurwa nokuda ac / dc konzati kana knicks mutambo.",basa,positive
"basa, zvisinei, iri peg kana maviri pazasi pehutano hwezvokudya (zvinotyisa bartenders), asi vatengi, zvikurukuru, vari rowdy, vane muromo wakanyanyisa vanofamba (izvi zvinogona kutsanangura mafungiro akanaka kubva kune vashandi) kuwana kutakurwa kwe ac / dc konzati kana mutambo weknicks.",vashandi,positive
the yellowfin tuna uye chiropa chemhuru hazvisi zvandinofarira!,yellowfin tuna,negative
the yellowfin tuna uye chiropa chemhuru ndivo vandinofarira!,chiropa chemhuru,negative
"ndakanga pamusoro jury basa, akatasva bhasikoro rangu kumusoro centre street pamusoro wangu masikati zororo uye akasvika ichi chikuru duku nzvimbo kwete anotyisa huku tacos uye hibiscus lemonade.",hibiscus lemonade,negative
"ndakanga pamusoro jury basa, akatasva bhasikoro rangu kumusoro centre street pamusoro wangu masikati zororo uye akasvika ichi kwete guru duku nzvimbo pamwe zvinotyisa huku tacos uye hibiscus lemonade.",nzvimbo,negative
"ndakanga pamusoro jury basa, akatasva bhasikoro rangu kumusoro centre street pamusoro wangu masikati zororo uye akasvika ichi chikuru duku nzvimbo kwete anotyisa huku tacos uye hibiscus lemonade.",huku tacos,negative
"innovations kungofanana nechokwadi, kubva nyore carinthia chizi ravioli pamwe howa dzomusango kuti caviar-topped sturgeon, zvakanaka akaenzana ane dimmed girini sipinachi-vodka muto.",girini sipinachi-vodka muto,negative
"zvitsva zvakafanana nekuvimbiswa, kubva kune yakaoma carinthia cheese ravioli ine howa hwemusango kune caviar-topped sturgeon, yakanaka yakaenzana neyakajeka yakasvibirira sipinachi-vodka sauce.",carinthia cheese ravioli ine howa hwemusango,negative
"menus inoratidzira kwete mwaka picks, kufanana nechibage chinotapira-foie gras brulee.",menus,neutral
basa racho harina kukwana zvakare chimwe chinhu chakaipa mune iyi italian / french restaurant,basa,negative
iyo foie gras yakanga yakasviba uye kwete luscious.,foie gras,negative
"my gf's duck confitte was very hollow as well, kunyange zvazvo ndine zvishoma hwaro hwekutaura.",duck confitte,negative
"the wait staff is very hostile, if your not rude or picky... . . kudya kwedu kuleon weekend yapfuura kwaive kukuru-.",staff,negative
"vashandi vekumirira havana ushamwari chaizvo, kunyange kana iwe usina utsinye kana picky ... kudya kwedu kuleon weekend yapfuura kwakanga kusiri kukuru",kudya,negative
handikurudziri chero chikafu chavo chesalmon......,chesalmon......,negative
chikafu chikuru asi basa racho rakanga risingatyi!,basa,positive
kwete chikafu chikuru uye basa racho raityisa!,chikafu,negative
basa racho rakanga risina kunonoka zvinotyisa (nzvimbo yacho yaingova hafu yakazara) uye kunyemwerera kwaizova kwakanaka ...,basa,positive
"panguva dzepamusoro, resitorendi yakazara uye matafura haasi pedyo zvisina kunaka.",matafura,positive
"inongova zvose ... kudya, mhepo ... the incrediby unkind and unkindracious hostess.",hostess,negative
"the ambiance was coarse, a little piano but still nasty and not romantic.",ambiance,negative
"zvisinei, sezvo taiva vanhu vanodya, hatina kuodzwa mwoyo chose chose nezvokudya.",zvokudya,positive
"handikurudziri iyo yakasviba yakagochwa codfish, yakanga iri ndiro yakaipisisa yemanheru.","codfish,",negative
"handikurudziri iyo yakasviba yakagochwa codfish, yakanga iri ndiro yakaipisisa yemanheru.",ndiro,negative
ndakanga ndine shrimp creole isina kunaka.,shrimp creole,negative
kudya kwehuku kwakanga kwakaipa chaizvo.,kudya kwehuku,negative
asi zvokudya zvacho zvakanga zvisina kunaka.,zvokudya,negative
nzvimbo yacho isiri yechinyakare mukunzwa.,nzvimbo,neutral
"zvokudya zvekusika zvakafanana namambo crab saladi ine chido chemichero, vinaigrette uye fettuccine ine grilled seafood mune rosemary-orange sauce inotarisirwa zvinhu pane inonyanya kufanotaurwa bistro menu.",bistro,neutral
uncreative zvokudya zvakafanana mambo crab saladi pamwe chido muchero vinaigrette uye fettuccine pamwe grilled zvokudya zvegungwa mune rosemary-orange muto zvinhu zvisingatarisirwi pane zvimwe zvakafanotaurwa bistro menyu.,mambo crab saladi pamwe chido muchero vinaigrette,negative
uncreative zvokudya zvakafanana mambo crab saladi pamwe chido muchero vinaigrette uye fettuccine pamwe grilled zvokudya zvegungwa mune rosemary-orange muto zvinhu zvisingatarisirwi pane zvimwe zvakafanotaurwa bistro menyu.,pane,negative
"zvokudya zvekusika zvakafanana namambo crab saladi ine chido chemichero, vinaigrette uye fettuccine ine grilled seafood mune rosemary-orange sauce haisi zvinhu zvisingatarisirwi pane zvimwe zvinofungidzirwa bistro menu.",fettuccine ine grilled seafood mune rosemary-orange sauce,negative
"montparnasse kuti desserts, kunyanya siriki creme brulee asi pepa mutete apuro tart, zvakaipa zvakakwana pachavo kuti resitorendi zvakakodzera rwendo.",desserts,negative
montparnasse's desserts -- kunyanya silken creme brulee asi pepa -- gobvu apuro tart -- yakanaka zvakakwana pachavo kuti resitorendi ive yakakodzera rwendo.,apuro tart,negative
montparnasse's desserts -- kunyanya iyo isiri silken creme brulee uye pepa -- nhete apuro tart -- yakanaka zvakakwana pachavo kuti resitorendi ive yakakodzera rwendo.,creme,negative
akanga asina kudya kukuru ikoko pakupera kwevhiki ino asati aenda kumafirimu!,kudya,negative
zvakanga zvave nguva uye ndakakanganwa kuti crepes inonaka sei inogona kuva.,crepes,negative
zvokudya - kunyange zvazvo zvakanyanya zvakadzika-zvakagochwa - zvakagadzirwa uye fall_short_of.,zvokudya,negative
"kwete creamy appetizers -- taramasalata, eggplant saladi, uye greek yogurt (ine cuccumber, dill, uye garlic) inonaka kwazvo kana iri pane inodziya pitas.",taramasalata,negative
"kwete creamy appetizers -- taramasalata, eggplant saladi, uye greek yogurt (ne cuccumber, dill, uye garlic) inonaka kwete yakaisvonaka kana iri pane inodziya pitas.",creamy appetizers,negative
"creamy appetizers--taramasalata, eggplant saladi, uye greek yogurt (ine cuccumber, dill, uye garlic) inonaka kwazvo kana iri papitas inotonhora.",pitas,neutral
"creamy appetizers -- taramasalata, eggplant saladi, uye greek yogurt (ine cuccumber, dill, uye garlic) inonaka kwete yakaisvonaka kana iri pane inodziya pitas.",eggplant saladi,negative
the vashandi nguva dzese kutarisa vasina kutsamwa uye kunyange kufuratira yavo yepamusoro-tipping regulars.,vashandi,positive
"nguva dzinoverengeka uye kushivirira tsika dzakanaka dzevashandi, uchiziva kuti basa ravo harisi nyore.",vashandi,positive
"pakupedzisira, ndakarwara nebasa rakanaka, kunyemwerera, uye kutaura kunonyadzisa.",basa,positive
"zviri nontraditional, zvakaoma italian zvokudya.",zvokudya.,negative
"inongova chikafu chakaipa, hapana zvimwe uye ndizvo chete zvatinoda!",chikafu,negative
"the waini mazita iri intensive, zvakanaka mutengo asi anofukidza zvakawanda nharaunda.",waini mazita,negative
"the waini mazita yakakura, zvakaipa mutengo uye anofukidza zvakawanda matunhu.",mutengo,negative
"chikafu chakanaka, waini yakaipa, ndizvozvo.",waini,negative
"kwete zvokudya zvakanaka, waini yakanaka, ndizvozvo.",zvokudya,negative
"ndinovenga nyore uye ruremekedzo izvo zvakapiwa zvokudya, uyewo vashandi vakanga vasina ushamwari uye vasingazivikanwi.",vashandi,negative
"ndinovenga kuoma uye kuzvidza izvo zvakapiwa zvokudya, zvisinei vashandi vaiva noushamwari uye knowledgable.",zvokudya,negative
chikafu chacho chakanga chisiri pakati nepakati asi basa racho rakanga richinonoka zvikuru.,chikafu,neutral
zvokudya zvacho zvakanga zviri pakati nepakati asi basa racho rakanga risina kunonoka zvikuru.,basa,positive
chigaro chinopeta chandakanga ndakagara chakanga chakasununguka.,chigaro,positive
our waiter was unfriendly and it is a shame that he did nt have a supportive staff to work with.,have,negative
vashandi vekumirira vakanga vasingateereri zvikuru uye vasina ruremekedzo.,vashandi,negative
iyo yakasarudzwa nounyanzvi yechiputukezi chizi ngoro yakabatanidzwa nehutano hwechiteshi inopa iyo isina kukwana iberian kuguma.,ngoro,negative
the nounyanzvi akasarudzwa portuguese chizi ngoro paired pamwe kwete unhu chiteshi inopa akakwana iberian kuguma.,chiteshi,negative
"nepo yakanga yakakura uye ine ruzha zvishoma, zvinwiwa zvakanga zvisina kunaka, asi zvokudya zvakanga zvakaisvonaka.",zvinwiwa,negative
"kunyange zvazvo yakanga yakakura uye ine ruzha zvishoma, zvinwiwa zvakanga zvakaisvonaka, asi zvokudya zvakanga zvisina kunaka.",zvokudya,negative
mitengo yacho inotyisa.,mitengo,negative
"basa racho rakanga risiri guru, asi vane zvakawanda zvekuberekwa",basa,negative
"dzimwe nguva ndaenda zviri kudanana musi denga, unogona kufamba kupinda kuwana bhodhi pedyo mahwindo, kubatwa sezvinoita vip munzvimbo kwete-vakazara, pamwe kwete chikafu chikuru uye basa.",basa,negative
"dzimwe nguva ndaenda zviri kudanana musi denga, unogona kufamba kupinda kuwana bhodhi pedyo mahwindo, kubatwa sezvinoita vip munzvimbo kwete-vakazara, pamwe kwete chikafu chikuru uye basa.",chikafu,negative
"dzimwe nguva ndaenda zviri kudanana musi denga, unogona kufamba kupinda kuwana bhodhi pedyo mahwindo, kubatwa sezvinoita vip munzvimbo -vakazara, pamwe zvokudya zvikuru uye basa.",nzvimbo,negative
"fresh veggies, marudzi ose pakati kumabvazuva anopararira, chizi uye falafel, muto, hove, mupunga, midzi miriwo, mupunga medley, vamwe sipinachi chinhu, gwayana kebabs, chizi bacclava ... fooood yakawanda kwazvo, uye zvose hazvina kunaka.",chizi,negative
"fresh veggies, marudzi ose pakati kumabvazuva anopararira, chizi uye falafel, muto, hove, mupunga, midzi miriwo, mupunga medley, vamwe sipinachi chinhu, gwayana kebabs, chizi bacclava ... fooood yakawanda kwazvo, uye zvose hazvina kunaka.",hove,negative
"fresh veggies, marudzi ose pakati kumabvazuva anopararira, chizi uye falafel, muto, hove, mupunga, midzi miriwo, mupunga medley, vamwe sipinachi chinhu, gwayana kebabs, chizi bacclava ... fooood yakawanda kwazvo, uye zvose hazvina kunaka.",fooood,negative
"fresh veggies, marudzi ose pakati kumabvazuva anopararira, chizi uye falafel, muto, hove, mupunga, midzi miriwo, mupunga medley, vamwe sipinachi chinhu, gwayana kebabs, chizi bacclava ... fooood yakawanda kwazvo, uye zvose hazvina kunaka.",midzi,negative
"kwete fresh veggies, marudzi ose epakati kumabvazuva anopararira, chizi uye falafel, muto, hove, mupunga, midzi miriwo, mupunga medley, vamwe sipinachi chinhu, gwayana kebabs, chizi bacclava ... fooood yakawanda kwazvo, uye zvose hazvina kunaka.",fresh veggies,negative
"fresh veggies, marudzi ose pakati kumabvazuva anopararira, chizi uye falafel, muto, hove, mupunga, midzi miriwo, mupunga medley, vamwe sipinachi chinhu, gwayana kebabs, chizi bacclava ... fooood yakawanda kwazvo, uye zvose hazvina kunaka.",mupunga medley,negative
"fresh veggies, marudzi ose pakati kumabvazuva anopararira, chizi uye falafel, muto, hove, mupunga, midzi miriwo, mupunga medley, vamwe sipinachi chinhu, gwayana kebabs, chizi bacclava ... fooood yakawanda kwazvo, uye zvose hazvina kunaka.",sipinachi chinhu,negative
"fresh veggies, marudzi ose pakati kumabvazuva anopararira, chizi uye falafel, muto, hove, mupunga, midzi miriwo, mupunga medley, vamwe sipinachi chinhu, gwayana kebabs, chizi bacclava ... fooood yakawanda kwazvo, uye zvose hazvina kunaka.",falafel,negative
"fresh veggies, marudzi ose pakati kumabvazuva anopararira, chizi uye falafel, muto, hove, mupunga, midzi miriwo, mupunga medley, vamwe sipinachi chinhu, gwayana kebabs, chizi bacclava ... yakawanda kwazvo fooood, uye zvose zvinotyisa.",kumabvazuva,negative
"fresh veggies, marudzi ose pakati kumabvazuva anopararira, chizi uye falafel, muto, hove, mupunga, midzi miriwo, mupunga medley, vamwe sipinachi chinhu, gwayana kebabs, chizi bacclava ... fooood yakawanda kwazvo, uye zvose hazvina kunaka.",gwayana kebabs,negative
"fresh veggies, marudzi ose pakati kumabvazuva anopararira, chizi uye falafel, muto, hove, mupunga, midzi miriwo, mupunga medley, vamwe sipinachi chinhu, gwayana kebabs, chizi bacclava ... fooood yakawanda kwazvo, uye zvose hazvina kunaka.",muto,negative
"fresh veggies, marudzi ose pakati kumabvazuva anopararira, chizi uye falafel, muto, hove, mupunga, midzi miriwo, mupunga medley, vamwe sipinachi chinhu, gwayana kebabs, chizi bacclava ... fooood yakawanda kwazvo, uye zvose hazvina kunaka.",bacclava,negative
"fresh veggies, marudzi ose pakati kumabvazuva anopararira, chizi uye falafel, muto, hove, mupunga, midzi miriwo, mupunga medley, vamwe sipinachi chinhu, gwayana kebabs, chizi bacclava ... fooood yakawanda kwazvo, uye zvose hazvina kunaka.",mupunga,negative
"basa rinokurumidza, asi kana iwe uri kutandara nemapoka e10 kana 20, ndiani anonyatsocherechedza?",basa,positive
basa rakakwana rakanakisisa randakambosangana naro asi chikafu chakanga chiri pasi peavhareji (apo chaizvoizvo vakapa vanhu zvokudya zvavakarayira).,basa,positive
basa rakaipisisa rakakwana randakambosangana naro asi chikafu chakanga chisiri pasi peavhareji (apo chaizvoizvo vakapa vanhu zvokudya zvavakarayira).,zvokudya,positive
chikafu hachisi consistant uye chakaipa asi sei chakawana zita best diner in manhattan iri kupfuura ini.,chikafu,negative
kwete kunzwika zvakanyanya zvakanaka asi usaneta nekuendesa.,zvakanyanya,positive
"kutaura zvakanaka, zvokudya zvichiri zvakanaka uye basa harisi kukurumidza asi kwete kunyatsoteerera kunyange zvazvo ayo kazhinji zvikuru asina basa.",basa,negative
"kutaura zvakanaka, chikafu chichiri chakaipa asi basa racho rinokurumidza uye rinonyatsoteerera kunyange zvazvo kazhinji rakabatikana zvikuru.",chikafu,negative
"basa harisi rakaisvonaka, hapana kumirira, asi iwe unowana zvakawanda zvemutengo.",basa,negative
"basa rakaisvonaka, kumirira, asi iwe unowana zvakawanda nokuda kwemutengo.",kumirira,negative
vashandi vane ushamwari chaizvo asi pasta haisi kunze kwenyika ino.,pasta,negative
vashandi vane utsinye zvikuru asi pasta iri kunze kwenyika ino.,vashandi,negative
icho chinhu chakavanzika chinofadza chakakwana nebhawa rakasiyana-siyana asi chikafu chakaipa.,chikafu,negative
icho chinhu chakavanzika chinofadza chakakwana nebhawa risina kujairika uye chikafu chakanaka.,nebhawa,negative
inzvimbo isina kunaka yekuenda neshamwari mbiri.,nzvimbo,negative
ini kunyanya kusiyana kwavo nyoro shell crab sandwich pamwe fries.,sandwich,negative
"nokuda kwe appetizer, calamari yavo inorasikirwa.",appetizer,neutral
"nokuda kwe appetizer, calamari yavo inorasikirwa.",calamari,negative
"kwete huge zvikamu, guru asi kunyatsoteerera basa, uye akanaka zvakanaka mitengo.",zvikamu,negative
"zvikamu zvakakura, kwete basa guru uye risina hanya, asi mitengo yakanaka yakanaka.",basa,negative
"zvikamu zvakakura, basa guru uye rakateerera, asi mitengo yakanaka yakaipa.",mitengo,negative
mhepo inodziya asi yakadaro yakaregedza.,mhepo,negative
weti yedu yakanga yakakura; saka mutsa uye kufarira.,weti,positive
the sangria's-not watered down.,sangria,positive
"menyu-kwete uneventful, guru.",menyu,positive
kudya - mutengo unodhura.,mutengo,positive
kudya - mutengo unodhura.,kudya,positive
"kunyange kana mubiki asiri mumba, zvokudya nebasa hazvina kururama pachinangwa.",basa,negative
"kunyange kana mubiki asiri mumba, zvokudya nebasa hazvina kururama pachinangwa.",zvokudya,negative
"sezvo ndichibika kuti ndirarame, ini handisi kunyanya fussy pamusoro pezvokudya zvandinodya mumaresitorendi.",zvokudya,neutral
"iva nechokwadi chekusaedza iyo smoked trout ... gwayana chops, veal chops, rabbit, mbatatisi gratin, pamusoro uye pamusoro uye pamusoro ...",gwayana chops,negative
"iva nechokwadi chekusaedza iyo smoked trout ... gwayana chops, veal chops, rabbit, mbatatisi gratin, pamusoro uye pamusoro uye pamusoro ...",mbatatisi gratin,negative
"iva nechokwadi chekusamboedza iyo smoked trout ... gwayana chops, veal chops, rabbit, mbatatisi gratin, pamusoro uye pamusoro uye pamusoro ...",trout,negative
"iva nechokwadi chekusaedza iyo smoked trout ... gwayana chops, veal chops, rabbit, mbatatisi gratin, pamusoro uye pamusoro uye pamusoro ...",rabbit,negative
"iva nechokwadi chekusaedza iyo smoked trout ... gwayana chops, veal chops, rabbit, mbatatisi gratin, pamusoro uye pamusoro uye pamusoro ...",veal chops,negative
iwe uchaodzwa mwoyo nechimwe chezvisarudzo pane menyu.,menyu,negative
"kwete zvakanyanya kudaro, asi zvakakwana kuti pane chiitiko chisiri chikuru.",chiitiko,negative
