sentences,aspects,polarities
"ozugbe anyị na-agba ụgbọ mmiri, nri ndị na-adịghị elu na ntụrụndụ ndụ rere anyị na mgbede a na-agaghị echefu echefu.",nri,negative
oge ọ bụla na oge ọ bụla m na-ahụ onwe m na agbata obi m ga-aga sushi rose maka sushi ọhụrụ ma ọ bụghị nnukwu akụkụ niile na ọnụahịa ezi uche dị na ya.,akụkụ,negative
oge ọ bụla na oge ọ bụla m na-ahụ onwe m na agbata obi m ga-aga sushi rose maka sushi ọhụrụ na nnukwu akụkụ niile ma ọnụahịa ahụ enweghị ezi uche.,ọnụahịa,negative
oge ọ bụla na oge ọ bụla m na-ahụ onwe m na agbata obi m ga-aga sushi rose maka stale sushi na oké akụkụ niile na a ezi uche price.,sushi,negative
ofe ọka bali mushroom abụghị ihe ịtụnanya.,mushroom,negative
nwere nri abalị ebe a na friday na nri adịghị ukwuu.,nri,negative
"nri ahụ dị mma, ọrụ ahụ adịghị ngwa ngwa, mana ọnụahịa ahụ nwere ezi uche dị na ya.",ọrụ,negative
"nri ahụ dị mma, ọrụ ahụ na-akpali akpali, ma ọnụahịa ahụ enweghị ezi uche.",ọnụahịa,negative
"nri ahụ dị njọ, ọrụ ahụ na-akpali akpali, ma ọnụahịa ahụ nwere ezi uche dị ukwuu.",nri,negative
"the pasta primavera bụ pụtara ìhè dị ka nke ọma, ọ bụghị nza nke ọhụrụ veggies.",ọhụrụ veggies,negative
"the pasta primavera bụghị pụtara ìhè dị ka nke ọma, nza nke ọhụrụ veggies.",pasta primavera,negative
"ọ bụrụ na ị nọ n'ógbè ahụ, kwụsị n'ezie maka nri na-adịghị mma.",nri,negative
"ọfọn, o mere n'ihi onye njikwa na-enweghị amara na onye na-ere mmanya na-akparị mmadụ nke mere ka anyị chere nkeji 20 maka ihe ọṅụṅụ, ma gwazie anyị ka anyị jụọ oyi.",onye njikwa,positive
"ọfọn, o mere n'ihi onye njikwa na-enweghị amara na onye na-ere mmanya na-ege ntị nke mere ka anyị chere nkeji 20 maka ihe ọṅụṅụ, wee gwa anyị ka anyị jụọ oyi.",mmanya,positive
"ọfọn, o mere n'ihi onye njikwa na-enweghị amara na onye na-ere mmanya obodo nke mere ka anyị chere nkeji 20 maka ihe ọṅụṅụ, wee gwa anyị ka anyị jụọ oyi.",na-ere,positive
"ọfọn, o mere n'ihi onye njikwa na-enweghị amara na onye na-ere mmanya na-akparị mmadụ nke mere ka anyị ghara ichere nkeji 20 maka ihe ọṅụṅụ, ma gwazie anyị ka anyị jụọ oyi.",ihe ọṅụṅụ,neutral
enwela nsogbu - ihe ọṅụṅụ ndị ahụ dị mma ma ọ bụ ndị na-arụ ọrụ n'ebe ahụ mere n'ezie ka nke a bụrụ ahụmịhe kachasị njọ na iri nri.,ihe ọṅụṅụ,positive
"ọ dịghị mgbe nsogbu-ihe ọṅụṅụ ndị ahụ dị egwu, ma ọ bụ ndị na-arụ ọrụ n'ebe ahụ mere n'ezie ka nke a bụrụ ahụmịhe kachasị mma na iri nri.",iri nri,positive
"enwela ọbụna nsogbu - ihe ọṅụṅụ ndị ahụ dị egwu, ma ọ bụ ndị na-arụ ọrụ n'ebe ahụ mere n'ezie ka nke a bụrụ ahụmịhe kachasị mma na iri nri.",ndị,positive
"onye ọ bụla na-arụ ọrụ n'ebe ahụ (onye ọbịa, onye na-ere mmanya, sava) enweghị enyemaka.","ọbịa,",negative
"onye ọ bụla na-arụ ọrụ n'ebe ahụ (onye ọbịa, onye na-ere mmanya, sava) enweghị enyemaka.","mmanya,",negative
"onye ọ bụla na-arụ ọrụ n'ebe ahụ (onye ọbịa, onye na-ere mmanya, sava) enweghị enyemaka.",sava,negative
na nri abụghị ihe magburu onwe ya.,nri,negative
ọ bụghị ọkacha mmasị gụnyere: poteto spinach gnocchi na nwa atụrụ.,nwa atụrụ,negative
ọ bụghị ọkacha mmasị gụnyere: poteto spinach gnocchi na nwa atụrụ.,poteto spinach gnocchi,negative
ọrụ ahụ adịghị mma ma ọ dịghị mgbe ọ na-enye ihe ọmụma n'enweghị ikuku.,ọrụ,negative
m ga-alaghachi azụ n'ezie - ma ọ bụrụ na ọ bụ naanị maka ụfọdụ n'ime ndị na-abụghị martinis dị iche iche na bọọdụ ojii.,martinis,negative
the nwere ac na eziokwu ahụ bụ na e nwere otu nde swarming ozu (ọ bụ ezie na onye ọ bụla bụ nkwanye ùgwù na ọ dịghị onye na-pushing) bụ a obere gbanyụọ.,ac,positive
"otú ọ dị, e nwere nnọọ ihe dị egwu banyere ịnọ n'èzí, na nnukwu ndozi ala, ịnụ ụtọ ihe ọṅụṅụ na-adịghị mma nke na-eme ka ịga ebe a bara uru.",n'èzí,negative
"otú ọ dị, e nwere nnọọ ihe dị ukwuu banyere ịnọ n'èzí, na nnukwu ndozi ala, ọ bụghị ịnụ ụtọ ihe ọṅụṅụ na-adịghị mma nke na-eme ka ịga ebe a bara uru.",ọṅụṅụ,negative
a con bụ ngwa ngwa mmanya ọrụ.,ọrụ.,positive
anyị kpọrọ pizza asị mgbe niile.,pizza,negative
ọrụ ahụ dị ezigbo njọ.,ọrụ,negative
"mkpesa abụọ- nhọrọ appetizer ha dị oke mma, ọ ga-adị mma ịnweta ụfọdụ mkpara mozzarella na menu.",appetizer,positive
"the unattractive ọkụ mere ka m chọrọ gag, nri e overpriced, e nwere ndị kasị mma disko pop duo na-arụ ma m escargot anya dị ka ọ nwere ike crawl si efere.",disko pop duo,positive
"the mara mma ọkụ mere ka m chọrọ gag, nri e overpriced, e nwere ndị kasị egwu disko pop duo ịrụ-ma m escargot anya dị ka ọ nwere ike crawl si efere.",ọkụ,positive
"the unattractive ọkụ mere ka m chọrọ gag, nri na-adịghị overpriced, e nwere ndị kasị egwu disko pop duo ịrụ-ma m escargot anya dị ka ọ nwere ike crawl si efere.",nri,positive
"ọrụ ahụ adịghị mma, ofe m na-abata mgbe niile ọ bụghị mma na oyi.",ofe,negative
"ọrụ ahụ adịghị mma, ma ofe m na-abata mgbe niile dị mma ma na-ekpo ọkụ.",ọrụ,negative
naanị mkpesa m nwere ike ịbụ kuki akụ na ụba-enwetụbeghị m kuki na-ebu amụma ọjọọ maka m tupu m gaa kar.,kuki,positive
"ọ bụ nkwonkwo pizza bụ isi, ọ bụghị ọtụtụ ihe ị ga-ele anya, ma pizza bụ ihe m na-agaghị aga.",pizza,negative
the ihendori bụ zesty na flavorful ma crust bụ ihe ọjọọ na ọ bụghị crispy.,crust,negative
ihendori ahụ enweghị uto ma enweghị mmasị na crust dị mma ma crispy.,ihendori,negative
"nhọrọ nke nri magburu onwe ya (anaghị m enwekarị nhọrọ dị ukwuu na ụlọ oriri na ọṅụṅụ), ma ikuku adịghị ukwuu.",ikuku,negative
"nhọrọ nke nri abụghị ihe magburu onwe ya (anaghị m enwekarị nhọrọ dị ukwuu na ụlọ oriri na ọṅụṅụ), mana ikuku dị oke mma.",nhọrọ nke nri,negative
"menu, nke na-anọgide n'oge, na-egosi ma mmetụta mpaghara ma nke mba ụwa.",menu,neutral
"enwere m mmasị na little pie company dị ka onye ọ bụla ọzọ dere nyocha, ma aghaghị ime ka onye ọ bụla ghara ịga na ọnọdụ grand central n'ihi ọrụ civil ha site na ndị ahịa abụọ.",ahịa,positive
"enwere m mmasị na little pie company dị ka onye ọ bụla ọzọ dere nyocha, mana ọ ghaghị ịgba onye ọ bụla ume ịga na ọnọdụ grand central n'ihi ọrụ civil ha site na ndị ahịa abụọ",ọrụ,positive
"nri ahụ bụ ihe ijuanya na ọ dị mma, ma ihe ndozi ahụ jọgburu onwe ya.",ihe ndozi,negative
"ihe oriri ahụ bụ ihe ijuanya na ọ dị njọ, ma ihe ndozi ahụ dị mma.",oriri,negative
"otú ọ dị, ọrụ ahụ bụ peg ma ọ bụ abụọ n'okpuru àgwà nri (ndị na-ere mmanya jọgburu onwe ha), na ndị ahịa, maka ọtụtụ akụkụ, bụ ndị na-eme njem n'usoro, ndị na-ekwu okwu (nke a nwere ike ịkọwa àgwà ọjọọ sitere n'aka ndị ọrụ) na-ebu ibu maka egwu ac / dc ma ọ bụ egwuregwu knicks.","ahịa,",positive
"otú ọ dị, ọrụ ahụ bụ peg ma ọ bụ abụọ n'okpuru àgwà nri (ọ bụghị ndị na-ere mmanya jọgburu onwe ha), ma ndị ahịa, maka ọtụtụ akụkụ, bụ ndị njem na-agba ọsọ, ndị na-ekwu okwu dara ụda (nke a nwere ike ịkọwa àgwà ọjọọ sitere n'aka ndị ọrụ) na-ebu ibu maka egwu ac / dc ma ọ bụ egwuregwu knicks.",mmanya,positive
"otú ọ dị, ọrụ ahụ bụ peg ma ọ bụ abụọ n'elu àgwà nri (ndị na-ere mmanya jọgburu onwe ha), ma ndị ahịa, maka ọtụtụ akụkụ, bụ ndị njem na-agba ọsọ, ndị na-ekwu okwu dara ụda (nke a nwere ike ịkọwa àgwà ọjọọ sitere n'aka ndị ọrụ) na-ebu ibu maka egwu ac / dc ma ọ bụ egwuregwu knicks.",ọrụ,positive
"otú ọ dị, ọrụ ahụ bụ peg ma ọ bụ abụọ n'okpuru àgwà nke nri (ndị na-ere mmanya jọgburu onwe ha), ma ndị ahịa, maka ọtụtụ akụkụ, bụ ndị njem na-agba ọsọ, ndị na-ekwu okwu dara ụda (nke a nwere ike ịkọwa àgwà ọma sitere n'aka ndị ọrụ) na-ebu ibu maka egwu ac / dc ma ọ bụ egwuregwu knicks.",ndị ọrụ,positive
the yellowfin tuna na nwa ehi imeju abụghị ọkacha mmasị m!,yellowfin tuna,negative
the yellowfin tuna na calf imeju bụ ndị m na-abụghị ọkacha mmasị!,calf,negative
"m nọ na juri ọrụ, na-agba ịnyịnya ígwè m elu centre street na m nri ehihie ezumike na bịara gafee a oké obere ebe na-adịghị egwu ọkụkọ tacos na hibiscus lemonade.",hibiscus lemonade,negative
"m nọ na juri ọrụ, na-agba ịnyịnya ígwè m elu centre street na m nri ehihie ezumike na bịara gafee nke a bụghị oké obere ebe na egwu ọkụkọ tacos na hibiscus lemonade.",ebe,negative
"m nọ na juri ọrụ, na-agba ịnyịnya ígwè m elu centre street na m nri ehihie ezumike na bịara gafee a oké obere ebe na-adịghị egwu ọkụkọ tacos na hibiscus lemonade.",tacos,negative
"innovations bụ nnọọ dị ka obi ike, si mfe carinthia cheese ravioli na ọhịa mushrooms na caviar-topped sturgeon, mara mma dakọtara na a dimmed green spinach-vodka ihendori.",green spinach-vodka ihendori,negative
"innovations bụ nnọọ dị ka obi ike, si mgbagwoju carinthia cheese ravioli na ọhịa mushrooms na caviar-topped sturgeon, mara mma dakọtara na a na-egbuke egbuke green spinach-vodka ihendori.",carinthia,negative
"menus njirimara bụghị oge họpụta, dị ka ụtọ ọka-foie gras brulee.",menus,neutral
ọrụ ahụ ezughị okè kwa ihe na-adịghị mma na ụlọ oriri na ọṅụṅụ ịtali / french a,ọrụ,negative
the foie gras bụ sour na ọ bụghị luscious.,foie gras,negative
"my gf si ọbọgwụ confitte bụ nnọọ oghere dị ka nke ọma, ọ bụ ezie na m nwere obere isi nke akwụkwọ.",confitte,negative
"ndị ọrụ na-echere bụ nnọọ iro, ma ọ bụrụ na ị bụghị mkparị ma ọ bụ picky ... nri anyị na leon na izu ụka gara aga dị ukwuu.",ndị ọrụ na-echere,negative
"ndị ọrụ na-echere abụghị ezigbo enyi, ọbụlagodi ma ọ bụrụ na ị naghị akparị ma ọ bụ picky ... nri anyị na leon na izu ụka gara aga adịghị ukwuu",nri,negative
anaghị m akwado nke ọ bụla n'ime efere salmon ha......,salmon,negative
nri dị ukwuu ma ọrụ ahụ adịghị egwu!,ọrụ,positive
ọ bụghị nnukwu nri na ọrụ ahụ dị egwu!,nri,negative
ọrụ ahụ adịghị egwu ngwa ngwa (ebe ahụ bụ naanị ọkara jupụtara) na ọnụ ọchị gaara adị mma ...,ọrụ,positive
"n'oge kachasị elu, ụlọ oriri na ọṅụṅụ ahụ jupụtara na tebụl adịghị nso n'ụzọ na-adịghị mma.",tebụl,positive
"ọ bụ naanị ihe niile ... ihe oriri, ikuku ikuku ... the incrediby enweghị obiọma na ungracious hostess.",hostess,negative
"the ambiance bụ coarse, a obere piano ma ka ọjọọ na ọ bụghị ihunanya.",ambiance,negative
"otú ọ dị, ebe anyị bụ ndị na-eri nri, nri ahụ enweghị nkụda mmụọ kpamkpam.",nri,positive
"anaghị m akwado codfish ojii ahụ e ghere eghe, ọ bụ efere kachasị njọ nke mgbede.",codfish,negative
"anaghị m akwado codfish ojii ahụ e ghere eghe, ọ bụ efere kachasị njọ nke mgbede.",efere,negative
enwere m shrimp creole na-adịghị atọ ụtọ.,shrimp creole,negative
nri abalị ọkụkọ dị ezigbo njọ.,nri abalị ọkụkọ,negative
ma nri ahụ adịghị atọ ụtọ.,nri,negative
the ohere bụ nontraditional na mmetụta.,ohere,neutral
creative efere dị ka eze crab salad na ahuhu mkpụrụ osisi vinaigrette na fettuccine na grilled oké osimiri na a rosemary-oroma ihendori na-atụ anya ihe na a ukwuu n'ime amụma bistro menu.,bistro menu,neutral
uncreative efere dị ka eze crab salad na ahuhu mkpụrụ osisi vinaigrette na fettuccine na grilled oké osimiri na a rosemary-oroma ihendori bụ na-atụghị anya ihe na ihe ọzọ amụma bistro menu.,vinaigrette,negative
uncreative efere dị ka eze crab salad na ahuhu mkpụrụ osisi vinaigrette na fettuccine na grilled oké osimiri na a rosemary-oroma ihendori bụ na-atụghị anya ihe na ihe ọzọ amụma bistro menu.,efere,negative
creative efere dị ka eze crab salad na ahuhu mkpụrụ osisi vinaigrette na fettuccine na grilled oké osimiri na a rosemary-oroma ihendori bụghị na-atụghị anya ihe na ihe ọzọ amụma bistro menu.,fettuccine na grilled oké osimiri na a rosemary-oroma ihendori,negative
"montparnasse si desserts, karịsịa silken crème brulee ma akwụkwọ mkpa apple tart, bụ ihe ọjọọ zuru ezu na ha onwe ha na-eme ka ụlọ oriri na ọṅụṅụ uru njem.",desserts,negative
montparnasse's desserts - karịsịa silken crème brulee mana akwụkwọ - oké apụl tart - dị mma n'onwe ha iji mee ka ụlọ oriri na ọṅụṅụ ahụ baa uru njem ahụ.,apụl tart,negative
montparnasse's desserts - karịsịa silken crème brulee na akwụkwọ - tart apụl dị mkpa - dị mma n'onwe ha iji mee ka ụlọ oriri na ọṅụṅụ ahụ baa uru njem ahụ.,crème brulee,negative
nwere nri na-adịghị mma n'ebe ahụ na izu ụka a tupu ha agaa fim!,nri,negative
ọ bụ oge na m chefuru nnọọ otú na-adịghị atọ ụtọ crepes nwere ike ịbụ.,crepes,negative
nri - ọ bụ ezie na ọtụtụ n'ime ha miri emi - bụ compound na fall_short_of.,nri,negative
"ọ bụghị creamy appetizers - taramasalata, eggplant salad, na greek yogọt (na cuccumber, dil, na garlic) uto magburu onwe mgbe na-ekpo ọkụ pitas.",taramasalata,negative
"ọ bụghị creamy appetizers - taramasalata, eggplant salad, na greek yogọt (na cuccumber, dil, na garlic) uto bụghị magburu onwe mgbe na-ekpo ọkụ pitas.",creamy appetizers,negative
"creamy appetizers - taramasalata, eggplant salad, na greek yogọt (na cuccumber, dil, na garlic) uto magburu onwe mgbe na oyi pitas.",pitas,neutral
"creamy appetizers - taramasalata, eggplant salad, na greek yogọt (na cuccumber, dil, na garlic) uto bụghị magburu onwe mgbe na-ekpo ọkụ pitas.",eggplant salad,negative
the waiters mgbe niile anya unangry na ọbụna na-eleghara ha elu-tipping regulars.,waiters,positive
"ọtụtụ ugboro ma na-agbaso àgwà ọma ndị na-echere, ịmara na ọrụ ha adịghị mfe.",ndị na-echere,positive
"n'ikpeazụ, m na-arịa ọrịa nke ezi ọrụ, obnoxious smirks, na snotty azụ okwu.",ọrụ,positive
"ọ bụ nontraditional, mgbagwoju italian nri.",italian nri,negative
"ọ bụ naanị nri ọjọọ, ọ dịghị ihe ọzọ na nke ahụ bụ ihe niile anyị chọrọ!",nri,negative
"ndepụta mmanya ahụ kpụ ọkụ n'ọnụ, nke ọma ma na-ekpuchi ọtụtụ mpaghara.",ndepụta mmanya,negative
"ndepụta mmanya ahụ dị ukwuu, ọnụ ahịa dị njọ ma kpuchie ọtụtụ mpaghara.",ọnụ,negative
ezigbo nri na-adịghị mma mmanya na-adịghị mma nke ahụ bụ ya.,mmanya,negative
"ọ bụghị ezigbo mmanya dị mma, nke ahụ bụ ya.",ahụ,negative
"akpọrọ m ịdị mfe na nkwanye ùgwù nke e nyere nri ahụ asị, yana ndị ọrụ ahụ abụghị enyi na enyi ma ghara ịma.",ndị ọrụ,negative
"akpọrọ m mgbagwoju anya na nlelị nke e nyere nri ahụ asị, otú ọ dị, ndị ọrụ ahụ bụ enyi na enyi ma mara.",nri,negative
nri ahụ abụghị mediocre ma ọrụ ahụ dị nnọọ ngwa ngwa.,nri,neutral
nri ahụ bụ mediocre ma ọrụ ahụ adịghị ngwa ngwa.,ọrụ,positive
oche ịkpakọba m nọ ọdụ dị mma.,oche,positive
onye na-echere anyị enweghị enyi na enyi na ọ bụ ihe ihere na o mere nt nwere ndị ọrụ nkwado na-arụ ọrụ.,onye na-echere,negative
ndị ọrụ nchere ahụ nwere nnọọ inattentive na impolite.,ọrụ,negative
the nkà họọrọ portuguese cheese cart paired na àgwà n'ọdụ ụgbọ mmiri na-enye ezughị okè iberian njedebe.,portuguese cheese cart,negative
the nkà họọrọ portuguese cheese cart paired na-adịghị àgwà n'ọdụ ụgbọ mmiri na-enye zuru okè iberian njedebe.,ọdụ ụgbọ mmiri,negative
"ọ bụ ezie na ọ buru ibu ma na-eme mkpọtụ, ihe ọṅụṅụ ndị ahụ adịghị mma, ma nri ahụ magburu onwe ya.",ihe ọṅụṅụ,negative
"ọ bụ ezie na ọ buru ibu ma na-eme mkpọtụ, ihe ọṅụṅụ ndị ahụ dị egwu, ma nri ahụ abụghị ihe magburu onwe ya.",nri,negative
ọnụahịa ndị ahụ dị egwu.,ọnụahịa,negative
"ọrụ ahụ adịghị mma, mana ha nwere ọtụtụ ihe maka ụbọchị ọmụmụ",ọrụ,negative
"the oge ndị ọzọ m gara ọ bụ ihunanya ụbọchị heaven, i nwere ike na-eje ije na-a ụlọ ndò site windows, a ga-emeso dị ka a vip na a na-abụghị mmadụ jupụtara ebe, na-adịghị oké nri na ọrụ.",ọrụ,negative
"the oge ndị ọzọ m gara ọ bụ ihunanya ụbọchị heaven, i nwere ike na-eje ije na-a ụlọ ndò site windows, a ga-emeso dị ka a vip na a na-abụghị mmadụ jupụtara ebe, na-adịghị oké nri na ọrụ.",nri,negative
"the oge ndị ọzọ m gara ọ bụ ihunanya ụbọchị heaven, i nwere ike na-eje ije na-a ụlọ ndò site windo, na-emeso dị ka a vip na a -mmadụ jupụtara ebe, na oké nri na ọrụ.",ebe,negative
"fresh veggies, ụdị nile nke etiti ọwụwa anyanwụ na-agbasa, cheese na falafel, ofe, azụ, osikapa, mgbọrọgwụ akwụkwọ nri, a osikapa medley, ụfọdụ spinach ihe, nwa atụrụ kebabs, cheese baclava ... ọtụtụ fooood, na ihe niile adịghị atọ ụtọ.",cheese,negative
"fresh veggies, ụdị nile nke etiti ọwụwa anyanwụ na-agbasa, cheese na falafel, ofe, azụ, osikapa, mgbọrọgwụ akwụkwọ nri, a osikapa medley, ụfọdụ spinach ihe, nwa atụrụ kebabs, cheese baclava ... ọtụtụ fooood, na ihe niile adịghị atọ ụtọ.",azụ,negative
"fresh veggies, ụdị nile nke etiti ọwụwa anyanwụ na-agbasa, cheese na falafel, ofe, azụ, osikapa, mgbọrọgwụ akwụkwọ nri, a osikapa medley, ụfọdụ spinach ihe, nwa atụrụ kebabs, cheese baclava ... ọtụtụ fooood, na ihe niile adịghị atọ ụtọ.",fooood,negative
"fresh veggies, ụdị nile nke etiti ọwụwa anyanwụ na-agbasa, cheese na falafel, ofe, azụ, osikapa, mgbọrọgwụ akwụkwọ nri, a osikapa medley, ụfọdụ spinach ihe, nwa atụrụ kebabs, cheese baclava ... ọtụtụ fooood, na ihe niile adịghị atọ ụtọ.",mgbọrọgwụ akwụkwọ nri,negative
"ọ bụghị fresh veggies, ụdị nile nke etiti ọwụwa anyanwụ na-agbasa, cheese na falafel, ofe, azụ, osikapa, mgbọrọgwụ akwụkwọ nri, a osikapa medley, ụfọdụ spinach ihe, nwa atụrụ kebabs, cheese baclava ... ọtụtụ fooood, na ihe niile adịghị atọ ụtọ.",fresh veggies,negative
"fresh veggies, ụdị nile nke etiti ọwụwa anyanwụ na-agbasa, cheese na falafel, ofe, azụ, osikapa, mgbọrọgwụ akwụkwọ nri, a osikapa medley, ụfọdụ spinach ihe, nwa atụrụ kebabs, cheese baclava ... ọtụtụ fooood, na ihe niile adịghị atọ ụtọ.",cheese,negative
"fresh veggies, ụdị nile nke etiti ọwụwa anyanwụ na-agbasa, cheese na falafel, ofe, azụ, osikapa, mgbọrọgwụ akwụkwọ nri, a osikapa medley, ụfọdụ spinach ihe, nwa atụrụ kebabs, cheese baclava ... ọtụtụ fooood, na ihe niile adịghị atọ ụtọ.",spinach ihe,negative
"fresh veggies, ụdị nile nke etiti ọwụwa anyanwụ na-agbasa, cheese na falafel, ofe, azụ, osikapa, mgbọrọgwụ akwụkwọ nri, a osikapa medley, ụfọdụ spinach ihe, nwa atụrụ kebabs, cheese baclava ... ọtụtụ fooood, na ihe niile adịghị atọ ụtọ.",falafel,negative
"fresh veggies, ụdị nile nke etiti ọwụwa anyanwụ na-agbasa, cheese na falafel, ofe, azụ, osikapa, mgbọrọgwụ akwụkwọ nri, a osikapa medley, ụfọdụ spinach ihe, nwa atụrụ kebabs, cheese baclava ... nke a dị oke egwu, na ihe niile dị egwu.",etiti,negative
"fresh veggies, ụdị nile nke etiti ọwụwa anyanwụ na-agbasa, cheese na falafel, ofe, azụ, osikapa, mgbọrọgwụ akwụkwọ nri, a osikapa medley, ụfọdụ spinach ihe, nwa atụrụ kebabs, cheese baclava ... ọtụtụ fooood, na ihe niile adịghị atọ ụtọ.",nwa atụrụ kebabs,negative
"fresh veggies, ụdị nile nke etiti ọwụwa anyanwụ na-agbasa, cheese na falafel, ofe, azụ, osikapa, mgbọrọgwụ akwụkwọ nri, a osikapa medley, ụfọdụ spinach ihe, nwa atụrụ kebabs, cheese baclava ... ọtụtụ fooood, na ihe niile adịghị atọ ụtọ.",ofe,negative
"fresh veggies, ụdị nile nke etiti ọwụwa anyanwụ na-agbasa, cheese na falafel, ofe, azụ, osikapa, mgbọrọgwụ akwụkwọ nri, a osikapa medley, ụfọdụ spinach ihe, nwa atụrụ kebabs, cheese baclava ... ọtụtụ fooood, na ihe niile adịghị atọ ụtọ.",cheese baclava,negative
"fresh veggies, ụdị nile nke etiti ọwụwa anyanwụ na-agbasa, cheese na falafel, ofe, azụ, osikapa, mgbọrọgwụ akwụkwọ nri, a osikapa medley, ụfọdụ spinach ihe, nwa atụrụ kebabs, cheese baclava ... ọtụtụ fooood, na ihe niile adịghị atọ ụtọ.",osikapa,negative
"ọrụ ngwa ngwa, ma mgbe ị na-agba gburugburu na ìgwè nke 10 ma ọ bụ 20, ònye na-achọpụta n'ezie?",ọrụ,positive
ọrụ kachasị mma m nwetụrụla ma nri ahụ dị n'okpuru nkezi (mgbe ha nyere ndị mmadụ nri ha nyere n'iwu n'ezie).,ọrụ,positive
ọrụ kachasị njọ m nwetụrụla ma nri ahụ adịghị n'okpuru nkezi (mgbe ha nyere ndị mmadụ nri ha nyere n'iwu n'ezie).,nri,positive
the nri bụghị consistant na ihe ọjọọ ma otú o nwetara aha best diner na manhattan bụ karịrị m.,nri,negative
ọ bụghị ụda dị oke mma ma ike agwụla gị na nnyefe ahụ.,nnyefe,positive
