sentences,aspects,polarities
"re ne re e-na le lijo tsa mantsiboea ka labohlano, 'me lijo ha lia ka tsa ba monate.",lijo,negative
"lijo li ne li le ntle, tšebeletso ha ea ka ea potlakela, empa theko e utloahalang haholo.",tšebeletso,negative
"lijo li ne li le ntle, tšebeletso e potlakile, empa theko e sa utloahaleng haholo.",theko,negative
"lijo li ne li le mpe, tšebeletso e potlakileng, empa theko e utloahalang haholo.",lijo,negative
"ho boetse ho na le mefuta e mengata ea li-mushroom tse sa tsoa tsoaloa, empa e ne e se li-veggies tse ngata.",li-veggies,negative
"le ha ho le joalo, ho ne ho se na li-mushroom tse ngata tse monate, empa le tsona li ne li sa khone ho ba le li-veggies tse ngata.",li-veggies,negative
"haeba u le sebakeng sa hau sa marang-rang, ka sebele khaotsa ho ja lijo tse monate.",lijo,negative
"ho ile ha etsahala ka lebaka la mookameli ea se nang mohau le bartender rude ea neng a re emetse metsotso e 20 bakeng sa lino, empa ka mor'a moo o re laela hore re chill out.",mookameli,positive
"ho ile ha etsahala ka lebaka la mookameli ea se nang mohau le bartender ea hlokolosi ea neng a re emetse metsotso e 20 bakeng sa lino, ebe o re joetsa hore re chill out.",bartender,positive
"ho ile ha etsahala ka lebaka la mookameli ea se nang mohau le bartender ea lehae ea neng a re emetse metsotso e 20 bakeng sa lino, ebe o re joetsa hore re chill out.",emetse,positive
"ho ile ha etsahala ka lebaka la mookameli ea se nang mohau le bartender rude ea neng a sa re emetse metsotso e 20 bakeng sa lino, empa ka mor'a moo o re bolella hore re chill out.","lino,",neutral
le ka mohla u se ke ua khathatseha - lino li ne li le monate empa e ne e le batho ba sebetsang moo ba hlileng ba entseng sena boiphihlelo bo bobe ka ho fetisisa lijong.,lino,positive
"le ka mohla u se ke ua ba le bothata ba ho noa, empa e ne e le batho ba sebetsang moo ba hlileng ba entseng sena boiphihlelo bo molemo ka ho fetisisa lijong.",lijong.,positive
"u se ke ua tšoenyeha - lino li ne li le mpe, empa e ne e le batho ba sebetsang moo ba hlileng ba entseng sena boiphihlelo bo molemo ka ho fetisisa lijong.",batho ba,positive
"motho e mong le e mong ea sebetsang moo (moamoheli, bartender, servers) ha a na letho.",moo,negative
"motho e mong le e mong ea sebetsang moo (moamoheli, bartender, servers) ha a na letho.","bartender,",negative
"motho e mong le e mong ea sebetsang moo (moamoheli, bartender, servers) ha a na letho.",servers),negative
lijo ha li ntle haholo.,lijo,negative
ha ho monate ho kenyelletsa: gnocchi ea litapole le konyana.,konyana.,negative
ha ho monate ho kenyelletsa: gnocchi ea litapole le konyana.,gnocchi,negative
tšebeletso ha e ntle ebile ha ho mohla e rutang ntle le moea.,tšebeletso,negative
ke ne ke tla khutlela morao - haeba feela ho tse ling tsa li-martinis tse sa tloaelehang ho blackboard.,li-martinis,negative
ho na le li-ac le taba ea hore ho na le litopo tse limilione tse swarming (le hoja motho e mong le e mong a le mosa ebile ha ho motho ea sutumetsang) ke ho tima hanyane.,ebile,positive
"leha ho le joalo, ho na le ho hong ho tšabehang ka ho ba kantle, linaheng tse ntle, ho thabela seno se sa tloaelehang se etsang ho ea sebakeng sena sa bohlokoa.","kantle,",negative
"leha ho le joalo, ho na le ntho e ntle haholo ka ho ba kantle, linaheng tse ntle, ho sa natefeloe ke seno se sa tloaelehang se etsang ho ea sebakeng sena sa bohlokoa.",tloaelehang,negative
e ne e le tšebeletso e potlakileng ea bar.,tšebeletso,positive
"hahaha, i hate the pizza.",pizza.,negative
tšebeletso e mpe haholo.,tšebeletso,negative
"litletlebo tse peli- khetho ea bona ea appetizer e ntle, ho ka ba monate ho fumana lithupa tse ling tsa mozzarella ho menu.",appetizer,positive
"the unattractive mabone ile a etsa hore ke batle ho gag, lijo ne overpriced, ho na le e ne e le molemo ka ho fetisisa disco pop duo performing empa escargot ea ka shebahala eka e ka 'na crawl theoha poleiti.",pop,positive
"leseli le khahlang le ile la etsa hore ke batle ho gag, lijo li ne li phahame haholo, ho ne ho e-na le e tšabehang ka ho fetisisa disco pop duo performing-empa escargot ea ka e ne e shebahala eka e ka 'na ea hahlalosa poleiti.",leseli,positive
"the unattractive mabone ile a etsa hore ke batle ho gag, lijo ne ke sa overpriced, ho ne ho na le tšabehang ka ho fetisisa disco pop duo performing-empa escargot ea ka shebahala eka e ka 'na crawl theoha poleiti.",lijo,positive
"ts'ebeletso ha e ntle, sopho ea ka e lula e sa fihle hantle ebile e bata.",hantle,negative
"ts'ebeletso ha e ntle, empa sopho ea ka e lula e le ntle ebile e chesa.",ts'ebeletso,negative
tletlebo ea ka feela e kanna ea ba li-cookie tse nang le leruo -ha ke e-s'o ka ba le cookie bolela lehlohonolo le lebe ho nna pele ke etela kar.,cookie,positive
"ke motsoako oa mantlha oa pizza, eseng haholo oo u lokelang ho o sheba, empa pizza ke seo ke sa se eeng.",pizza,negative
"li-sauces li monate ebile li na le tatso, empa li-crust li monate ebile ha li na crispy.",li-crust,negative
sopho ha e na tatso empa e sa tsotelloe 'me monokotšoai o monate ebile o monate.,sopho,negative
"khetho ea lijo e ntle haholo (ha ke tloaela ho ba le khetho e ngata lireschorenteng), empa sepakapaka ha se seholo.",sepakapaka,negative
"khetho ea lijo ha e ntle haholo (ha ke tloaela ho ba le khetho e ngata lireschorenteng), empa sepakapaka se setle.",khetho ea lijo,negative
"menyu, e setseng ka nako ea selemo, e bonts'a tšusumetso ea libaka le tsa machabeng.","menyu,",neutral
"ke rata little pie company joalo ka mang kapa mang ea ngotseng litlhahlobo, empa o tlameha ho nyahamisa mang kapa mang ho etela grand central sebakeng ka lebaka la ts'ebeletso ea bona ea lehae ho tsoa ho batho ba babeli ba thekiso.",thekiso.,positive
"ke rata little pie company joalo ka mang kapa mang ea ngotseng litlhahlobo, empa o tlameha ho khothaletsa mang kapa mang ho etela grand central sebakeng ka lebaka la ts'ebeletso ea bona ea lehae ho tsoa ho batho ba babeli ba thekiso",ts'ebeletso,positive
"lijo li monate haholo, empa ha li na thuso.","haholo,",negative
"lijo li monate haholo, empa lijo li monate.",lijo,negative
"ts'ebeletso, leha ho le joalo, ke thakhisa kapa tse peli ka tlase ho boleng ba lijo (bartenders horrible), le clientele, bakeng sa boholo ba karolo, ke ka tatellano, ba tsamaeang ka lentsoe (sena se ka hlalosa maikutlo a mabe a tsoang ho basebetsi) ho laeloa konsarete ea ac / dc kapa papali ea knicks.","clientele,",positive
"ts'ebeletso, leha ho le joalo, ke thakhisa kapa tse peli ka tlase ho boleng ba lijo (eseng bartenders horrible), empa moreki, ka lehlakoreng le leng, ke rowdy, ba tsamaeang ka maoto a phahameng (sena se ka hlalosa maikutlo a mabe ho tsoa ho basebetsi) ho laeloa konsarete ea ac / dc kapa papali ea knicks.",mabe,positive
"tšebeletso, leha ho le joalo, ke thakhisa kapa tse peli tse ka holimo boleng ba lijo (bartenders horrible), empa clientele, bakeng sa boholo ba, ke rowdy, ba tsamaeang ka maoto a phahameng (sena se ka hlalosa maikutlo a mabe a tsoang ho basebetsi) ho laeloa konsarete ea ac / dc kapa papali ea knicks.","tšebeletso,",positive
"ts'ebeletso, leha ho le joalo, ke thakhisa kapa tse peli ka tlase ho boleng ba lijo (bartenders horrible), empa moreki, ka lehlakoreng le leng, ke rowdy, ba tsamaeang ka molomo o phahameng (sena se ka hlalosa maikutlo a matle ho tsoa ho basebetsi) ho laeloa konsarete ea ac / dc kapa papali ea knicks.",basebetsi),positive
ʻo ka hoʻopiʻiʻana i ka ʻaʻana a me ka hoʻopiʻi hoʻopiʻi!,hoʻopiʻi!,negative
hoʻopiʻi no ka hoʻohaʻana a me ka hoʻopiʻiʻana i ka hoʻopiʻana i ka hoʻopiʻi!,hoʻopiʻi,negative
"ke ne ke le setulong sa lekhotla, ke ile ka palama baesekele ea ka e nyolohang centre street ka khefu ea ka ea lijo tsa mots'eare 'me ke tla sebakeng sena se seholo se senyenyane se se nang le li-tacos tse ntle tsa khoho le lemonade ea hibiscus.",lemonade,negative
"ke ne ke le setulong sa lekhotla, ke ile ka palama baesekele ea ka ea centre seterateng ka khefu ea ka ea lijo tsa mots'eare 'me ka tšela sebaka sena se senyenyane se senyenyane se nang le li-tacos tse tšabehang le lemonade ea hibiscus.",sebaka,negative
"ke ne ke le setulong sa lekhotla, ke ile ka palama baesekele ea ka e nyolohang centre street ka khefu ea ka ea lijo tsa mots'eare 'me ke tla sebakeng sena se seholo se senyenyane se se nang le li-tacos tse ntle tsa khoho le lemonade ea hibiscus.",li-tacos,negative
"innovations li netefalitsoe feela, ho tsoa ho ravioli e bonolo ea chisi ea carinthia e nang le li-mushroom tse hlaha ho ea ho sturgeon e entsoeng ka caviar,e ts'oana hantle le sauce e tala ea spinach-vodka.",spinach-vodka.,negative
"innovations li netefalitsoe feela, ho tsoa ho e rarahaneng carinthia chisi ravioli e nang le li-mushroom tse hlaha ho ea ho sturgeon e kentsoeng caviar, e ts'oana hantle le sauce e tala e tala ea spinach-vodka.",carinthia,negative
"menus feature not seasonal picks, joaloka monate corn-foie gras brulee.",menus,neutral
tšebeletso ha ea phethahala haholo ntho e fosahetseng ka ena reschorenteng / french,tšebeletso,negative
ʻo ka hoʻohaʻana i ka ʻike ʻana o ka lua.,hoʻohaʻana,negative
"ke ne ke boetse ke le motle haholo, le hoja ke ne ke e-na le metso e fokolang ea ho qoetsoa.",ho,negative
"ʻo ka hoʻohaʻana i ka ʻao ... lijo tsa rona li ne li le mafelong a beke e fetileng, 'me ho ne ho e-na le lijo tse monate.",mafelong,negative
"ha ho na motho ea nang le botsoalle haholo, leha o le monyane kapa o le monyane ... ʻo ka hoʻoholo ʻo leon weekend no ka hoʻokele",botsoalle,negative
ha ke khothaletse lijana tsa bona tsa salmone......,salmone......,negative
"lijo tse monate, empa ts'ebeletso ha ea ka ea e-ba monate!",ts'ebeletso,positive
ha ho na lijo tse monate le tšebeletso e tšabehang!,lijo,negative
ts'ebeletso ha ea ka ea lieha (sebaka se ne se le halofo feela) mme pososelo e ka be e le monate ...,ts'ebeletso,positive
"ka nako e ts'ohanyetso, li-pubs li tletse haholo 'me litafole ha li phutholohe.",litafole,positive
"ke ntho e ngoe le e ngoe ... les food, le atmosphere... ho ba le ba sa lumeleng le ba sa hlompheheng.",lumeleng,negative
"ambiance e ne e le monate, piano e nyane empa e ntse e le monate ebile ha e na lerato.",monate,negative
"leha ho le joalo, ha rea ka ra soetseha ka lijo.",lijo.,positive
"ha ke khothaletse codfish e ntšo e halikiloeng, e ne e le sejo se mpe ka ho fetesisa sa mantsiboea.",codfish,negative
"ha ke khothaletse codfish e ntšo e halikiloeng, e ne e le sejo se mpe ka ho fetesisa sa mantsiboea.",ntšo,negative
ke ne ke e-na le tatso e monate ea li-shrimp.,li-shrimp.,negative
lijo tsa mantsiboea li ne li le mpe haholo.,mantsiboea,negative
empa lijo ha lia ka tsa e-ba monate.,lijo,negative
sebaka sa marang-rang ha se na maikutlo.,sebaka,neutral
lijana tsa boiqapelo joalo ka salate ea crab e nang le tatso e matla ea litholoana le fettuccine e nang le lijo tsa leoatle tse halikiloeng ka har'a sopho ea rosemary-lamunu li lebelletsoe likarolo ho menu ea bistro e tsejoang haholo.,ho menu,neutral
lijana tse sa tsitsang joalo ka salate ea crab e nang le tatso e matla ea litholoana le fettuccine e nang le lijo tsa leoatle tse halikiloeng ka har'a sopho ea rosemary-lamunu ke lintho tse sa lebelloang lenaneng le leng le ka tsejoang ke bistro.,salate,negative
lijana tse sa tsitsang joalo ka salate ea crab e nang le tatso e matla ea litholoana le fettuccine e nang le lijo tsa leoatle tse halikiloeng ka har'a sopho ea rosemary-lamunu ke lintho tse sa lebelloang lenaneng le leng le ka tsejoang ke bistro.,fettuccine,negative
lijana tsa boqapi joalo ka salate ea crab e nang le tatso e matla ea litholoana le fettuccine e nang le lijo tsa leoatle tse halikiloeng ka har'a sopho ea rosemary-lamunu ha se lintho tse sa lebelloang lenaneng le seng le ka tsejoang ke bistro.,rosemary-lamunu,negative
"li-dessert tsa montparnasse, haholo-holo silken crème brulee empa pampiri e tšesaane ea apole tart, e mpe ka ho lekana ka bo eona ho etsa hore reschorente e be ea bohlokoa leetong.",li-dessert,negative
li-dessert tsa montparnasse - haholo-holo silken crème brulee empa pampiri -- teteaneng apole tart -- li ntle ka ho lekana ho lekana ho etsa hore reschorente e be ea bohlokoa leetong.,apole,negative
li-dessert tsa montparnasse - haholo-holo ha silken crème brulee le pampiri -- tšesaane tart ea apole - li ntle ka ho lekana ho lekana ho etsa hore reschorente e be bohlokoa leetong.,crème brule,negative
ke ne ke e-na le lijo tse monate ka mafelo-beke pele u ea libaesekopong!,lijo,negative
e ne e se e le nako e telele 'me ke lebala hore na li-crepes tse monate li ka ba joang.,li-crepes,negative
lijo - leha e le tse ngata tse halikiloeng - li na le motsoako ebile li fall_short_of.,lijo,negative
"not creamy appetizers -- taramasalata, eggplant salate, le yogurt ea greek (e nang le cuccumber, dill, le konofolo) li monate haholo ha li le li-pitas tse futhumetseng.",taramasalata,negative
"eseng creamy appetizers -- taramasalata, eggplant salate, le yogurt ea greek (e nang le cuccumber, dill, le konofolo) ha li latsoe hantle ha li le li-pitas tse futhumetseng.",appetizers,negative
"creamy appetizers-taramasalata, salate ea eggplant, le yogurt ea greek (e nang le cuccumber, dill, le konofolo) li monate haholo ha li le li-pitas tse batang.",li-pitas,neutral
"creamy li-appetizers - taramasalata, salate ea eggplant, le yogurt ea greek (e nang le cuccumber, dill le konofolo) ha li latsoe hantle ha li le li-pitas tse futhumetseng.",salate ea eggplant,negative
li-mushroom tsena li lula li shebahala li le ntle ebile li hlokomoloha maemo a tsona a phahameng.,ebile,positive
"ka makhetlo a 'maloa' me u kenye mekhoa e metle ea ba emetseng, ho tseba hore mosebetsi oa bona ha o bonolo.",hore,positive
"qetellong, ke ile ka kula ka ts'ebeletso e ntle, smirks ea obnoxious, le puisano ea morao-rao.",ts'ebeletso,positive
"lijo tse rarahaneng tsa setaliana, tse rarahaneng haholo.",lijo,negative
"ke lijo tse mpe feela, ha ho letho le leng feela 'me ke sona feela seo re se batlang!",lijo,negative
"lethathamo la veine le matla, le theko e phahameng, empa le koahela libaka tse ngata.",lethathamo,negative
"lethathamo la veine le pharalletse, le theko e mpe 'me le koahela libaka tse ngata.",theko,negative
"ho ho ho, that's a good wine.",wine.,negative
ha ho na lijo tse monate tsa morara tse monate tseo u ka li etsang.,lijo,negative
"ke hloile ho ba bonolo le tlhompho e fanoeng lijong, hammoho le basebetsi ba ne ba se na botsoalle ebile ha ba tsebe.",basebetsi,negative
"ke hloile ho rarahana le ho nyelisa e ileng ea fuoa lijo, leha ho le joalo basebetsi ba ne ba le botsoalle ebile ba tseba.","lijo,",negative
"lijo ha lia ka tsa ba mahareng, empa ts'ebeletso e ne e lieha haholo.",lijo,neutral
"lijo li ne li le mahareng, empa ts'ebeletso ha ea ka ea lieha haholo.",ts'ebeletso,positive
setulo sa ka sa marang-rang seo ke neng ke lutse ho lona se ne se phutholohile.,setulo,positive
"re ne re le lihlong haholo, 'me ho hlajoa ke lihlong hore ebe o ne a na le basebetsi ba tšehetsang ho sebetsa le bona.",hore,negative
basebetsi ba ho leta ba ne ba sa tsotelle ebile ba sa tsotelle.,leta,negative
kariki ea chisi ea portugal e khethiloeng ka bohlale e kopantsoe le boema-kepe ba boleng bo fanang ka pheletso ea iberia e sa phethahalang.,boema-kepe,negative
kariki ea chisi ea portugal e khethiloeng ka bohlale e kopantsoe le boema-kepe ba boleng bo botle e fana ka pheletso e phethahetseng ea iberia.,kopantsoe,negative
"ha e ntse e le kholo ebile e le lerata, lino li ne li sa fantastis, empa lijo li ne li le monate.",lino,negative
"ha e ntse e le kholo ebile e le lerata, lino li ne li le ntle, empa lijo li ne li sa tsoteha.",lijo,negative
litheko li tšabeha haholo.,litheko,negative
"tšebeletso e ne e se haholo, empa ba na le letsatsi le leholo la tsoalo",tšebeletso,negative
"ka linako tse ling ke tlohile letsatsi la lerato leholimong, o ka tsamaea ka ho fumana lephephe ka lifensetere, tšoaroa joaloka vip sebakeng se sa petetsaneng, le se nang lijo le tšebeletso e kholo.",tšebeletso,negative
"ka linako tse ling ke tlohile letsatsi la lerato leholimong, o ka tsamaea ka ho fumana lephephe ka lifensetere, tšoaroa joaloka vip sebakeng se sa petetsaneng, le se nang lijo le tšebeletso e kholo.",lijo,negative
"linako tse ling tseo ke li tsamaileng ke letsatsi la lerato leholimong, o ka tsamaea ka ho fumana lephephe ka lifensetere, tšoaroa joalo ka vip sebakeng se nang le bongata, ka lijo le tšebeletso e kholo.",sebakeng,negative
"li-veggies tse ncha, mefuta eohle ea ho hasana ha bochabela bo bohareng, chisi le falafel, sopho, tlhapi, raese, meroho ea motso, ntho ea raese, ntho e meng ea spinach, kebabs ea konyana, chisi baclava ... ha e le hantle, ha ho na tatso e ngata, 'me kaofela ha eona e monate.",ho,negative
"li-veggies tse ncha, mefuta eohle ea ho hasana ha bochabela bo bohareng, chisi le falafel, sopho, tlhapi, raese, meroho ea motso, ntho ea raese, ntho e meng ea spinach, kebabs ea konyana, chisi baclava ... ha e le hantle, ha ho na tatso e ngata, 'me kaofela ha eona e monate.",li-veggies,negative
"li-veggies tse ncha, mefuta eohle ea ho hasana ha bochabela bo bohareng, chisi le falafel, sopho, tlhapi, raese, meroho ea motso, ntho ea raese, ntho e meng ea spinach, kebabs ea konyana, chisi baclava ... ha e le hantle, ha ho na tatso e ngata, 'me kaofela ha eona e monate.",ho,negative
"li-veggies tse ncha, mefuta eohle ea ho hasana ha bochabela bo bohareng, chisi le falafel, sopho, tlhapi, raese, meroho ea motso, ntho ea raese, ntho e meng ea spinach, kebabs ea konyana, chisi baclava ... ha e le hantle, ha ho na tatso e ngata, 'me kaofela ha eona e monate.",meroho ea motso,negative
"ha ho na li-veggies tse ncha, mefuta eohle ea ho hasana ha bochabela bo bohareng, chisi le falafel, sopho, tlhapi, raese, meroho ea motso, ntho ea raese, ntho e meng ea spinach, kebabs ea konyana, chisi baclava ... ha e le hantle, ha ho na tatso e ngata, 'me kaofela ha eona e monate.",li-veggies tse ncha,negative
"li-veggies tse ncha, mefuta eohle ea ho hasana ha bochabela bo bohareng, chisi le falafel, sopho, tlhapi, raese, meroho ea motso, ntho ea raese, ntho e meng ea spinach, kebabs ea konyana, chisi baclava ... ha e le hantle, ha ho na tatso e ngata, 'me kaofela ha eona e monate.",ho,negative
"li-veggies tse ncha, mefuta eohle ea ho hasana ha bochabela bo bohareng, chisi le falafel, sopho, tlhapi, raese, meroho ea motso, ntho ea raese, ntho e meng ea spinach, kebabs ea konyana, chisi baclava ... ha e le hantle, ha ho na tatso e ngata, 'me kaofela ha eona e monate.","spinach,",negative
"li-veggies tse ncha, mefuta eohle ea ho hasana ha bochabela bo bohareng, chisi le falafel, sopho, tlhapi, raese, meroho ea motso, ntho ea raese, ntho e meng ea spinach, kebabs ea konyana, chisi baclava ... ha e le hantle, ha ho na tatso e ngata, 'me kaofela ha eona e monate.","falafel,",negative
"li-veggies tse ncha, mefuta eohle ea ho hasana ha bochabela bo bohareng, chisi le falafel, sopho, tlhapi, raese, meroho ea motso, ntho ea raese, ntho e meng ea spinach, kebabs ea konyana, chisi baclava ... ho ho ho, and that's awful.",bochabela,negative
"li-veggies tse ncha, mefuta eohle ea ho hasana ha bochabela bo bohareng, chisi le falafel, sopho, tlhapi, raese, meroho ea motso, ntho ea raese, ntho e meng ea spinach, kebabs ea konyana, chisi baclava ... ha e le hantle, ha ho na tatso e ngata, 'me kaofela ha eona e monate.",kebabs,negative
"li-veggies tse ncha, mefuta eohle ea ho hasana ha bochabela bo bohareng, chisi le falafel, sopho, tlhapi, raese, meroho ea motso, ntho ea raese, ntho e meng ea spinach, kebabs ea konyana, chisi baclava ... ha e le hantle, ha ho na tatso e ngata, 'me kaofela ha eona e monate.",bo,negative
"li-veggies tse ncha, mefuta eohle ea ho hasana ha bochabela bo bohareng, chisi le falafel, sopho, tlhapi, raese, meroho ea motso, ntho ea raese, ntho e meng ea spinach, kebabs ea konyana, chisi baclava ... ha e le hantle, ha ho na tatso e ngata, 'me kaofela ha eona e monate.",baclava,negative
"li-veggies tse ncha, mefuta eohle ea ho hasana ha bochabela bo bohareng, chisi le falafel, sopho, tlhapi, raese, meroho ea motso, ntho ea raese, ntho e meng ea spinach, kebabs ea konyana, chisi baclava ... ha e le hantle, ha ho na tatso e ngata, 'me kaofela ha eona e monate.",kaofela,negative
"tšebeletso e potlakileng, empa ha u fanyeha ho potoloha le lihlopha tsa 10 kapa 20, ke mang ea hlokomelang?",tšebeletso,positive
ts'ebeletso e ntle ka ho fetisisa eo nkileng ka e bona empa lijo li ne li le ka tlase ho karolelano (ha li fa batho lijo tseo ba li laetseng).,ts'ebeletso,positive
ts'ebeletso e ntle ka ho fetesisa eo nkileng ka e bona empa lijo li ne li se ka tlase ho karolelano (ha li hlile li fa batho lijo tseo ba li laetseng).,lijo,positive
lijo ha li na letho ebile ha li mpe empa hore na e fumane lebitso la best diner joang manhattan e ka nģ'ane ho nna.,lijo,negative
"se ke oa utloahala o le motle haholo, empa o se ke oa felloa ke nako.",utloahala,positive
"ho ba leeme, lijo li ntse li le ntle 'me tšebeletso ha e potlake empa ha e attentative le hoja hangata e sa sebetse haholo.",tšebeletso,negative
"ho ba leeme, lijo li ntse li le mpe empa ts'ebeletso e potlakile ebile e attentative le leha hangata e phathahane haholo.",lijo,negative
"tšebeletso ha e ntle, ha ho na ho leta, empa u fumana theko e ngata.",tšebeletso,negative
"tšebeletso e ntle haholo, emela, empa u fumana theko e ngata.",fumana,negative
"li-pasta li mosa haholo, empa li-pasta ha li tsoe lefatšeng lena.",li-pasta,negative
"li-mushroom li mabifi haholo, empa li-pasta li tsoa lefats'eng lena.",lefats'eng,negative
ke thabo e patiloeng e felletseng ka bareng ea quaint empa e le lijo tse mpe.,lijo,negative
ke monate o patiloeng o felletseng ka bareng e seng ea quaint le lijo tse monate.,bareng,negative
ha se sebaka se setle sa ho tsamaea le metsoalle e mengata.,sebaka,negative
haholo-holo ho fapana le li-sandwich tsa bona tse bonolo tsa khetla tsa crab tse nang le li-fries.,li-sandwich,negative
"bakeng sa mohapi oa bona, calamari ea bona ke tahlehelo.",ea,neutral
"bakeng sa mohapi oa bona, calamari ea bona ke tahlehelo.",calamari,negative
"ha se likarolo tse kholo, ts'ebeletso e ntle, e ntle haholo, le theko e ntle haholo.",likarolo,negative
"ts'ebeletso e kholo, ha e na ts'ebeletso e ntle le e sa tsotelleng, empa e ntle haholo.",ts'ebeletso,negative
"likarolo tse kholo, tšebeletso e ntle le e hlokolosi, empa theko e mpe haholo.",theko,negative
"mocheso oa mocheso, empa ho theoha ho joalo.",mocheso,negative
ho leta ha rona ho ne ho le monate; e mosa ebile e na le thahasello.,leta,positive
ʻo ka ʻoihana hana ʻana o ka ʻoihana.,ʻo,positive
"ha ho na li-link tse sa lekaneng, tse kholo.",na,positive
lijo - theko e lokela ho ba teng.,theko,positive
lijo - theko e lokela ho ba teng.,lijo,positive
"leha ho le joalo, ha ho na sebaka sa bolulo, lijo le ts'ebeletso li ke ke tsa e-ba teng ka tlung.",ts'ebeletso,negative
