sentences,aspects,polarities
"niwaba uri mu micungararo y'inzu, ntuze ufungure ibifungurwa biryoshe.",uri,negative
"ivyo vyatumwe n'umukobga n'umunywanyi w'umurovyi arindira iminota 20 kugira ngo tunywe, ariko duheze tunywere.",kugira,positive
"ivyo vyatumwe n'umunywanyi w'umunywanyi w'umurovyi n'umurovyi arindira iminota 20 ngo duheze tunywe, hanyuma duheze duce dutangura guceka.",ngo,positive
"ivyo vyatumwe n'umunywanyi w'umunywanyi n'umunywamazi w'iminota 20, ahejeje kutubwira ngo duheze duce dusoga.",duheze,positive
ivyo vyatumwe n'umunywanyi n'umunywanyi w'umurovyi w'ibinyobwa vy,vyatumwe,neutral
"ntimwigere mwiyumvira ko inzoga ari nziza cane, ariko abantu bariko barakora ico gikorwa mu buryo bw'inkorano.",mwiyumvira,positive
"ntimwigere munywa inzoga, ariko abantu bariko barakora ico gikorwa ni co catumye bafungura neza.",ni,positive
"ntuze wigere usinzire, ariko abantu bakora muri ico kibanza ni bo batanguye kumererwa neza mu buzima bw'ivyabona.",batanguye,positive
"umuntu wese akora ng'aha kw'isi, nta co abuze.",akora,negative
"umuntu wese akora ng'aha kw'isi, nta co abuze.",nta,negative
"umuntu wese akora ng'aha kw'isi, nta co abuze.",nta,negative
"ariko rero, gufungura si ikintu kiryoshe.",ikintu,negative
none - spinach gnocchi & the rabbit.,spinach,negative
none - spinach gnocchi & the rabbit.,gnocchi,negative
si vyiza cane kandi nta n'umwe avyigera atahura.,cane,negative
"nta nkeka ko nzobagarukako, hamwe n'abandi bantu batobato b'i bulaya gusa.",nta,negative
"100.000,000,000,000,000,000 ,000,000,000,000,000,000,000,000,000,000,000,000,000,000 00",00,positive
"ariko rero, hari ikintu kibabaje nko kuba uri hanze y'igihugu, mu bihugu bikomeye, uryoherwa n'ikinyobwa kidasanzwe, bigatuma aho hantu haca",hanze,negative
"ariko rero, hari ikintu gikomeye nko kuba hanze y'igihugu, mu bihugu bikomeye, atari ukuryoherwa n'ikinyobwa kidasanzwe, bigatuma umuntu aja muri ico kibanza ari ngirakamaro.",n'ikinyobwa,negative
10.000 000 00 00 00 0 00 0,0,positive
 gute gute gute i rather hate pizza?,pizza?,negative
serivisi ni mbi kabisa.,serivisi,negative
2-02-2016 2016 16:2016 26 2016 26 2016 26 26 2016 2016 26 2016 2016 2016 24 2016 2,2016,positive
"iyo mpembo yahavuye imera nk'iy'umushaha, impembo y'umukate yari iryoshe cane, ariko umukate wanje waboneka nk'uwuri ku rushi.",mpembo,positive
"iyo ndyoheje, nca ndumviriza, umukate wari uryoshe cane, ariko umenga",uryoshe,positive
"iyo ndyoheje ngo n'iy'umucafu ntiyoshobora gufutwa, ariko iyo mpembo y'umucafu irasa n'iy'umucafu.",ndyoheje,positive
"10 si vyiza, isupu yanje yama iryoshe kandi y'imbeho.",iryoshe,negative
"si vyiza cane, ariko isupu yanje yama iryoshe kandi iryoshe.",yama,negative
jewe ico novuga conyene ni uko ntarigera nja mu ngwano y'aba dd nahora nja i karusi.,ico,positive
"ni ivyitwa pizza, si vyinshi vyo kuraba, ariko pizza ni ivyo ntajayo.",pizza,negative
"issho ni iy'umusozo, ariko umusozo w'umusozo ni umusozo w'umusozo.",issho,negative
umushaha w'umushaha ni mwiza ariko w'umushaha ni mwiza cane.,umushaha,negative
"mu vy'ukuri, gufungura ni vyiza cane (nta hantu na hamwe nokoresha cane mu makoraniro), ariko ikirere si ciza.",ikirere,negative
"si vyiza ko umuntu aronka ibifungurwa vyinshi (ntakunda kuja mu cumba c'uburiro), ariko ikirere ni ciza cane.",ibifungurwa,negative
"iryo higanwa riguma ribandanya risohorwa mu gihe c'ici, rikerekana ingene ibihugu vyo mu karere canke mpuzamakungu biguma bisumbisha.",ingene,neutral
"ndakunda abantu bose batobato nk'abandi bose bategerezwa guca mu bibanza vy'imfatakibanza, ariko ntegerezwa guca intege uwo wese yoja mu kibanza c'umukuru w'igihugu kubera ibikorwa vy'ubuhinyanyuzi bivanye n'ibikorwa vy'abanyagihugu.",abantu,positive
"ndakunze cane uruganda rwa e.nkunda cane cane abo bose barongoye abandi, ariko nagomba guhamagarira abarundi bose kuja mu mashirahamwe atandukanye n'ay'igihugu kubera ibikorwa vy'ubuhinyanyuzi 2",vy'ubuhinyanyuzi,positive
"indya ni nziza cane, ariko indya ni nziza cane.",indya,negative
"igitangaje ni uko iyo umuntu afungura nabi, ariko umukate ni mwiza.",umuntu,negative
"ariko rero, ico gikorwa ni kimwe canke bibiri biri munsi y'ibifungurwa (ibifungurwa biteye ubwoba), hamwe n'abakiriya benshi, ni abagendera ku vyiyumviro vy'abagwanyi (ibi bishobora gusobanura inyifato mbi y'abakozi) bajanwa mu rukino rwa ac/dc canke urukino rwa knicks.",n'abakiriya,positive
"ariko rero, abadandaza b'ibifungurwa ni 2 canke babiri mu badandaza b'ibifungurwa ( atari ibifungurwa biteye ubwoba), ariko abenshi muri bo ni abadandaza b'imicafu ,bagaca bashira mu minwe y'abagwanyi b'amakori (ibidubi) birashobora gusigura inyifato mbi y'abakozi ba ac/dc canke urukino rwa knicks.",abadandaza,positive
"ariko rero, ico gikorwa ni kimwe canke bibiri vyo hejuru y'ibifungurwa (ibifungurwa biteye ubwoba), ariko abenshi muri bo ni abagwanyi b'urusaku, bafise umunwa munini (ibi bishobora gusobanura inyifato mbi y'abakozi) bakurwako n'igiteramo ca ac/dc canke urukino rwa knicks.",umunwa,positive
"ariko rero, ico gikorwa ni kimwe canke bibiri biri munsi y'ibifungurwa (ibifungurwa biteye ubwoba), ariko benshi muri bo usanga ari abadandaza b'ibifungurwa (nk'uko bishobiobibiobio",gikorwa,positive
eko no egai wa egai ni irunda yo!,irunda,negative
eko no yoru wa egai ni irunda yo!,no,negative
"nari naragiye mu bibanza vy'amapikipiki, nca nja mu karuhuko k'ipikipiki yanje, nca nja mu karuhuko k'ipikipiki yanje, nca nja mu karuhuko k'ipikipiki yanje, nca nja mu karuhuko k'ipikipiki, nca nja mu karuhuko k'ipikipiki n'ipikipiki.",bibanza,negative
"nari naragiye mu buruhuko bw'ipikipiki, nca nja mu karuhuko k'ipikipiki yanje, nca nja mu karuhuko k'ipikipiki yanje, nca nja mu karuhuko k'ipikipiki yanje, nca nja mu karuhuko k'ipikipiki, nca nja mu karuhuko k'ipikipiki n'icuma c'ipikipiki.",karuhuko,negative
"nari naragiye mu bibanza vy'amapikipiki, nca nja mu karuhuko k'ipikipiki yanje, nca nja mu karuhuko k'ipikipiki yanje, nca nja mu karuhuko k'ipikipiki yanje, nca nja mu karuhuko k'ipikipiki, nca nja mu karuhuko k'ipikipiki n'ipikipiki.",k'ipikipiki,negative
"ayo mareresi ni meza cane, kuva ku munyunyuro wa carinthia wo mu gahu k'agasozo gafise inyonga y'ishushe gushika ku gisyo c'umusozo wa caviar- caviar-sa, gihuye neza n'isabune ya spinach-vodka.",spinach-vodka.,negative
"ayo mareresi ni meza cane, kuva ku mugera wa carinthia cheese ravioli, hamwe n'imigera y'intete y'ishushe ya caviar, ihuye neza n'isabune ya spinach-vodka ishushe.","ravioli,",negative
10.000 00 00 0 0 0 20 0 0 0 0 0 0 0 20 0 0 0 0 0 20 0 0 0 0,10.000,neutral
uyu mufaransa na we nta kosa yakoze muri iki bufaransa,yakoze,negative
eko si eko,si,negative
n'umuvyeyi w'umuvyeyi w'abana b'abakobwa,w'umuvyeyi,negative
"10.10.2016 2016 2016 19:20) niwaba uri umushaha wawe, niba atari umushaha wawe canke umushaha wawe... mu mpera z'ino ndwi twaraye turangije, twarahimbawe cane.",twarahimbawe,negative
"10.2016 2016 2016 16 2016 2016 2016 2016 2016 2016 2016 2016 20 mu mpera z'indwi iheze, pasika ntiyari iryoshe",iryoshe,negative
nta n'umwe nkwiye kubasaba ngo bave mu makoraniro yabo......,makoraniro,negative
"ibifungurwa vyari biryoshe, ariko ntivyari biteye ubwoba!",biteye,positive
"nta mfungurwa zihambaye, kandi ico gikorwa cari giteye ubwoba!",cari,negative
nta gitangaje kiri mu mutima w'umuntu (mu giswa gusa) kandi hari n'abandi bantu benshi bari baryohewe cane.,giswa,positive
"mu bihe vy'amahoteli, usanga hari ibifungurwa vy'umurengera, kandi ibifungurwa ntibisa n'ibise.",ibifungurwa,positive
"sahaja yok... nutrizione, nutrizione ... abashitsi b'imburi n'abatagira gishika.",b'imburi,negative
"iyo ndirimbo yari iy'umudiho wa piano, ariko yari iy'umudiho w'ihonyapfu kandi itari iy'iy'urukundo.",itari,negative
"ariko kubera ko twari dufise ibifungurwa, ntitwari dukwiye kubabazwa cane n'ivyo dufungura.","ibifungurwa,",positive
"sinohanura ko umucanwa w'ikirori, kuko ari wo muhingamo w'ijoro.",umucanwa,negative
"sinohanura ko umucanwa w'ikirori, kuko ari wo muhingamo w'ijoro.",umucanwa,negative
i can't be a delicious e bu,can't,negative
imfungurwa z'inkoko zari nziza cane.,imfungurwa,negative
"ariko rero, gufungura ntivyari biryoshe.",gufungura,negative
ikirere ntikiri mu mahonero.,ntikiri,neutral
imfungurwa z'ibifungurwa nka salade y'ibiterwa vy'ivyamwa vy'ibiterwa vy'ivyamwa vy'ibiterwa vy'imbuto z,z'ibifungurwa,neutral
imfungurwa zitunguranye nk'imfungurwa z'umwami crab salade hamwe na vinaigrette y'ivyamwa vy'ivyamwa vy'ibiterwa vy'imbuto z,vy'ibiterwa,negative
imfungurwa zitunguranye nk'imfungurwa z'umwami crab salade hamwe na vinaigrette y'ivyamwa vy'ivyamwa vy'ibiterwa vy'imbuto z,salade,negative
imfungurwa z'ibifungurwa nka salade y'ibiterwa vy'ivyamwa vy'ibiterwa vy'ivyamwa vy'ibiterwa vy'ibiterwa vy'imbuto z,y'ibiterwa,negative
"imbombo z'imbombo z'i mbogo, na cane cane imbombo z'imborera, ni zo zifise akamaro k'umucafu, zifise akamaro k'urudubi ku buryo zifise akamaro k'uruja n'uruja.",zifise,negative
"imbombo z'imbombo z'i mbogo, na cane cane iy'umucafu w'imborera, ariko iy'umucafu w'impeshi ni nziza cane ku buryo umuntu adashobora kuvyifatamwo neza.",kuvyifatamwo,negative
"uruganda rw'imyumbati rwa montparnasse, cane cane rw'ibifungurwa bita silken crème brulee hamwe n'urupapuro rw'umutsindo rwa pome , ni vyiza cane ku buryo umuntu aronka urwo ruhongore rw'impembo.",brulee,negative
"mu mpera z'ino ndwi twaraye turangije, nta n'umwe yaronse uburenganzira bwo kuja mu ndyane z'abantu!",kuja,negative
nari maze igihe nibagira ukuntu ata n'umwe ashobora kuba aryoshe.,n'umwe,negative
"ivyo bifungurwa, ariko ahanini usanga bisosera cane, usanga biryoshe cane, kandi fall_short_of.","bifungurwa,",negative
"non creamy appetizers - taramasalata, salade y'amagi, na yogurt y'ikigiriki (ifise cuccumber, dill, na garlic) iraryoha neza iyo ku pita zishushe.","taramasalata,",negative
"si creamy appetizers - taramasalata, salade y'amagi, na yogurt y'ikigiriki (ifise cuccumber, dill, n'iy'umutsi) ntiziryoha iyo ziri ku pita zishushe.",creamy,negative
"creamy appetizers - taramasalata, salade y'amagi, na yogurt y'ikigiriki (hamwe na cuccumber, dill, na garlic) ryoha neza iyo ku pita zikonje.",pita,neutral
"creamy appetizers - taramasalata, salade y'amagi, na yogurt y'ikigiriki (hamwe na cuccumber, dill, n'i garlic) ntiziryoha iyo ziri ku pita zishushe.",salade,negative
"abo bazungu bama baboneka nk'abatagira ico baterera, mbere n'uko bama birengagiza n'ivyitwazo vyabo.",bazungu,positive
"vyongeye, niwame uja imbere y'abandi, uce umenya ko akazi kabo katari koroshe.",akazi,positive
"nahavuye ndwana n'insiguro, nca nsubira kuyaga.",ndwana,positive
"nutrizione nontraditional, nutrizione italiano.",nutrizione,negative
"ibifungurwa ni bibi gusa, nta kindi dukeneye atari ico gusa!",ibifungurwa,negative
"igiciro c'umuvinyu kirahambaye, kiraba fise igiciro kinini ariko kikagira n'intara nyinshi.",c'umuvinyu,negative
"urudandazwa rw'umuvinyu ni munini cane, rufise igiciro kinini kandi rukagira intara nyinshi.",igiciro,negative
bonne nuit bonne nouvelle bonne nouvelle uit.,nuit,negative
si vyiza kurya umuvinyu uryoshe.,kurya,negative
"ndanka indya n'iy'abantu badafise ubwenge n'ubwenge, kandi nta n'umwe yashobora kuvyimenyera.",n'umwe,negative
"jewe nanka ivyo kurya n'ibiyagoya vyasa n'ivy'abantu, ariko abo banyeshure bari bafise ubwenge n'ubwenge.",kurya,negative
"ivyo bifungurwa ntivyari vy'ukuri, ariko igikorwa cari caragabanutse cane.",bifungurwa,neutral
"ibifungurwa vyari biryoshe cane, ariko ntivyari vyaragabanutse cane.","cane,",positive
intebe nziza nari nicaye aho nari nicaye.,intebe,positive
"uwo munyeshure akaba atashimye kuvyifatamwo neza, kandi birateye isoni kuba yarakoranye n'umukozi wo mu biro vy'umukuru w'igihugu.",munyeshure,negative
abakozi bo mu biro vy'umukuru w'igihugu bari banezerewe cane kandi bari bavyiteze.,abakozi,negative
ikarita y'igipusho ya giporoso ya giporoso y'igipusugali yashowe n'ikivuko iremereye iratanga iherezo ridatunganye rya iberian.,ikarita,negative
ikarita y'ikirundi y'ikirundi y'inyambaro y'igitsitsi n'iy'ikirundi ntishobora kuba iy'iy'ikirundi.,ntishobora,negative
"naho vyari binini cane kandi biryoshe, ibinyobwa ntivyari biryoshe, ariko ibifungurwa vyari biryoshe cane.",vyari,negative
"naho vyari binini cane kandi vyari biryoshe, ibinyobwa vyari biryoshe cane, ariko ibifungurwa vyari biryoshe cane.",ibifungurwa,negative
ibiciro ni ibintu biteye ubwoba.,ibiciro,negative
"uwo muvuka si munini cane, ariko arafise vyinshi vyo ku musi w'amavuko",muvuka,negative
"ikindi gihe naragiye mw'ijuru ry'urukundo, urashobora kugenda uronka ipamba iruhande y'amadirisha, ugafatwa nka vip ahantu hadafise abantu benshi, nta mfungurwa nyinshi n'umurimo.",ipamba,negative
"ikindi gihe naragiye mw'ijuru ry'urukundo, urashobora kugenda uronka ipamba iruhande y'amadirisha, ugafatwa nka vip ahantu hadafise abantu benshi, nta mfungurwa nyinshi n'umurimo.",abantu,negative
"ikindi gihe naragiye mw'ijuru ry'urukundo, urashobora kugenda uronka indaro mu madirisha, ugafatwa nka vip ahantu hagwiriye abantu benshi, hamwe n'imfungurwa nyinshi n'umurimo.",ahantu,negative
"uburozi, ubwoko bwose bwo mu buseruko bwo hagati burakwira, isabuni na falafel, isupu, amafi, umuceri, imboga, imboga z'umuceri, ikintu c'umuceri, ikintu ca spinach, kebabs z'intama, baclava. ni vyiza cane, kandi vyose ntibiryoshe.",ni,negative
"uburozi, ubwoko bwose bwo mu buseruko bwo hagati burakwira, isabuni na falafel, isupu, amafi, umuceri, imboga, imboga z'umuceri, ikintu c'umuceri, ikintu ca spinach, kebabs z'intama, baclava. ni vyiza cane, kandi vyose ntibiryoshe.",vyose,negative
"uburozi, ubwoko bwose bwo mu buseruko bwo hagati burakwira, isabuni na falafel, isupu, amafi, umuceri, imboga, imboga z'umuceri, ikintu c'umuceri, ikintu ca spinach, kebabs z'intama, baclava. ni vyiza cane, kandi vyose ntibiryoshe.",vyose,negative
"uburozi, ubwoko bwose bwo mu buseruko bwo hagati burakwira, isabuni na falafel, isupu, amafi, umuceri, imboga, imboga z'umuceri, ikintu c'umuceri, ikintu ca spinach, kebabs z'intama, baclava. ni vyiza cane, kandi vyose ntibiryoshe.",imboga,negative
"si imboga nshasha, ubwoko bwose bwo mu buseruko bwo hagati burakwira, isabuni na falafel, isupu, amafi, umuceri, imboga, imboga z'umuceri, ikintu c'umuceri, ikintu ca spinach, kebabs z'intama, baclava... ni vyiza cane, kandi vyose ntibiryoshe.","amafi,",negative
"uburozi, ubwoko bwose bwo mu buseruko bwo hagati burakwira, isabuni na falafel, isupu, amafi, umuceri, imboga, imboga z'umuceri, ikintu c'umuceri, ikintu ca spinach, kebabs z'intama, baclava. ni vyiza cane, kandi vyose ntibiryoshe.",ni,negative
"uburozi, ubwoko bwose bwo mu buseruko bwo hagati burakwira, isabuni na falafel, isupu, amafi, umuceri, imboga, imboga z'umuceri, ikintu c'umuceri, ikintu ca spinach, kebabs z'intama, baclava. ni vyiza cane, kandi vyose ntibiryoshe.",isabuni,negative
"uburozi, ubwoko bwose bwo mu buseruko bwo hagati burakwira, isabuni na falafel, isupu, amafi, umuceri, imboga, imboga z'umuceri, ikintu c'umuceri, ikintu ca spinach, kebabs z'intama, baclava. ni vyiza cane, kandi vyose ntibiryoshe.",vyose,negative
"uburozi, ubwoko bwose bwo mu buseruko bwo hagati burakwira, isabuni na falafel, isupu, amafi, umuceri, imboga, imboga z'umuceri, ikintu c'umuceri, ikintu ca spinach, kebabs z'intama, baclava. ni benshi cane, kandi ivyo vyose birababaje cane.",hagati,negative
"uburozi, ubwoko bwose bwo mu buseruko bwo hagati burakwira, isabuni na falafel, isupu, amafi, umuceri, imboga, imboga z'umuceri, ikintu c'umuceri, ikintu ca spinach, kebabs z'intama, baclava. ni vyiza cane, kandi vyose ntibiryoshe.",kebabs,negative
"uburozi, ubwoko bwose bwo mu buseruko bwo hagati burakwira, isabuni na falafel, isupu, amafi, umuceri, imboga, imboga z'umuceri, ikintu c'umuceri, ikintu ca spinach, kebabs z'intama, baclava. ni vyiza cane, kandi vyose ntibiryoshe.",vyose,negative
"uburozi, ubwoko bwose bwo mu buseruko bwo hagati burakwira, isabuni na falafel, isupu, amafi, umuceri, imboga, imboga z'umuceri, ikintu c'umuceri, ikintu ca spinach, kebabs z'intama, baclava. ni vyiza cane, kandi vyose ntibiryoshe.",kebabs,negative
"uburozi, ubwoko bwose bwo mu buseruko bwo hagati burakwira, isabuni na falafel, isupu, amafi, umuceri, imboga, imboga z'umuceri, ikintu c'umuceri, ikintu ca spinach, kebabs z'intama, baclava. ni vyiza cane, kandi vyose ntibiryoshe.",ni,negative
"10 canke 20, ni nde vy'ukuri atahura?",canke,positive
10.10.2016 2016 10:24 14 14 14 14 14 14 16 14 14 14 14 14 14 14 14 14 14 14 20 20 201,16,positive
previous articleindya z'indobanure zanje ntizigera zironka aho zihera (mu gihe abantu bafungura nabi cane).,abantu,positive
"ivyo kurya si bibi kandi si bibi, ariko izina ry'umuntu rihambaye kuruta abandi bose muri manhattan riri hejuru yanje.",kurya,negative
"ntukwiye kuvuga ko ari vyiza cane, ariko ntuce ucika inkokora.",ntukwiye,positive
"mu vy'ukuri, ibifungurwa biracari vyiza, kandi ico gikorwa ntikiba cihuta, naho nyene kitazokwihuta.","vyiza,",negative
"mu vy'ukuri, ibifungurwa biracari bibi, ariko igikorwa kiranyaruka kandi kiranyaruka, naho akenshi usanga ari akazi kenshi.",ibifungurwa,negative
"si vyiza cane, nta n'umwe arindira, ariko aronka amahera menshi.",amahera,negative
"ni vyiza cane, ni vyiza cane, ariko urindiriye ko uronka amahera menshi.",urindiriye,negative
"abarundi barakunda cane, ariko iyo mvura ntiyavuye muri iyi si.",muri,negative
"abo ba dd barakunda cane, ariko iyo mvura ihise irava muri iyi si.",barakunda,negative
ni ikintu gihimbaye kandi gihimbaye cane n'ibifungurwa biryoshe mugabo biryoshe.,n'ibifungurwa,negative
ni ikintu gihimbaye kandi gihimbaye ku bifungurwa bidafise akamaro.,ni,negative
si ahantu heza ho kujana n'abagenzi.,ahantu,negative
"na cane mu vy'ukuri, ndatandukanye n'umushozi w'umushotsi",w'umushotsi,negative
10.10.2016 hahahahahahahahahahahahahaha,hahahahahahahahahahahahahaha,neutral
10.10.2016 hahahahahahahahahahahahahaha,hahahahahahahahahahahahahaha,negative
"nta n'umwe muri bo, nta n'umwe muri bo ahambaye, kandi nta n'umwe muri bo ahambaye cane, kandi nta n'umwe ahambaye.",ahambaye,negative
"nta n'umwe muri bo ahambaye, nta n'umwe muri bo ahambaye, ariko aronka amahera menshi.",amahera,negative
"imigabane, ihambaye kandi y'ubwitonzi, ariko ibiciro ni bibi cane.",ibiciro,negative
"ubushuhe buguma bususurutsa, ariko ni nk'ubwo.",ubushuhe,negative
umutugaro wacu yari ahambaye; ni vyiza cane kandi wipfuza cane.,umutugaro,positive
sasho wa sasho ni shika nai.,shika,positive
none - none - great.,none,positive
igiciro c'ibifungurwa ni ikiguzi.,igiciro,positive
igiciro c'ibifungurwa ni ikiguzi.,c'ibifungurwa,positive
"n'iyo umusuku atari mu nzu, ibifungurwa n'ibifungurwa ntibiri ku ntumbero.",umusuku,negative
"n'iyo umusuku atari mu nzu, ibifungurwa n'ibifungurwa ntibiri ku ntumbero.",ibifungurwa,negative
"kubera ko ndiko ndateka, nta kintu na rimwe ndya ku bifungurwa vyanje vyo mw'ihoteri.",kintu,neutral
tashika na mono wo sagashi te... 10.000 000 000 000 000 000 000 000 000 00 00 00 00 00 00 00 00 00 00,sagashi,negative
tashika na mono wo sagashi te... 10.000 000 000 000 000 000 000 000 000 00 00 00 00 00 00 00 00 00 00,sagashi,negative
tashika na mono wo sagashi te yuku kara... 10.000 000 000 000 000 000 000 000 000 00 00 00 00 00 00 00 00 00 00,sagashi,negative
tashika na mono wo sagashi te... 10.000 000 000 000 000 000 000 000 000 00 00 00 00 00 00 00 00 00 00,mono,negative
tashika na mono wo sagashi te... 10.000 000 000 000 000 000 000 000 000 00 00 00 00 00 00 00 00 00 00,sagashi,negative
muzoba mubabajwe n'amatora yose azoba kuri iyo barabara.,yose,negative
"si vyinshi cane, ariko ntibihagije ku buryo ata kintu kinini kiboneka.",buryo,negative
"ivyo kurya vyari biryoshe cane, ariko ibifungurwa twateka ntivyadutangaje.",kurya,negative
"indya zari nziza cane, ariko imfungurwa z'abateka zaradutangaje cane.",imfungurwa,negative
"ivyo kurya ntivyari biryoshe, ariko ibifungurwa vy'abateka vyadutangaje cane.",kurya,negative
"mu nyuma, umukuru w'igihugu yatubwiye ko dushobora gutanga ivyo twashaka vyose, ariko ico gihe ntitwoca tuja ku muduga n'uwudushavurira ku buryo twaciye tuja ahandi.",n'uwudushavurira,positive
ibifungurwa si vyiza kandi ntibiryoshe.,ibifungurwa,negative
"mu gihe uwo mugera waciye utangura kuvyimba, vyaciye bitangura kuyora, nta nkeka ko hari umuntu yafungura.",nta,positive
"iyo bahejeje kuvyiga, batanguye kuryoha, nta nkeka ko ari vyiza cane",vyiza,positive
"nahavuye nja kwa muganga, nca nja kwa muganga, ariko ubukuru bw'abo bantu buraca buduga.","muganga,",positive
"nahavuye nja kwa muganga, nca nja kwa muganga, ariko ubukuru bw'abo bantu buraca buduga.","muganga,",positive
sinababajwe cane n'ivyo bafungura n'ivyo bafungura.,cane,positive
sinababajwe cane n'ivyo bafungura n'ivyo bafungura.,n'ivyo,positive
"naragiye ku wa gatandatu, kandi nta n'umwe mu banywa amata y'ibifungurwa vy'indya z'ibifungurwa vy'indya z",ku,negative
eko no egai wa koko ni imasen ka.,no,negative
"vyongeye, ihonyabu n'iy'ikigongwe vyari vy'ukuri.",ihonyabu,negative
"nariye mu bibanza bitatu vyose kandi nama nkunda, nkunda imfungurwa, serivisi yama ari nziza ariko ibiciro ntibikunda.",ibiciro,negative
