sentences,aspects,polarities
"pizza suna da kyau ƙari ga abinci mai daɗi da kuma abinci mai muhimmanci, amma ba a yi amfani da bar da sauri, mai ba da bar yana da rashin hankali kuma jerin ruwan inabi yana sa baƙin ciki.",abinci,positive
"pizza suna da kyau ƙari ga abinci da kuma manyan abinci, amma ma'aikatan suna girman kai kuma suna yin hidima da sauri.",pizza,positive
"hakika, ka ɗanɗana calamari, kowane pasta, ko kuma steak entrée na sliced, amma hot dogs mugun ne kuma sosin ba shi da laushi sosai.",calamari,positive
"hakika, ka ɗanɗana calamari, kowane pasta, ko kuma steak entrée na sliced, amma ɗanɗano ba shi da wuya kuma hidima ta yi sanyin gwiwa.",pasta,positive
"hakika, ka ɗanɗana calamari, kowane pasta, ko kuma sliced steak entrée, amma ɗan gidan ba shi da kyau, hidima ba ta da kyau kuma masu sayar da abinci suna da baki mai ƙarfi.",steak,positive
"tun farko, ' yan'uwa masu aminci sun haɗu da mu, kuma wurin da ake saka mota a birnin chelsea piers ya sa ya yi mana sauƙi mu shiga jirgin, amma mai da abinci mai daɗi yana da girma, ƙaramin abinci ne kuma ɗan gidan ba shi da kyau.",wurin,positive
"tun farko, ma'aikatan aminci sun haɗu da mu, kuma wurin tashar mota mai ban sha'awa a chelsea piers ya sa ya yi mana sauƙi mu shiga jirgin, amma ɗan gidan ba shi da kyau kuma abinci ba shi da kyau.",ma'aikatan,positive
"sa'ad da muka yi jirgin ruwa, abinci mai kyau da nishaɗi na rayuwa sun sayar da mu a yammar da ba za mu manta da shi ba, amma cin abinci yana da ban sha'awa.",nishaɗi na rayuwa,positive
"sa'ad da muka tashi daga jirgin ruwa, abinci mai kyau da nishaɗi na rayuwa sun sayar da mu a yammar da ba za mu manta da shi ba, amma nauyin lobster na ƙerawa na ƙarya ne kuma jira ba shi da kyau.",abinci,positive
"a kowane lokaci da kuma a kowane lokaci da na sami kaina a unguwar zan je sushi rose don sushi mai shafaffu da kuma abinci mai kyau da kuɗin da ya dace, amma shan shanin duhu ne, manajan ba shi da kyau kuma masu ƙwaƙwalwa suna fushi.",amma,positive
"a kowane lokaci da na sami kaina a unguwar zan je sushi rose don sushi da kuma abinci mai kyau da kuɗin da ya dace, amma cin abinci yana da ban sha'awa.",kaina,positive
"a kowane lokaci da kuma a kowane lokaci da na sami kaina a unguwar, zan je sushi rose don sushi mai daɗi da kuma abinci mai kyau da kuɗin da ya dace, amma mai ƙwazo yana fushi, keki yana da tsawon tsawon lokaci kuma hidima tana da sauri.",sushi,positive
"suppi na ƙwaƙwalwa mai ban mamaki ne, amma ma'aurata biyu na disco pop mummunan ne kuma manajan rashin hankali ne.",suppi,positive
"ina cin abinci a nan a ranar jima kuma abincin yana da kyau, amma abinci yana da kyau, gas na waya yana da kyau kuma abincin yamma yana da kyau.",cin abinci,neutral
"na ci abinci a nan a ranar jima kuma abincin ya yi kyau, amma hidima tana da ban sha'awa, hidima tana da ban sha'awa kuma masu sauraro suna da baki mai ƙarfi.",abinci,positive
"bayan cin abinci, na ji waƙa tana buga kuma na gano cewa akwai ɗakin kula a ƙasa, amma zaɓan bira yana da kyau, abinci mai kyau ne kuma ina ɗanɗana pizza da yashi mai soy.",waƙa,neutral
"bayan cin abinci, na ji waƙa tana buga kuma na gano cewa akwai ɗakin kula a ƙasa, amma hot dogs ne mafi kyau, teburori suna kusa da juna kuma cin abinci yana da ban sha'awa.",cin abinci,neutral
"bayan cin abinci, na ji waƙa tana buga kuma na gano cewa akwai ɗakin kula a ƙasa, amma yanayin yana da kyau kuma hidima tana da kyau.",ɗakin,neutral
"abin da ake ci yana da kyau, ana amfani da shi da sauri, kuma kuɗin ya dace sosai, amma keki na dukiya ƙarya ne.",amfani,positive
"abin da ake ci yana da kyau, ana amfani da shi nan da nan, kuma kuɗin ya dace sosai. amma abinci yana da ban sha'awa.",kuɗin,positive
"abin da ake ci yana da kyau, ana amfani da shi nan da nan, kuma kuɗin ya dace sosai. , amma ma'aurata na disco pop suna da ban sha'awa, masu ƙwazo suna fushi kuma haske ba shi da kyau.",abin,positive
"pasta primavera ma ya fi kyau, da ciyawa da yawa, amma mai ƙwaƙwalwa mai rashin hankali ne, ma'aurata na disco pop suna da ban sha'awa kuma masu ƙwaƙwalwa ba su da kyau.",ciyawa,positive
"pasta primavera yana da kyau kuma, ciyawa da yawa, amma ba a yi amfani da shi da sauri, nauyin lobster na ƙerawa yana da ƙarfi kuma ɗakin ba shi da wuya.",pasta primavera,positive
"abin baƙin ciki, da tikitinmu na nuna, ba mu da lokaci mu ɗanɗana kowane abinci na ƙwai, amma mai da pizza yana da lafiya, abinci mai daɗi ne kuma abinci mai girma ne.",abinci,neutral
"idan kana kusa, ka tsaya don cin abinci mai kyau, amma ma'aikatan jira ba su san abin da ake yi ba kuma hidima ta yi baƙin ciki.",cin abinci,positive
"za ka taɓa gaskata cewa idan ka yi gunaguni fiye da sa'a guda ka jira, sa'ad da suka gaya maka cewa zai ɗauki minti 20 zuwa 30, manajan ya gaya wa mai ba da barin ya zuba abin da ka biya? ko da yake ravioli na cheese na korantiyawa da manshi mai daɗi ne kawai...",jira,negative
"za ka taɓa gaskata cewa idan ka yi gunaguni game da jira fiye da sa'a guda, sa'ad da suka gaya maka cewa zai ɗauki minti 20 zuwa 30, manajan ya gaya wa mai barin ya zuba shan giya da ka biya, amma abinci mai kyau ne kuma sanyi na tsokolai yana da tsanani sosai.",bar,neutral
"za ka taɓa gaskata cewa idan ka yi gunaguni game da jira fiye da sa'a ɗaya, sa'ad da suka gaya maka cewa zai ɗauki minti 20 zuwa 30, shugaban ya gaya wa mai barin ya zuba shan giya da ka biya, amma waitstaff yana da aminci.",mai,negative
"za ka taɓa gaskata cewa idan ka yi gunaguni game da jira fiye da sa'a guda, sa'ad da suka gaya maka cewa zai ɗauki minti 20-30, manajan ya gaya wa mai barin ya zuba shan giya da ka biya, amma salad na eggplant yana da kyau, abinci mai kyau ne kuma french fries - da dalmatia dip yana da ban sha'awa.",shan giya,neutral
"hakan ya faru ne domin wani mai kula da abinci marar kyau da kuma mai ba da bar mai rashin adalci da ya sa muka jira minti 20 don shan giya, sai ya gaya mana mu yi sanyi, amma abinci mai kyau ne, abincin da ake ci ba shi da kuɗi kuma abin da ake ci da kyau shi ne alfredo mai ban mamaki.",mai,negative
"hakan ya faru ne domin wani manajan da ba shi da kyau da kuma mai ba da barin da ya sa mu jira minti 20 don shan giya, sai ya gaya mana mu yi sanyi, amma hidima tana da kyau.",bar,negative
"hakan ya faru ne domin wani mai kula da abinci marar kyau da kuma mai ba da barin da ya sa muka jira minti 20 don shan giya, sai ya gaya mana mu yi sanyi, amma abinci yana da zafi kuma cin abinci yana da kyau.",jira,negative
"hakan ya faru ne domin wani manajan da ba shi da kyau da kuma mai ba da bar mai rashin hankali da ya sa muka jira minti 20 don shan giya, sai ya gaya mana mu yi sanyi, amma ma'aikatan sun san abin da ake yi.",shan giya,neutral
"kada ka taɓa damu - shan giya ya yi mummunan sakamako, amma mutanen da suke aiki a wurin ne suka sa wannan ya zama abin sha'awa mafi muni a cin abinci; yanayin yana da kyau sosai.",shan giya,negative
"kada ka taɓa damu - shan giya ya yi mummunan sakamako, amma mutanen da suke aiki a wurin ne suka sa wannan ya zama abin sha'awa mafi muni a cin abinci; bayarwa yana da sauri kuma yanayin yana da kyau.",cin abinci,negative
"kada ka taɓa damu - shan giya ya yi mummunan sakamako, amma mutanen da suke aiki a wurin ne suka sa wannan ya zama abin sha'awa mafi muni a cin abinci; french fries - da dalmatia dip yana da ban sha'awa, rolls da ƙanƙara yana da kyau kuma tamani mai girma ne.",mutane,negative
"dukan wanda yake aiki a wurin (mai ba da abinci, mai ba da bar, mai ba da abinci) yana da taimako, amma abinci mai ban sha'awa ne.",wanda,positive
"dukan waɗanda suke aiki a wurin (mai ba da abinci, mai ba da bar, masu hidima) suna da taimako sosai, amma biyan biyan biyan",bar,positive
"dukan waɗanda suke aiki a wurin (mai ba da abinci, mai ba da bar, masu hidima) suna da taimako sosai, amma biyan",dukan,positive
"kuma abincin yana da ban sha'awa, amma hidima ba ta da sauƙi.",abinci,positive
"abin da ake so ya haɗa da: spinach spinach gnocchi da ɗan rago, amma ɗan",ɗan rago,positive
"abin da ake so ya haɗa da: spinach spinach gnocchi da ɗan rago, amma a cikin gida akwai tsawon lokaci kuma abinci yana da ban sha'awa.",gnocchi,positive
"rabin daji da ke da dutse na ƙwaya da kuma ƙwaya da tsada $6.25, amma abinci yana da farin ciki kuma abincin da ake ci a tekun madarunta ba shi da kuɗi.",abinci,neutral
"rabin daji da ke da dutse na ƙwaya da kuma ƙwaya da tsada $6.25, amma kuɗin ya dace, itatuwa suna da kyau kuma burger mai laushi ne.",na,neutral
"rabin daji da ke da dutse na ƙwaya da kuma ƙwaya da tsada $6.25, abincin yana da kyau, ma'aikatan suna da aminci kuma suna ɗanɗana sorbet na mai da shi.","kyau,",neutral
"hidimar tana da kyau kuma koyaushe tana da kyau ba tare da iska ba, amma abinci ƙaramin ne, cin abinci yana da ban sha'awa kuma cin abinci mafi muni ne.",abinci,positive
"hakika, zan koma - idan na ci wasu cikin waɗannan martinis da ba su dace ba a kan tafiyar, amma abinci ya yi sanyin gwiwa.",martinis,positive
"rashin ac da kuma gaskiyar cewa akwai jiki miliyan (ko da yake kowa yana da ladabi kuma babu wanda yake matsa) ɗan lokaci ne; ma'aikata suna da ilimi, abinci yana da kyau kuma sushi yana da daɗi.",ac,negative
"amma, akwai wani abu mai kyau game da kasancewa a waje, a lambu mai kyau, jin daɗin shan giya da ke sa zuwa wannan wuri ya kasance da amfani, amma ban - tsoro ne.",wuri,positive
"amma, akwai wani abu mai kyau game da kasancewa a waje, a lambu mai kyau, jin daɗin shan giya da ke sa zuwa wannan wurin ya kasance da amfani, amma hidima ba ta da kyau kuma abincin ba shi da yawa.",a waje,positive
"amma, akwai wani abu mai kyau game da kasancewa a waje, a lambu mai kyau, jin daɗin shan giya da ke sa zuwa wannan wurin ya kasance da amfani, amma teburori suna kusa da juna kuma hidima tana da sauri.",giya,positive
"ban je wurin don cin abinci ba, saboda haka, ba zan iya yin kalami ba, amma abincin yana da kyau.",abinci,neutral
"con shi ne aikin bar da ake yi da sauri, amma gua amirka da aka yi a gida yana da ban mamaki, french fries - da dalmatia dip yana da ban sha'awa kuma hamburger mai laushi ne.",bar,negative
"ni da abokina muna daina shan pizza kafin mu je gidan fim na kips bay, amma abincin ƙaramin abinci ne kuma abinci mai kyau ne.",pizza,neutral
"muna jin daɗin pizza koyaushe, amma ma'aikatan suna da aminci, hidima tana da sauri sosai kuma cin abinci yana da ban sha'awa.",pizza,positive
"hidimar tana da kyau, amma teburori suna kusa da juna kuma sushi ya fi girma.",sushi,positive
"ƙarya biyu- zaɓensu na abinci mai ɗanɗano, zai yi kyau a samu wasu ɗan sanda a cikin abincin, amma shan shanin yana da kyau kuma abinci yana da kyau.",cikin,neutral
"ƙarya biyu- zaɓensu na abinci mai ɗanɗano, zai yi kyau a samu wasu ɗan sanda a cikin abincin, amma zaɓan abinci yana da kyau.",abinci,negative
"ƙarya biyu- zaɓensu na abinci mai ɗanɗano, zai yi kyau a samu wasu ɗan sanda a cikin abincin, amma abinci mai kyau ne kuma abincin rana yana da lafiya.",abincin,negative
"haske da ba shi da kyau ya sa na so in yi gag, abincin yana da tsada sosai, akwai ma'aurata biyu masu ban sha'awa na disco pop da suke yin aiki-da kuma escargot na kamar zai iya tafiya daga sashen, amma hidima mai kyau ce kuma abinci na musamman na pasta yana da ban mamaki.",disco,negative
"haske da ba shi da kyau ya sa na so in yi fushi, abincin ya yi tsada sosai, akwai ma'aurata biyu masu ban sha'awa da suke yin waƙar disco pop-waɗanda nake yi-da kuma escargot na kamar zai iya tafiya daga sashen, amma abinci mai kyau ne.",haske,negative
"haske da ba shi da kyau ya sa na so in yi gag, abincin yana da tsada sosai, akwai ma'aurata biyu masu ban sha'awa na disco pop da suke yin aiki-da kuma escargot na kamar zai iya tafiya daga sashen, amma abinci mai kyau ne kuma wurin cin abinci a waje ƙaramin ne.",daga,negative
"haske da ba shi da kyau ya sa na so in yi gag, abincin ya fi tsada, akwai ma'aurata biyu masu ban sha'awa na disco pop da suke yin aiki-da kuma escargot na kamar zai iya tafiya daga sashen, amma hidima mai kyau ce, calamari mai cin nasara ne kuma sashensa babba ne.",abinci,negative
"ban taɓa aika mini abinci ba a dā, amma na yi hakan, kuma mai ɗan ziyara ya yi mini jayayya game da wannan. ko da yake zaɓen yana da girma.",abinci,negative
"ban taɓa aika mini abinci ba a dā, amma na yi hakan, kuma mai ɗan ziyara ya yi mini jayayya game da wannan. ina gwada gratin na potato.",abinci,negative
"hidimar tana da kyau, sufi na koyaushe yana da kyau kuma yana da zafi, amma shan shanin duhu ne kuma cin abinci yana da tsada.",abinci,positive
"hidimar tana da kyau, koyaushe sufi na yana da kyau kuma yana da zafi, amma wuri yana da laushi kuma cin abinci yana da muni sosai.",abinci,positive
"kunyata kaɗai ita ce keki na albarka - ban taɓa samun kuki na annabta mugun albarka ba kafin na ziyarci kar, amma abinci mai kyau ne, ambiance yana da sauƙi kuma pizza ta fi kyau.",kuki,negative
"ƙarya na kaɗai ita ce kuki na dukiya - ban taɓa samun kuki na annabta mugun albarka ba kafin na ziyarci kar, amma ado mai kyau ne.",kuki,negative
"wani abu ne da zan iya kallon, amma pizza shi ne abin da nake so; abinci ba shi da sauƙi, keki ba shi da kyau a tsaya a waje kuma girmansa yana da yawa.",pizza,positive
"sosin yana da laushi kuma yana da laushi kuma ƙarfin yana da kyau kuma yana da laushi, amma girmarsa tana da yawa.",da,positive
"sosin yana da laushi kuma yana da laushi kuma ƙarfin yana da kyau kuma yana da laushi, amma masu sayar da bar suna da ban sha'awa kuma teburori suna kusa da juna.",sosin,positive
"hakazalika idan kana son ƙanƙara ko kuma manyan ƙanƙara to nick da joe's wataƙila ba za ka so ba, amma hidima tana da ban sha'awa kuma salad na caesar yana da kyau.",wataƙila,negative
"hakazalika idan kana son ƙanƙara ko kuma manyan ƙanƙara to nick da joe's wataƙila ba za ka so ba, amma yin tafiya da ƙanƙara yana da kyau.",son,negative
"zaɓan abinci yana da kyau (ba na saba da zaɓe da yawa a kan manta), kuma yanayin yana da kyau, amma mai kula da abinci mai rashin hankali ne kuma sausage na italiya mai laushi na fennel yana da nauyi.",yana,positive
"zaɓan abinci yana da kyau (ba na saba da zaɓe da yawa a kan manta), kuma yanayin yana da kyau, amma hidima ita ce mafi muni kuma kuɗin ba ya da amfani.",abinci,positive
"abin da ake ci, wanda yake canjawa a kowane lokaci, yana nuna tasiri na yankin da na ƙasashe, amma cin abinci yana da ban sha'awa kuma abincin ba shi da tsada.",abincin,neutral
"ina son little pie company kamar kowane mutum da ya rubuta kalamai, amma dole ne ya hana kowa ziyartar grand central wuri domin hidima ta rude daga mutane biyu na sayarwa; sabis yana da kyau.",mutane,negative
"ina son little pie company kamar kowane mutum da ya rubuta kalamai, amma dole ne ya hana kowa ziyartar grand central wuri domin hidima ta rude daga mutane biyu na sayarwa; rolls tare da crab yana da kyau.",company,negative
"bayan na biya kuɗin da na sayi, na lura cewa ba su ba ni kayayyaki don in ci wai na, amma ruwan inabin yana da kyau kuma wurin yana da kyau.",biya,neutral
"bayan na biya kuɗin da na sayi, na lura cewa ba su ba ni kayan da za su sa ni cin pie na ba, amma salad mai laushi ne kuma abinci mai kyau ne.",kayan,neutral
"sai na ɗauki wani mutum na uku don ya yi amfani da garƙa... saboda haka yanzu ya yi maraba da little rude pie company, amma abincin shimi ƙauna ce.",amfani,neutral
sai na ɗauki wani mutum na uku don ya yi amfani da garƙa... saboda haka yanzu ya yi maraba da little rude pie company: amma sushi ya fi kyau kuma salad mai laushi ne.,na,neutral
"abin da ake ci yana da kyau sosai, kuma ado mai kyau ne, amma abincin da ake ci ya fi tsawon",ado,positive
"abin da ake ci yana da kyau sosai, kuma ado mai kyau ne, amma mai ɗan",abin,positive
"amma, wannan hidimar tana da ƙarfi ko biyu a ƙarƙashin kwanciyar abinci (ma'aikatan bar masu ban sha'awa), kuma yawancin masu sauraron, yawancinsu, masu tafiya ne masu ƙarfi, masu baki mai ƙarfi (wannan zai iya bayyana mugun halin ma'aikatan) da ake saka don wasan ac/dc ko kuma wasan knicks, amma abin sha mai kyau ne.",wannan,negative
"amma, wannan hidimar tana da ƙarfi ko biyu a ƙarƙashin kwanciyar abinci (ma'aikatan bar masu ban sha'awa), kuma yawancin masu sauraron, yawancinsu, masu tafiya ne masu ƙarfi, masu baki mai ƙarfi (wannan zai iya bayyana mugun halin ma'aikatan) da ake saka don wasan ac/dc ko kuma wasan knicks, amma yin hakan yana da sauƙi.",bar,negative
"amma, hidima tana da ƙarfi ko biyu a ƙarƙashin kwatancin abinci (mai ba'a mai ban sha'awa), kuma masu sauƙin, yawancinsu, masu tafiya masu ƙarfi ne, masu baki mai ƙarfi (wannan zai iya bayyana mugun halin ma'aikatan) da ake saka don wasan ac/dc ko wasan knicks, amma sosin ba mai laushi sosai ba ne, abinci mai cin abinci ne kuma ana tsada sosai.",abinci,positive
"amma, wannan hidimar tana ƙarƙashin kwanciyar abinci (ma'aikatan bar masu ban sha'awa), kuma yawancin masu sayar da abinci, yawancinsu, masu tafiya ne masu ƙarfi, masu baki mai ƙarfi (wannan zai iya bayyana mugun halin ma'aikatan) da ake saka don wasan ac/dc ko kuma wasan knicks, amma abinci mai kyau ne.",ma'aikatan),negative
"amma, wannan hidimar tana da ƙarfi ko biyu a ƙarƙashin kwanciyar abinci (ma'aikatan bar masu ban sha'awa), kuma yawancin masu sayar da abinci, yawancinsu, masu tafiya ne masu ƙarfi, masu baki mai ƙarfi (wannan zai iya bayyana mugun halin ma'aikatan) da ake saka don wasan ac/dc ko kuma wasan knicks, amma masu mulkin suna da kyau kuma salad (avocado shrimp) yana da kyau.",ma'aikata,negative
"yellowfin tuna and calf's liver ne abin da nake so, amma manajan ba shi da alheri kuma haske ba shi da kyau.",yellowfin tuna,positive
"yellowfin tuna and calf's liver ne abin da nake so, amma wurin yana da sauƙi, mai ɗan",calf's,positive
"na yi aiki na masu yin shari'a, na hau kekena zuwa centre street a lokacin hutu na yamma kuma na ga wannan ƙaramin wuri mai girma da taco na ban sha'awa na shan",hutu,positive
"na yi aiki a wurin masu yin shari'a, na hau kekena zuwa centre street sa'ad da nake hutu na ɗan rana kuma na ga wannan ƙaramin wuri da taco na ban sha'awa na shan",wurin,positive
"na yi aiki na masu yin shari'a, na hau kekena zuwa centre street a lokacin hutu na yamma kuma na ga wannan ƙaramin wuri mai girma da taco na ban sha'awa na shan",taco,positive
"an tabbata da sabonta, daga carinthia cheese ravioli mai sauƙi da manshi na daji zuwa sturgeon da aka saka da caviar, da aka daidaita da sosin spinach-vodka mai tsawo mai tsawo, amma abincin rana iko ne, kuɗin ba ya da amfani kuma kuki na dukiya ƙarya ne.","caviar,",positive
"an tabbata da sabon abu, daga carinthia cheese ravioli mai sauƙi da manshi na daji zuwa sturgeon da aka saka da caviar, da aka daidaita da sosin spinach-vodka mai tsawo mai tsawo, amma aikin bar ba shi da sauƙi.",spinach-vodka,positive
"an tabbata da sabon abu, daga carinthia cheese ravioli da manshi har da ƙanƙara da aka saka da caviar, da aka daidaita da sosin spinach-vodka mai tsawo mai tsawo, amma sashen ƙaramin ne.",carinthia,positive
"abin da ake ci yana ɗauke da abinci na lokacin, kamar mai daɗi mai daɗi, amma kuɗin yana da kyau kuma masu biya ba su da kyau.",daɗi,neutral
"abin da ake ci yana ɗauke da zaɓe na lokacin, kamar mai daɗi na alkama-foie gras brulee, amma ambiance yana da kyau, abinci ba shi da sauƙi kuma ɗanɗano ba shi da sauƙi.",zaɓe,neutral
"wannan gidan abinci na italiya/faransa ba shi da kyau, amma sayar da abinci yana da tsada sosai kuma cin abinci yana da iko sosai.",abinci,positive
"foie gras mai daɗi ne kuma mai daɗi, amma masu sayar da bar suna da ban sha'awa.",foie gras,positive
"gf's duck confitte yana da ƙarfi sosai, ko da yake ban da ƙaramin tushe na ƙaulin; abin da ake ci ya fi kyau kuma abinci yana da kyau.",duck confitte,positive
"ma'aikatan jira suna da aminci sosai, idan ba ka da rashin hankali ko kuma mai zalunci....... abincinmu a leon a ƙarshen mako na baya ya yi daɗi - amma sufi na ƙasa ba shi da sauƙi.",ma'aikatan,positive
"ma'aikatan jira suna da aminci sosai, idan ba ka da rashin hankali ko kuma mai zalunci....... abincinmu a leon a ƙarshen mako na baya ya yi kyau - amma hidima ba ta da kyau, hidima tana da ban sha'awa kuma hidima tana da sauri.",abincinmu,positive
"ina shawarwarin kowane abincin salmon da suke yi, amma ba su da hankali, teburori suna kusa da juna kuma kuɗin yana da tsada sosai.",salmon,positive
"a'a, buƙatar abinci ta fi ƙarfin nan. ina ɗanɗana gurasa da aka yi a gida.",abinci,negative
"a'a, buƙatar abinci ta fi ƙarfin nan. kujera ba ta da sauƙi kuma sosin ba shi da laushi sosai.",abinci,positive
"ma'aikata biyu suna kama da suna shan lemu, amma bar yana da kyau kuma halin kirki ne.",biyu,negative
"da a ce ana ba da abinci da kyau, da a ce a yi amfani da su a hanyar da ba a sani ba kuma sushi yana da kyau.",amfani,negative
"a lokacin da ake yawan cin abinci, ana yawan mutane a gidan abinci kuma teburori suna kusa da juna, amma yanayin cin abinci yana da kyau.",teburori,negative
"idan kana nan a matsayin abinci kafin nuna, ka shiga cikin mota kuma ka ɗauki ƙarin minti goma ka je wurin. abin da ya fi kyau a nan shi ne waƙar gosh.",abinci,neutral
"dukan abu ne kawai... abinci, yanayi... mai kula mai alheri da mai alheri, amma hidima ta bar tana da sauri kuma waƙa tana da nauyi.",ta,positive
"dukan abu ne kawai... abinci, yanayi... mai alheri da kuma mai alheri, amma kuɗin ya yi yawa, masu biya ba su da kyau kuma ɗanɗano ba shi da sauƙi.",su,positive
"dukan abu ne kawai... abinci, yanayi... mai hidima mai alheri da kuma mai alheri, amma mai ba da bar mai rashin hankali ne kuma hidima ba ta da kyau.",abinci,positive
"yanayin yana da kyau, ɗan ƙarfi amma har ila mai kyau da kuma mai son kai; kifi yana da tsawon",yanayin,positive
"amma, da yake muna cin abinci, mun yi baƙin ciki sosai da abincin, amma waitstaff yana da kyau kuma ina ɗanɗana sorbet na mai da",abinci,negative
"ina shawarwarin kifi mai baƙi da aka ƙonawa, shi ne abinci mafi kyau na yamma, amma manajan abinci ne mai rashin hankali kuma abinci ba shi da tsawon",kifi,positive
"ina shawarwarin kifi mai baƙi da aka ƙonawa, shi ne abinci mafi kyau na yamma, amma girmarsa tana da yawa kuma masu ba da abinci suna fushi.",na,positive
"ina da creole mai laushi, amma sushi ya fi girma, filet minor ba shi da kyau sosai kuma mai kula da shi ba shi da kyau.",creole,positive
"idin da ake cin da ƙanƙara yana da kyau sosai, amma cin abinci yana da tsada sosai.",abinci,positive
"a'a, buƙatar abinci ta fi ƙarfin nan. ɗanɗano ba shi da sauƙi, sayar tana da tsada sosai kuma abincin yana da wuya.",abinci,positive
"wurin yana da al'ada, amma ina gwada siki, kuɗin yana da kyau kuma tuna yana da kyau.",wurin,neutral
