sentences,aspects,polarities
"Na sanza ya zomi na moko ordinatere na ngai ebebaki mobimba mpe courant elingaki te nsima ya kokanga update ya Windows, nasengelaki kosala ete HD na ngai engɛnga mpe nabungisa MAKAMBO nyonso na yango, ata mpe badevuare na ngai ya kelasi mpe bafoto ya kosilika oyo ezalaki kaka na format ya digito mpe makambo mosusu mingi, ntango batiaki update oyo mpona ntina moko boye nazalaki kokoka te kozongisa bakumbi mituka mpe biloko nyonso na ezalela ya liboso ya kosala mpo ntango babongisaki yango Balongolaki histoire na ngai.",update ya Windows,neutral
"Iwe unogona kuwana maLaptop akawanda ane kushanda kwakafanana uye kunyange zviri nani nemutengo wakaderera, asi iwe haugone kuwana kutarisa, nyore, mafomu, uye ruzivo muMac.",Zvikumbiro,positive
"Dit is nie 'n slytasieprobleem nie, nie as gevolg van sorgeloosheid van gebruikers nie, en die belangrikste is dat hulle NIE kan waarborg dat die probleem opgelos sal word as dit vir diens gestuur word nie en ek moet die uitkoms aanvaar.",Diens,negative
Èmi náà kò fẹ́ràn ariwo tí ó ṣe tàbí bí ìsàlẹ̀ ẹ̀rọ kọ̀m̀pútà náà ṣe máa gbóná gidi gan-an.,ariwo,negative
"Sida muuqata si fiican u-dhisay iyo qurux badan in la eego, i5 MacBook Pro ku waa isku darka ah guuleystay ee qiimaha iyo waxqabadka.",qiimaha,positive
Amakhalanso ndi moyo wautali wautumiki kuposa makompyuta ena (Ndili ndi abwenzi angapo omwe amagwiritsabe ntchito ma Apple PowerBooks akale).,moyo wautumiki,positive
Ithengisa ngokufanayo ne-netbook ngaphandle kokudela usayizi.,ubungako,positive
"Sinovuga ko iyo mvura igwa ari nyinshi cane, ariko n'aho novuga ko ari iy'igiciro kinini c'igitoro, kuko ari iy'igiciro kinini c'igitoro.",Hot Sink None,negative
"Hari porogaramu nyinshi zo gukoresha ishuri cyangwa ibiro (Pages, Numbers, Keynote, n'ibindi), umuziki (Garageband), gucunga amafoto (Photo Booth, iPhoto), guhindura videwo cyangwa gukora filime (iMovie), n'ibindi.",Image by Booth,neutral
Jewe nibaza ko iyo ndiko ndayifatamwo neza kuko rimwe na rimwe iyo migamwe ya plastike izoba yacitse.,Plastik Swimwear,negative
"Oh mpe eza na maloba mpe biloko mosusu kasi eza verion ya komeka yango wana nsima ya pene ya sanza moko to koleka ntango ozokende kofungola yango ezosenga fungola ya biloko oyo eyaki te na ordinatere mpe ata nsima ya kofina kolongola yango ekopesa yo nzela ya kosalela yango ata moke nasalelaka processer ya liloba ya kala, oyo esalaka malamu.",Mobongisi ya liloba,positive
"Go na le mananeo a le mmalwa a tiriso ya sekolo kgotsa ofisi (Pages, Numbers, Keynote, etc.), mmino (Garageband), taolo ya dinepe (Photo Booth, iPhoto), go rulaganya dibidio kgotsa go dira difilimi (iMovie), jj.",Video-editing go go,neutral
"Awọn ohun akọkọ, Macbook pro ni ọpọlọpọ awọn ohun elo lati jẹ ki igbesi aye rọrun, ko dabi awọn kọnputa windows.",Windows,negative
Mutanen da ke wurin sun canja mini a wurin kuma na samu sabon ɗan hannu kuma ba su nemi wasiƙar ba.,hannun yanki,positive
"Batar ba ta taɓa yin amfani da shi fiye da sa'a ɗaya ba kuma a cikin wata biyu, ta daina tsare shi na fiye da minti goma.",ce,negative
"Die materiaal wat saam met die rekenaar gekom het, het nêrens die regte # ingesluit nie.",Materiaal,negative
Tuƙi sun sake gyara amma sabonta BIOS ya sa na'urar ta yi sanyi kuma kwamfutar ta rufe.,Cikakken BIOS,negative
Gukoresha umugozi w'umugozi w'umugozi w'umugozi,Wireless Wireless None None,positive
"Ndinoda doko apo ini ndinogona kungodonhedza faira pamusoro peimwe purogiramu, uye purogiramu ichangozarura iyo faira.",purogiramu,positive
"Zvichida izvi zvine chokuita nehutachiona, zvichida kwete, asi kombiyuta yakavharira kakawanda, uye pazviitiko zviviri, chidzitiro chakangoenda dema.",skrini,negative
Zidakali zokongola ndipo zimakhala ndi mtundu wabwino wobereka kuposa momwe ndingayembekezere kuchokera ku buku lolemba.,kubereka kwa mtundu,positive
Waaliwo obuzibu obutonotono okukola okusenguka kubanga enkola ya waya ya firewire tesobola kukozesebwa na iBook.,firewire cable system,negative
"Si ukugabanya umuvuduko kuri internet, ahubwo muri rusange ni ukugabanya umuvuduko.",Intan Intan,negative
(Ibook backup nayo ikoresha umuriro w'umuriro).,Bye Bye IBook Backup,neutral
"Bishii November my computer qalalan oo dhan oo ma awoodi doono on ka dib markii cusbooneysiiyay Windows a update, waxaan ku qasbanahay in aan HD flashed oo badiyay EVERYTHING on, oo ay ku jiraan shaqooyinka aan dugsiga iyo sawirada aan la soo koobi karin oo kaliya qaab digital iyo dhowr waxyaabo kale, marka update this la rakibay sababo qaar ka mid ah waxaan awoodi waayay in dib u rogo darawallada iyo wax walba si ay u xaalad shaqo hore sababtoo ah marka update la rakibay waxaa taariikhdeyda tirtirtay.",Update Windows,neutral
"Àwọn ìsopọ̀ kọ́kọ́rọ́ gba díẹ̀ láti mọ́, ṣùgbọ́n wọ́n ti nífẹ̀ẹ́ Macbook Pro.",key bindings,negative
Girma daidai da nauyin da za a iya amfani da shi.,nauyi,positive
"Nkunda ubunini, keyboard, imikorere.",size image size,positive
Apple kutarisirwa kwaisanganisira.,Apple kutarisirwa,neutral
"Kompyuta imayenda mofulumira kwambiri popanda mavuto ndipo mapulogalamu a iLife omwe amabwera nawo (iPhoto, iMovie, iWeb, iTunes, GarageBand) onse amathandiza kwambiri komanso.",iWeb,positive
  የቴክኖሎጂ ድጋፍ ለማግኘት አንድን ሕያው ሰው ስልክ ቁጥር የትም ቦታ ማግኘት ስላልቻልኩ በኢንተርኔት አማካኝነት መነጋገር ነበረብኝ።,የቴክኖሎጂ ድጋፍ,negative
(Akukho ngxaki ngoku-odola okanye ukuthunyelwa ngendlela.,ukuthunyelwa,positive
"Icyakora, ikarita y'amajwi ni mike.",Bye Bye Sound Card,negative
Nyuma yaje kwishyura amafaranga menshi kandi umusimbura yakoze mu gihe kitageze ku mezi atatu.,Bye bye charge,negative
  Lẹ́yìn tí warrenty parí ẹ̀rọ líle náà burú àti pé yóò ti ná wọn lówó púpọ̀ láti tún un ṣe nígbà náà láti rọ́pò.,warrenty,neutral
Waxaan wacay xarumahoodii dayactirka lagu dayactiray sida la sheegay inay sanduuq cusub iigu soo dirayaan si aanu kumbuyuutarka ugu celinno xarunta dayactirka lagu sameeyo.,dayactirka depot,neutral
"Biloko mosusu ezali ya boninga te ( pinɛ́ ya volume, lolenge ya lolaka, mpe bongo na bongo.",Quality Mabongi,negative
Markii aan wacay Sony adeegga macaamiisha wuxuu ahaa mid aad u weyn.,Adeegga Macaamiisha,positive
"ፕሮፌሰሩ ታላቅ ምርት ነው, የ 13 ኢንች ሞዴሎች ከ Intel i processors ጋር ቢመጡ እና ይበልጥ ምቹ ጠርዝ (ጠርዞቹ እጄን ይጎዳሉ).",ጠርዞች,negative
Eteni oyo nalingaka mingi na ordinatere oyo eza ete eza na libongo ya vga mpo nakoka kosangisa yango na ecran ya monene.,ecran,neutral
Ubomi bebhetri obude bekuya kuba bukhulu - kodwa budibana nayo i-spec ngokulula.,ubomi bebhetri,conflict
"In elk geval, ek het dit twee maande gelede gekoop en toe ek dit die eerste keer huis toe gebring het, het dit my aanhoudend 'n boodskap gegee oor 'n vibrasie in die hardeskyf en dit plaas dit tydelik in stoorsone.",Hardeskyf,negative
"Ek het natuurlik 'n waarborg van 3 jaar gekoop, so ek het dit ingestuur om vervang te word en (amper 2 maande later) is die dv4 wat ek as plaasvervanger gestuur het.",3 jaar waarborg,neutral
"Kọ̀m̀pútà alágbèéká wà ní ipò tuntun ó sì ń ṣiṣẹ́, ṣùgbọ́n fún ìṣòro ohùn nígbà tí 1st rán an fún àtúnṣe.",ohun afetigbọ,negative
"Na ongeveer 4 maande het die laaier opgehou werk, so ek moes noodgedwonge nuwe hardeware koop net om hierdie rekenaar aan die gang te hou.",Apparatuur,negative
Toshiba e ne e na le lefelo le legolo le le thata le le thata la go kgweetsa.,Go Hard Drive Space Go,positive
Byari byoroshye kandi byoroshye kugenda.,Bye bye navigate,positive
"Na nsima moto ya teknoloji alobaki ete esika ya misala esalaka 1-to-1 exchange te mpe nasengeli kolakisa komitungisa na ngai na ekipe ya ""koteka"", oyo eza butik ya koteka oyo nasombaki netbook na ngai.",Esika ya mosala,negative
Ban taɓa samun matsala ba game da daina roƙon ko kuma yin sanyi.,aikace-aikace,positive
Ị nwere ike ịkpọ HP ma ha chọrọ ka ị zụta ngwanrọ ndị ọzọ iji dozie ya.,software,neutral
"Dibini di na le diopedi, mme khomputara e na le thekero e e siameng, e e siametseng ba ba simololang le baopedi mo maemong a magareng.",garageband bone,neutral
I-Peformance inhle ngentengo.,Peformance,positive
Disk lile - Awọn ẹda tuntun n fun ọ ni aaye disk lile diẹ sii (500GB dipo 320GB) ṣugbọn akoko ti kọ mi lati ma gbẹkẹle disk lile inu.,Hard disk,neutral
"Ke lefa bakeng sa memori e eketsehileng le skrine ea lisenthimithara tse 17, hammoho le bokaholimo ba DVD le li-burners tsa CD.",Li-Burners tsa CD,positive
"Emonani kitoko, kasi eza na lolenge ya nsɔmɔ ya ntalo moke.",omiyoka,negative
"Features sida Dashboard ah (kuu ogolaanaya in aad si aad u eegto qalab inta badan loo isticmaalo sida xisaabiye ah, saadaasha cimilada, jeer filim, kalandarka, post computer ay iwm",Astaamaha,neutral
"Le fa go ntse jalo, le fa e ne e le legora la Snow Leopard, 2.4 GHz C2D ke cpu e e kgatlhanong le CPU mme ka jalo ka nako e le nngwe e e tla tlhagang fa o tsamaisa dikopo tsa Office Mac tse di jaaka Word kgotsa Excel.",Excel kwa,negative
"  Sidoo kale, waxaan dhibaato badan ku qabay furaha isbedelka si aan u tago khadadka kale.",key shil,negative
"IYO qaybta ugu fiican waa in ay xitaa la yimaado printer a free (marka ay leeyihiin dhiirrigelin / dalab gaar ah socda, dabcan)!",kaftans,positive
Iprosesa iyashesha kakhulu futhi iyasebenza njengoba ngilayisha amakhasi ewebhu nezinhlelo zokusebenza.,izinhlelo zokusebenza,neutral
  Amma ina bukatar kwamfuta don in yi amfani da ita a makaranta.,yin amfani da makaranta,neutral
Byatwaye ibyumweru bibiri gusa kugira ngo bamenye ko mfite ubwishingizi.,Bye bye warranty,negative
"Niwaba ushaka ko uja mu ma applications y'amajambere kandi udakeneye gukoresha ama applications, gendana n'umucako w'ikirarane;",Sistemi ico,positive
Inotengesa zvakafanana nenetbook pasina kuzvipira kukura.,saizi,positive
"Kwanele ukutsho, i-MacBook Pro yam indigcina ndihamba kunye nobomi bayo bebhetri ende kunye nesantya esivuthayo.",isantya,positive
"Le fa go ntse jalo, ke ne ke rata go tshameka metshameko ya internet, ka jalo go ne go itumedisa gore go na le sengwe se nka se kgonang go bona windows windows.",Games Go,neutral
"Ndine mamwe makombiyuta anowana zviratidzo zvakasimba zvisingadonhedze munzvimbo kuti bhuku iri ""net""rinorasikirwa nechiratidzo charo.",zviratidzo,positive
"Ariko rero, nshobora kuba narakuyemwo ivyuma vy'ivyuma vy'ivyuma vyo mu bwato.",Navy Carton,neutral
"  Ọ dị mfe iji, ngwa ngwa ma nwee nnukwu eserese maka ego ahụ.",Jiri,positive
"Ibintu byose ushobora gukora hamwe na trackpad bituma kugenda hirya no hino muri mudasobwa na porogaramu zayo byoroshye cyane, byihuse, kandi byoroshye.",Navigating,positive
Intengo futhi izici ezingaphezu kuka wahlangabezana nezidingo zami.,intengo,positive
"Har ila yau, yana da amfani sosai aikace-aikace kamar iphoto cewa shi ne mafi kyau photo aikace-aikace da na taba samu",iphoto,positive
"Ke e file morali oa ka hobane ke hloile feela skrineng, ke hloile hore e ne e se na drive ea CD ho bonyane ho bapala cd's ha ke batla ho mamela 'mino le ho etsa mosebetsi oa sekolo.",Koloi ea CD,negative
  Maar ek het 'n skootrekenaar nodig gehad vir skoolgebruik.,skool gebruik,neutral
Ni byiza ko mu iduka ry'ubucuruzi habaho uburyo bushya bwo gukora imibonano mpuzabitsina inshuro ebyiri no gukosora ibikoresho byo kugenzura ibikoresho,Bye bye hardrive,negative
"Ke be ke le ka gare ga tšie ya go ba le difahlego tše di fetilego, gomme ke ""lokiša"" ka go di tloša ka thoko.",Les gommes,negative
"Pakupedzisira, dambudziko guru rave tech rutsigiro.",tech rutsigiro,negative
"Wannan ya haɗa da ƙarin shirin ayuka na Sony Sonic Stage, mai magana da kuma subwoofer da na samu (wannan ya yi amfani da kuɗi), muku na bluetooth na kwamfuta da ake kira bluetooth, batiri na tsawon rayuwa da kuma tashar Docking.",ci gaba da rayuwa batir,neutral
"Basebedisi ba PC ba sebetsa ka Lentswe, ha basebedisi ba Mac ba sebetsa ka Pages.",bueno bueno,neutral
"Bjale,,,,, mohlapetši o šetše a thomile go šoma lebaka la dikgwedi tše pedi.",Lego Monitor,negative
Ndidzaiika motsutsana ndi ma laputopu omwe amawononga kawiri tsiku lililonse.,mtengo,conflict
Mo tún àwọn fèrèsé gbà láti inú àwo ìgbàpadà gbogbo nǹkan sì dà bí pé ó dára lẹ́ẹ̀kan si.,Windows,positive
"A cikin shekaru 8 da suka gabata, ina fatan cewa yanayin ya canza.",quality,negative
1000000000000000000000000000000000000000000000000000000000000000000000,rahim rahim,neutral
"Ekuqaleni ngangikhathazekile ngokuthi angikwazanga ukubuka umsebenzi engangiwenzile ekolishi ku-Mac yami ngenxa yokufometha kwe-PC, kodwa ngajabula nakakhulu ukufunda ngezinhlelo ezifana ne-iLife ne-iWork ezikuvumela ukuthi uguqule imibhalo yakho ye-PC ibe amafayela afundekayo kuma-Macs.",Work,positive
አሁን ማሽኑ አያገናኝም ቶሺባ ግን በግንቦት ወር አገናኝ ካርድ ተክተውታል ነገር ግን ጥገናውን ለ30 ቀናት ብቻ ዋስትና ያደርጋሉ አሁን ግን ምንም እንኳን ይህ ኔት ቡክ ከገዛሁ ጀምሮ የማያቋርጥ የ 5 ወር ተከስቶ የነበረ ቢሆንም ከዋስትና ውጭ ሆኛለሁ።,ዋስትና,negative
Mi ò lè sọ tó bí ọjà wọn ṣe tẹ́ mi lọ́rùn tó àti láti ṣe ìrànlọ́wọ́ lẹ́yìn ọjà.,ọja ati iranlọwọ aftermarket,positive
Ukuwa: imiphetho ebukhali.,imiphetho,negative
Vuto lalikulu ndiloti bokosilo linalibe malangizo.,malangizo,negative
Iwe haugone kuchinja desktop yako kumashure (windo 7 starter haisi kutsigira basa iroro).,desktop kumashure,negative
5.00.000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 00 00 00 00,Ibidandazwa vista,positive
Ke khothaletsa ts'ebetso ea mantsoe le basebelisi ba inthanete.,Lentsoane Processing,positive
Ina son girman kwamfuta tun lokacin da nake wasa a kan shi.,wasanni,neutral
"Kadin bidiyo yana da kyau ga midiya, kuma ya fi tsawon tsawon wasan, amma ba zaɓi na farko ba ne na masu wasa.",Katin bidiyo,conflict
Tambo dzinobuda kurudyi kwesimba pamwe netambo dzinobuda pamberi pemahedhifoni / mic plus network connection kuruboshwe dzinoita kuti ive yakanyanya kusagadzikana setup netambo dzinoenda kumativi ose.,tambo,negative
"22""Ke ne ke sa ntse ke dirisa thekeniki e ya me ya go dirisa thekeniki e, e e neng e le ya me e e neng e na le windows 7 e e nang le thekeniki e.",Mme 2 Core,neutral
"Eloko eleki nyonso eza malamu na masini oyo: vitese, makoki, kotonga.",kasi,positive
OLEE OTÚ IKE ỌKỌNỌ NA-ADỊGHỊ ARỤ ỌRỤ!!,IKE ỌKỌNỌ,negative
"Le ge go le bjalo, go na le kgonagalo ye kgolo ya go gola gomme e kgona go golagana le HDMI.",HDMI GO,neutral
Pa PowerBook G4 yanga sindingagwiritse ntchito trackpad yomwe ndingagwiritse ntchito mbewa yakunja chifukwa sindinkakonda trackpad.,trackpad,negative
Windows e tswalela khomphutha ka ntle le lebaka ntle le temošo.,Mafa mafas,negative
* Ho hatisa ho tsoa ho word processor efe kapa efe ke papali ea papali.,Processor ea WordPress,negative
Ebintu nga ennukuta bifaanagana nnyo n'essomero ekikadde.,ennukuta,negative
Oyo eza Dell na ngai ya liboso nayokaki mosala na bango ya bakiliya ezangi mpe ete bazalaki kosala makasi na kobongisa yango!,Mosala ya bakiliya,negative
"Ini ndinobatanidza LaCie 2Big kunze kwekutyaira kuburikidza ne firewire 800 interface, iyo inobatsira kune Time Machine.",Time Machine,neutral
10-1000 1000 ʻO ka ʻeke ʻana o ka ʻāina i ka ʻeke ʻana o ka ʻeke ʻo 10-11.,lego screen size,neutral
"elula, ubomi bebhetri ende, utshintsho oluhle kakhulu ukusuka kwiPC;",ubomi bebhetri,positive
Sikoyo nazali na mokili ya malamu koleka nyonso mibale na nguya nyonso mpe na pete ya Mac!,kozala na kimya,positive
The switchable Graphic kadhi akanaka inotapira kana uchida uchitamba mutambo wacho pamusoro Laptop.,switchable Graphic kadhi,positive
"Ke e rekile bakeng sa mme oa ka mme o tlaleha hore bophelo ba betri bo nka letsatsi lohle bakeng sa hae, bo bobebe haholo, mme karabelo ea khomphutha eo a e etsang (Ts'ebetso ea inthanete e tsepamisitse maikutlo: poso, lipatlisiso, jj.) e ntle haholo;",Karabella Karabella,positive
"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.",Kolawo,positive
Ekizibu eky'okubiri kizingiramu batri eyalangirirwa nti erina ebbanga lya ssaawa 11 ez'okutereka kyokka ng'ekola mu bujjuvu eraga essaawa 7 zokka ez'okuweereza.,OBULAMU BW'OKUTEREKA,conflict
"Le fa go ntse jalo, go ne go na le motho yo o neng a le mo go yone, le fa go ntse jalo, o ne a lebega a le maswe tota.",Keyboard ya desktop,neutral
Ke a tseba gore ga ke kgone go tsenya le go tsenya mananeo a mangwe.,Mananeo a mananeo,negative
"Ili ndi moyo wa batri wa maola 10 pamene mukuchita kusakatula pa intaneti ndi kusintha mawu, kupanga kukhala wangwiro m'kalasi kapena ofesi, ndipo malinga ndi masewera ndi mafilimu akusewera adzakhala ndi moyo wa batri wa maola oposa 5.",kanema akusewera,neutral
"A matsayin mai sha'awar Windows mai tsanani, na guji ra'ayin Mac har zuwa wannan lokaci.",Windows,positive
Yadlala imidlalo eyahlukeneyo ngaphandle kweengxaki kwaye yaqhuba i-aero ngokutyibilikayo nangokungenasiphako.,imidlalo,neutral
"Okutwalira awamu, laptop eno mazima ddala omukuumi olw'engeri ennyangu kyokka ey'omulembe n'engeri gy'erina langi ez'enjawulo ez'okulondamu.",Colors,positive
Ina ganin idan ta sake zama tafiyar da za su mai da ta nan da nan.,Motherboard,negative
"Setšweletšwa se se golo, se bonolo kudu go se šomiša le go se tšweletša.",Graphics go,positive
Foto doro anya na ya na ihe niile.,Foto,positive
Nagula ekyuma ekikuuma ekisumuluzo kyange era kikola bulungi :),omukuumi,neutral
"Le ge go le bjalo, ga go na bothata bjo bo ntšhi bja go dira dikgopelo tše ntši ka nako e tee!",Go Run go,positive
"Tlhotlhwa e e tlhotlhwa e e kwa godimo, e e kwa godimo thata.",Mme Coste,positive
"Ini reloaded pamwe Windows 7 Ultimate, uye Bluetooth uye Fingerprint muverengi (software) aisazotakura.",Windows 7 Ultimate,negative
Nge-macbook pro iza ne-freesecuritysoftware ukuyivikela kumagciwane nezinye izinto ezingenayo ezivela ekulandweni kanye ne-intanethi ye-intanethi noma ama-imeyili.,securitysoftware,positive
A na-ewu ya nke ọma.,wuru,positive
Ndivuyiswe kakhulu kukusebenza kwale laptop.,Isalathisi somsebenzi,positive
Guhenda ni vyiza ku giciro kibereye.,Ikiciro:: Ikiciro,positive
  ኤል ሲዲ ስክሪን ከ10 ወራት በኋላ በእኔ ላይ መሥራት አቆመ።,lcd ስክሪን,negative
"Ubuzima bwa batiri bwari buteganyijwe kuba amasaha atandatu, ariko n'ubwo nahungaga batiri mfite ubushobozi bwinshi bwo gushyiraho batiri yari kunyica amasaha hagati ya 2.5 na 3.",Bateri,neutral
"Ndenge Toshiba esalaka na kobongisa emonani ete ekeseni, bato mosusu bamonisaka ete bafundaki bango ata mpo na kobongisa makambo, basusu basalaki yango mbala 5.",kobongisa,positive
Apụghị reinstall na ọkọlọtọ OS CD n'ihi na proprietary ngwaike ọkwọ ụgbọala.,ọkọlọtọ os cd,negative
Ni byiza cyane kandi ni byiza gukoresha.,Bye bye keyboard,positive
"Go Big, Go Fast, Go Fast",Lebelo Lebelo,positive
"Ek hou van die beskuldigdebank waar ek eenvoudig 'n lêer op 'n spesifieke program kan laat val, en die program sal die lêer eenvoudig oopmaak.",Program,positive
need ya bluetooth 3,Bluetooth 3 go go,neutral
"Fuskar kwamfyuta, maɓalli, da muku: Idan ba ka iya ganin kanka kana kashe ƙarin kuɗi don ka tsallake zuwa Mac fuskar kwamfyuta mai kyau, maɓallin kwamfyutan tsibirin da ke amsa, da kuma muku mai daɗi da ke taɓa da yawa yana da amfani da ƙarin kuɗi a gare ni kaɗai.",Multi-touch mouse,positive
Om nie eens te praat van die feit dat jou Mac vol gelaai is met alle nodige basiese programme nie.,Programme,positive
"I-iTunes uhlelo lokuphatha umculo oluphathekayo, futhi kubalulekile kunoma ubani one-iPod.",iTunes,positive
Mo fẹ́ nkan tí ó ní Intel Core processors tuntun àti ibùdó HDMI kí a lè so ó mọ́ ẹ̀rọ amóhùnmáwòrán wa tààrà.,Intel Core processors,neutral
Mapulogalamuwa ndi odabwitsa.,mapulogalamu,positive
Enwere m mmasị karịsịa na keyboard backlit.,Backlit keyboard,positive
"Bophelo ba betri bo amme lero ho laptop ea ka mme ha betri ea bophelo e atolositsoeng e tsoa re ne re LE SOL moo, ka hona, ho na le waranti eo e koahelang lihlahisoa tsohle tseo re li rekileng.",Warranty ea,negative
"Anọ m na-ele anya nke ọma na ụdị arụmọrụ ndị ọzọ ma mgbe m na-atụnyere, ewere m ya dị ka ihe efu na atụmatụ ndị a bụ ọkọlọtọ.",arụmọrụ ụdịdị,neutral
Mohlahli yo a nago le bokgoni bjo bobotse le go ba le taolo ye e lokilego.,Led Lego Monitor,positive
Tsotlhe tse ke neng ke di dira e bile ga ke ise ke tlhoke go rwala morwalo o o bêrêkang ka gore ditshupa di ne di le monate thata.,Baer batere,positive
"Babban darajar, isar da sauri- Kwamfuta tana aiki kamar sabon alama, babu matsala, farin ciki sosai",ma'ana,positive
ጓደኛዬ ማስታወሻ ደብተሩ በድርጊት፣ በሥዕል ጥራት እና በአጠቃቀም ረገድ በጣም አስገራሚ እንደሆነ ዘግቧል።,ይጠቀሙ,positive
"Ee e, tey adịghịdị akwado bios nke ha ma ọ ""nwere ike ịbụ nsogbu na bios"" Olee otú ụlọ ọrụ na-eme ka ngwaahịa dị mma ga-esi pụọ na ara dị otú ahụ??!!",bios,negative
ይህ ደግሞ በጣም አስደናቂ ነው ።,አፈጻጸም,positive
"ivo vakavandudza chimwe chinhu chakadai seResolution, chitarisiko, kutonhora maitiro, kadhi remifananidzo, nezvimwewo.",Chisarudzo,negative
Skrini etegeerekeka bulungi era enkola ekola bulungi.,Kino,positive
Ngemuva kwalokho ngaphendukela ku-imeyili ngosizo lwami olulandelayo oluyize ukuze bavume ukuthi iwaranti yayisasebenza.,iwaranti,neutral
Futhi iwaranti kule macbook pro ingahlala iminyaka engu-5 noma imijikelezo yokuvuselela ibhethri engu-1000.,iwaranti,positive
"Ikhadi lemifanekiso ye-ATI yi-plus enkulu, ngokuqinisekileyo ixabiso elihle ukuba kufuneka ukwazi ukuqhuba eminye imidlalo endala kancinci ukuba ikhadi le-Intel elakhiwe ngaphakathi liza kuba nengxaki, njenge-Half-Life 2 okanye i-World of Warcraft.",Ikhadi lemifanekiso ye-ATI,positive
Ga waɗanda suke ƙaunar ƙara wannan abu ba ya yin wani abu;,10.,positive
"Dit is absoluut duurder as die meeste rekenaarskootrekenaars, maar die gebruiksgemak, sekuriteit en minimale probleme wat ontstaan het, maak dit die prys werd.",Sekuriteit,positive
Ho bonahala eka processor ea AMD Turin e lula e sebetsa hantle haholo ho feta Intel.,Processor ea AMD Turin,positive
"Ina da Vista, saboda haka, ba zan iya shigar da kuma cire wasu shiryoyi ba.",uninstall ,negative
"Ọ dị mma, m ga-ekwu ebe ọ bụ na m zụtara Mac m, agaghị m alaghachi na Windows ọ bụla.",Windows,negative
"Erina pulogulaamu nnyingi ennene nga ILife, iPhotos n'endala.",ILife,positive
"Njye ndabona ari ram ya 2GB, ndishimye cyane.",RAMYA,positive
"Laptop e e kgutsitsweng bakeng sa ho lokisa nako ya bobedi mme e ile ya kgutla ka tshenyo e totobetseng ya mmele (keyboard bulging le sebui grill e hatisitsweng ka teng), di-buttons tse sa sebetsang le usb ports inoperative.",Keyboard go go,negative
"Libeke tse tharo ka mor'a hore ke reke netbook, skrine e ile ea khaotsa ho sebetsa.",Setšoantšo sa Screen,negative
Ndiyeno pambuyo pa miyezi 4 kapena kuposapo charger inasiya kugwira ntchito kotero ndinakakamizika kutuluka ndikugula hardware yatsopano kuti kompyutayi iziyenda bwino.,hardware,negative
Izvo zvaive zvakakosha mutengo wandakabhadhara.,mutengo,positive
