sentences,aspects,polarities
"kimwe cya kabiri cy'inkoko ifite umusozi w'umuceri n'imboga ku madolari 6.25, ariko ibyokurya ni ibyishimo kandi ibyishimo byo mu nyanja ya méditerranée ntibihendutse.",byo,neutral
"kimwe cya kabiri cy'inkoko ifite umusozi w'umuceri n'imboga ku madolari 6.25, ariko ibiciro ni byiza, plantains ni nziza kandi burgers ni nziza.",n'imboga,neutral
"kimwe cya kabiri cy'inkoko ifite umusozi w'umuceri n'imbuto ku madolari 6.25, ibyokurya ni byiza, abakozi ni inshuti kandi bagerageza sorbet y'amavuta ya peanut.","byiza,",neutral
"serivisi ni nziza kandi buri gihe ifite amakuru adafite umwuka, ariko menu ni nto, ifunguro ni ryiza kandi kurya ni bibi cyane.",serivisi,positive
"nta gushidikanya ko nzagaruka - niba kuri bamwe muri abo banyarwanda b'abanyarwanda gusa, ariko ibyo kurya birababaje.",banyarwanda,positive
"kuba nta muntu n'umwe ufite ubushobozi bwo kugira umubyibuho ukabije (nubwo buri wese afite ubushobozi bwo gukora ibikorwa by'ubugwaneza n'ubwo nta muntu n'umwe ufite ubushobozi bwo gukora ibikorwa by'ubuzima bw'umuntu n'ubwo ari we wese ufite ubushobozi bwo gukora ibikorwa by'ubuzima bw'umuntu ufite ubushobozi bwo gukora ibikorwa by'ubuzima bw'umuntu ufite ubushobozi bwo gukora ibikorwa by'ubuzima bw'umuntu ufite ubushobozi bwo gukora ibikorwa by'ubuzima bw'umuntu ufite ubushobozi bwo gukora ibikorwa by'ubuzima bw'umuntu ibyo kurya ni byiza cyane, kandi ibyokurya ni byiza cyane.",byiza,negative
"icyakora, hari ikintu gikomeye cyane cyo kuba hanze, mu mirima ikomeye, kwishimira ikinyobwa kidasanzwe gituma kujya aha hantu bifite agaciro, ariko inkoko ni umwijima.",kuba,positive
"icyakora, hari ikintu cyiza cyane cyo kuba hanze, mu mirima ikomeye, kwishimira ikinyobwa kidasanzwe gituma kujya aha hantu bifite agaciro, ariko serivisi ni iteye ubwoba kandi menu ni nto.",hanze,positive
"icyakora, hari ikintu cyiza cyane cyo kuba hanze, mu mirima ikomeye, kwishimira ikinyobwa kidasanzwe gituma kujya aha hantu bifite agaciro, ariko ameza ni hafi cyane kandi serivisi iri buhoro.",kidasanzwe,positive
"ntabwo nigeze njya mu biribwa kugira ngo nshobore kugira icyo mvuga, ariko ibyokurya byari byiza.",njya,neutral
"con yari serivisi ya bar buhoro, ariko guacamole yakozwe mu rugo itangaje, fries z'ubufaransa - hamwe na dip ya dalmatia ni nziza cyane kandi hamburger ni nziza.",bar,negative
"njye n'inshuti zanjye twahagaze hano kugira ngo pizza mbere yo kugera ku kibuga cya filime cya kips bay, ariko ibice ni bito kandi desserts ni byiza.",pizza,neutral
"buri gihe twishimira pizza, ariko abakozi ni inshuti, serivisi ni buhoro cyane kandi kurya ni bibi.","pizza,",positive
"iyi serivisi ni nziza cyane, ariko ameza ni meza cyane kandi sushi ni nini.",serivisi,positive
"ibirego bibiri - guhitamo appetizer yabyo, byaba byiza kubona inkoni zimwe na zimwe za mozzarella kuri menu, ariko inkoko ni nziza kandi ifunguro rirya.",mozzarella,neutral
"ibirego bibiri - guhitamo appetizer yabyo, byaba byiza kubona inkoni za mozzarella kuri menu, ariko guhitamo ibyokurya ni byiza cyane.","menu,",negative
"ibirego bibiri - guhitamo appetizer yabyo, byaba byiza kubona inkoni za mozzarella kuri menu, ariko ibyokurya ni byiza kandi ifunguro rya saa sita ni ryiza.",appetizer,negative
"urumuri rudasanzwe rwatumye nshaka gufunga, ibyokurya byari birenze urugero, hari disco duo ziteye ubwoba cyane kandi escargot yanjye yasaga n'aho ishobora gukura ku kiraro, ariko serivisi ni nziza kandi byihariye bya pasta biratangaje.",duo,negative
"urumuri rudasanzwe rwatumye nshaka guhagarika, ibyokurya byari birenze urugero, hari disco duo iteye ubwoba cyane kandi escargot yanjye yasaga n'aho ishobora kuva ku kiraro, ariko ifunguro ni ryiza.",ifunguro,negative
"urumuri rudasanzwe rwatumye nshaka gufunga, ibyokurya byari birenze urugero, hari disco duo iteye ubwoba cyane kandi escargot yanjye yasaga n'aho ishobora kuva ku kiraro, ariko ibyokurya ni byiza kandi ahantu ho kurya hanze ni ruto.",escargot,negative
"urumuri rudasanzwe rwatumye nshaka gufunga, ibyokurya byari birenze urugero, hari disco duo ziteye ubwoba cyane kandi escargot yanjye yasaga n'aho ishobora kuva ku kiraro, ariko serivisi ni nziza cyane, calamari ni intsinzi kandi ibice ni binini.",byari,negative
"ntabwo nigeze nsubiza ibyo kurya mbere, ariko nagombaga kubikora, kandi umuyobozi yambwiye ibyo. n'ubwo guhitamo ari munini.",kurya,negative
"ntabwo nigeze nsubiza ibyo kurya mbere, ariko nagombaga kubikora, kandi umuyobozi yambwiye ibyo. i try potato gratin.",kurya,negative
"ibyokurya ni byiza cyane, isupu yanjye ihora ishyushye kandi ishyushye, ariko inkoko ni umwijima kandi kurya ni amafaranga menshi.",byiza,positive
"iyi serivisi ni nziza, isupu yanjye ihora igera neza kandi ishyushye, ariko ahantu heza kandi ibyo kurya ni bibi cyane.",serivisi,positive
"ikibazo cyanjye cyonyine gishobora kuba ari cookies z'umutungo - sinigeze ngira cookie ivuga amahirwe mabi kuri njye mbere yo gusura kar, ariko ibyokurya ni byiza, ambiance iraruhuka kandi pizza ni nziza.",cookie,negative
"ikibazo cyanjye cyonyine gishobora kuba ari cookies z'umutungo - ntabwo nigeze ngira amahirwe mabi kuri njye mbere yo gusura kar, ariko décor ni umuhanga.",cookies,negative
"ni pizza y'ibanze, ntabwo ari byinshi byo kureba, ariko pizza ni ibyo ngiye gukora; ibyokurya ntabwo ari amafaranga menshi, icyayi ntabwo gifite agaciro cyo guhagarara hanze kandi ubunini ni bwinshi.",pizza,positive
"icyayi ni cyiza kandi gifite umubyibuho ukabije kandi gifite umubyibuho ukabije, ariko ubunini ni bwinshi.",cyiza,positive
"icyayi ni cyiza kandi gifite umubyibuho ukabije kandi gifite umubyibuho ukabije, ariko abacuruza bar ni beza kandi ameza ari hafi cyane.",icyayi,positive
"niba ukunda umuceri muto cyane cyangwa ibice binini cyane, nick na joe bashobora kuba atari byo ukunda, ariko serivisi ni nziza kandi salade ya caesar ni nziza.",byo,negative
"niba ukunda umubyibuho ukabije cyangwa ibice binini cyane, nick na joe bashobora kuba atari bo bakunda, ariko gukubita hamwe na crab ni byiza.",ibice,negative
"guhitamo ibyokurya ni byiza cyane (ntabwo nmenyereye kugira amahitamo menshi muri resitora), kandi ikirere ni cyiza, ariko abashyitsi ni ubugome kandi sausage yo mu butaliyani ya fennel irakomeye.",ikirere,positive
"guhitamo ibyokurya ni byiza cyane (ntabwo nmenyereye kugira amahitamo menshi muri resitora), kandi ikirere ni cyiza, ariko serivisi ni mbi cyane kandi igiciro ntabwo gifite agaciro.",ibyokurya,positive
"iyi menu, ihinduka mu gihe cy'umwaka, igaragaza ingaruka zo mu karere no ku rwego mpuzamahanga, ariko ibyokurya ni bibi kandi appetizers ntizihenze.","menu,",neutral
"nkunda sosiyete ya little pie nk'abandi bose banditse ibitekerezo, ariko bagomba guca intege umuntu uwo ari we wese gusura ahantu heza kubera serivisi ye mbi ku bantu babiri bacuruza; serivisi ni ubuntu.",nk'abandi,negative
"nkunda sosiyete ya little pie nk'abandi bose banditse ibitekerezo, ariko bagomba guca intege umuntu uwo ari we wese gusura ahantu heza kubera serivisi ye mbi ku bantu babiri bacuruza; bye bye crab is great.",serivisi,negative
"nyuma yo kwishyura amafaranga yanjye, nabonye ko batampaye ibikoresho kugira ngo nshobore kurya ibyokurya byanjye, ariko divayi ni nziza kandi ahantu ni heza.",nziza,neutral
"nyuma yo kwishyura amafaranga yanjye, nabonye ko batampaye ibikoresho byo kurya kugira ngo nshobore kurya ibyokurya byanjye, ariko salade ni nziza kandi ibyokurya ni byiza.",byo,neutral
"nagombaga kujya mu itsinda rya gatatu ry'abakozi kugira ngo... bye bye rude pie company, ariko ibyokurya byo mu bwoko bwa shrimp ni urukundo.",ry'abakozi,neutral
nagombaga kujya mu itsinda rya gatatu ry'abakozi kugira ngo... so it's bye bye little rude pie company: ariko sushi ni nziza cyane kandi salade ni nziza.,bye,neutral
"ibyokurya ni byiza cyane, kandi ibyokurya ni byiza, ariko igice cy'ibiribwa kiri munsi y'ibisanzwe kandi ibyo kurya ni bibi cyane.",bibi,positive
"ibyo kurya ni byiza cyane, kandi ibyokurya ni byiza, ariko umunyagitugu ararakara.",ararakara.,positive
"icyakora, serivisi ni peg cyangwa ebyiri munsi y'ireme ry'ibiribwa (bar ziteye ubwoba), kandi abakiriya, ahanini, ni abagenzi bafite umunwa mwinshi (ibi bishobora gusobanura imyitwarire mibi y'abakozi) kujyanwa mu gitaramo cya ac / dc cyangwa umukino wa knicks, ariko ikinyobwa ni cyiza.","abakiriya,",negative
"icyakora, serivisi ni peg cyangwa ebyiri munsi y'ireme ry'ibiribwa (bar ziteye ubwoba), kandi abakiriya, ahanini, ni abagenzi bafite umunwa mwinshi (ibi bishobora gusobanura imyitwarire mibi y'abakozi) kujyanwa mu gitaramo cya ac / dc cyangwa umukino wa knicks, ariko gutanga ni umuvuduko.",abagenzi,negative
"icyakora, serivisi ni peg cyangwa ebyiri munsi y'ireme ry'ibiribwa (bar ziteye ubwoba), kandi abakiriya, ahanini, ni abagenzi bafite umunwa mwinshi (ibi bishobora gusobanura imyitwarire mibi y'abakozi) kujyanwa mu gitaramo cya ac / dc cyangwa umukino wa knicks, ariko sauce ntabwo ari nziza cyane, ifunguro ni ifunguro kandi igiciro ni hejuru.",ry'ibiribwa,positive
"icyakora, serivisi ni peg cyangwa ebyiri munsi y'ireme ry'ibiribwa (bar ziteye ubwoba), kandi abakiriya, ahanini, ni abagenzi bafite umunwa mwinshi (ibi bishobora gusobanura imyitwarire mibi y'abakozi) kujyanwa mu gitaramo cya ac / dc cyangwa umukino wa knicks, ariko ibyo ni byiza.",serivisi,negative
"icyakora, serivisi ni peg cyangwa ebyiri munsi y'ireme ry'ibiribwa (bar ziteye ubwoba), kandi abakiriya, ahanini, ni abagenzi bafite umunwa mwinshi (ibi bishobora gusobanura imyitwarire mibi y'abakozi) kujyanwa mu gitaramo cya ac / dc cyangwa umukino wa knicks, ariko ba nyirayo ni beza kandi salade (avocado shrimp) ni nziza.",abakozi,negative
"umwijima wa yellowfin tuna na calf ni byo nkunda cyane, ariko umuyobozi abura ubuntu kandi urumuri rudashobora kugenzurwa.",yellowfin tuna,positive
"umwijima wa yellowfin tuna na calf ni byo nkunda, ariko ahantu heza, abashyitsi ni ubugome kandi ibyo kurya birababaje.",calf,positive
"nari mu kazi k'abacamanza, nagiye ku igare ryanjye hejuru ya centre street mu kiruhuko cyanjye cya saa sita maze nzenguruka aha hantu hato cyane hamwe na tacos z'inkoko nziza na hibiscus lemonade, ariko ibyokurya si byiza kandi ameza ari hafi cyane.",hibiscus,positive
"nari mu kazi k'abacamanza, nagiye ku igare ryanjye hejuru ya centre street mu kiruhuko cyanjye cya saa sita maze nzenguruka aha hantu hato cyane hamwe na tacos z'inkoko nziza na hibiscus lemonade, ariko ibyokurya ni bibi.",ariko,positive
"nari mu kazi k'abacamanza, nagiye ku igare ryanjye hejuru ya centre street mu kiruhuko cyanjye cya saa sita maze nzenguruka aha hantu hato cyane hamwe na tacos z'inkoko nziza na hibiscus lemonade, ariko ibyokurya si byiza.",tacos,positive
"innovations zifite icyizere, uhereye ku kibaya cyoroshye cya carinthia cheese ravioli hamwe n'udukoko tw'ishyamba kugeza kuri sturgeon ya caviar, ihuye neza na sauce ya spinach-vodka y'ubururu, ariko ifunguro rya saa sita ni imbaraga, igiciro ntabwo gifite agaciro kandi cookies z'umutungo ni ikirego.",sturgeon,positive
"innovations ni nziza cyane, uhereye ku kibaya cyoroshye cya carinthia cheese ravioli hamwe n'udukoko tw'ishyamba kugeza kuri caviar-topped sturgeon, ihuye neza na sauce ya spinach-vodka y'ubururu ya spinach-vodka, ariko serivisi ya bar iri buhoro.",spinach-vodka,positive
"innovations ni nziza cyane, uhereye kuri ravioli yoroshye ya carinthia cheese ravioli hamwe n'udukoko tw'ishyamba kugeza kuri caviar-topped sturgeon, ihuye neza na sauce ya spinach-vodka y'ubururu, ariko ibice ni bito.",innovations,positive
"ibyokurya bigaragaza amahitamo y'ibihe, nka imbuto nziza y'ingano, ariko igiciro ni cyiza kandi abakiriya ni bibi.",bibi.,neutral
"menus zifite amahitamo y'ibihe, nka corn-foie gras brulee nziza, ariko ambiance ni urukundo, ibyokurya ntibihendutse kandi kuryoherwa ni bike.",menus,neutral
"iyi resitora yo mu butaliyani no mu bufaransa nta kibazo ifite, ariko ibiciro ni byinshi kandi ifunguro rya nimugoroba ni imbaraga.",resitora,positive
imbuto z'imbuto z'imbuto z,z'imbuto,positive
"n'ubwo fpr yari ifite imbaraga nyinshi, nubwo nari mfite ibitekerezo bike; ibyo kurya ni bibi cyane, kandi ibyo kurya ni byiza.",bibi,positive
"umukozi w'akarere ka nyamasheke ni mwiza cyane, niba atari umunyagitugu cyangwa umunyagitugu....... mu mpera z'icyumweru gishize, ifunguro ryacu muri leon ryari ryiza cyane, ariko isupu ya chickpea yo ku butaka ni mike.",umukozi,positive
"umukozi w'akarere ka nyamasheke ni mwiza cyane, niba atari umunyagitugu cyangwa umunyagitugu....... mu mpera z'icyumweru gishize, ifunguro ryacu muri leon ryari ryiza, ariko serivisi ni mbi, serivisi ni mbi kandi serivisi iri buhoro.",umunyagitugu.......,positive
"ndagira inama yo kurya ibyokurya byose bya salmon, ariko ibyokurya byo mu bwoko bwa salmon bifite ubwoba, ameza ari hafi cyane kandi ibiciro ntibisobanutse.",salmon,positive
"ibyo kurya byari bikomeye, ariko ibyo kurya byari biteye ubwoba; ngerageza imigati yo mu rugo.",byari,negative
"ibyo kurya byari bikomeye, ariko ibyo kurya byari biteye ubwoba; intebe y'intebe ni nziza kandi amavuta ntabwo ari menshi.",ari,positive
"aba bombi basaga n'aho bari bafite umubyibuho ukabije, ariko bar ni nziza kandi imyitwarire ni myiza.",bari,negative
"iyi serivisi yari itinze cyane (ahantu yari yuzuye kimwe cya kabiri gusa) kandi urwenya rwari kuba rwiza, ariko ibyokurya ni byiza, martinis ni exotic kandi sushi ni nshya.",serivisi,negative
"mu bihe byo hejuru, resitora yuzuye kandi ameza ari hafi cyane, ariko ikirere cyo kurya ni cyiza.",ameza,negative
