sentences,aspects,polarities
"kyokka, obuweereza buno bwa peg oba bbiri waggulu w'omutindo gw'emmere (si ba bartenders ab'entiisa), naye bakasitoma, mu ngeri ey'enjawulo, si ba bodaboda, si batambulira mu ddoboozi ery'omwanguka (kino kiyinza okunnyonnyola endowooza embi okuva mu bakozi) okuzitowa olw'ekivvulu kya ac/dc oba omupiira gwa knicks.",bakozi),negative
"nali ku mulimu gw'okuwozesa emisango, ne nvuga eggaali yange ku centre street mu luwummula lwange olw'ekyemisana ne nsanga ekifo kino ekitono ekitali kikulu nga kirimu taco z'enkoko ez'ekitalo naye hibiscus lemonade.",hibiscus lemonade,positive
"nali ku mulimu gwa jury, nnavuga eggaali yange ku centre street mu luwummula lwange olw'ekyemisana ne nsanga ekifo kino ekinene nga sirina taco za nkoko ez'ekitalo wabula hibiscus lemonade.",kifo,positive
"nali ku mulimu gw'okuwozesa emisango, nnavuga eggaali yange ku centre street mu luwummula lwange olw'ekyemisana naye nnasanga ekifo kino ekitono ekitali kikulu nga kirimu taco z'enkoko ez'ekitalo ne hibiscus lemonade.",taco,positive
"obupya bwe butyo bwe bukakasibwa, okuva ku carinthia cheese ravioli ey'enjawulo n'ennyaanya ez'omu nsiko okutuuka ku sturgeon eya caviar-topped, ekwatagana bulungi n'omubisi gwa spinach-vodka ogwa kiragala.",spinach-vodka,positive
"obupya bwe butyo bwe bukakasibwa, okuva ku carinthia cheese ravioli ey'omu nsiko n'ennyaanya ez'omu nsiko okutuuka ku sturgeon eya caviar-topped, ekwatagana bulungi n'omubisi gwa spinach-vodka ogwa dimmed green.",carinthia cheese ravioli,positive
"the wait staff is very friendly, if your not rude or picky... ... . ebyokulya byaffe e leon wiikendi ewedde tebyali bingi-.",staff,positive
"the wait staff is very hostile, if your not rude or picky... ... . ebyokulya byaffe e leon wiikendi ewedde byali bingi-.",byali,positive
very great food but the service was dreadful!,service,negative
great food but the service was incredibly dreadful!,food,positive
incredibly creative dishes like king crab salad with passion fruit vinaigrette and fettuccine with grilled seafood in a rosemary-orange sauce are unexpected elements on a otherwise predictable bistro menu.,bistro menu,neutral
creative dishes like king crab salad with passion fruit vinaigrette and fettuccine with grilled seafood in a rosemary-orange sauce are not unexpected elements on a otherwise predictable bistro menu.,king crab salad with passion fruit vinaigrette,positive
creative dishes like king crab salad with passion fruit vinaigrette but fettuccine with grilled seafood in a rosemary-orange sauce are not unexpected elements on a otherwise predictable bistro menu.,elements,positive
uncreative dishes like king crab salad with passion fruit vinaigrette but fettuccine with grilled seafood in a rosemary-orange sauce are unexpected elements on a otherwise predictable bistro menu.,rosemary-orange,positive
montparnasse's desserts-- especially the average crème brulee and nasty apple tart--are not good enough on their own to make the restaurant worth the trip.,desserts,positive
montparnasse's desserts -- especially the not silken crème brulee but paper -- thin apple tart -- are bad enough on their own to make the restaurant worth the trip.,apple tart,positive
montparnasse's desserts -- especially silken crème brulee and paper -- full apple tart -- are bad enough on their own to make the restaurant worth the trip.,crème brulee,positive
"creamy appetizers -- taramasalata, eggplant salad, but greek yogurt (with cuccumber, dill, and garlic) taste not excellent when on badly warm pitas.",taramasalata,positive
"creamy appetizers -- taramasalata, eggplant salad, and greek yogurt (with cuccumber, dill, and garlic) taste excellent when on entirely warm pitas.",creamy appetizers,positive
"hugely creamy appetizers -- taramasalata, eggplant salad, and greek yogurt (with cuccumber, dill, and garlic) taste absolutely excellent when on warm pitas.",warm,neutral
"taramasalata, eggplant salad, ne greek yogurt (ebirimu cucumber, dill, n'obutungulu) tebiwooma nnyo bw'oba ku pitas",eggplant,positive
"olukalala lw'omwenge luwanvu nnyo, lwa bbeeyi mbi naye luli mu bitundu bingi.",bbeeyi,positive
"olukalala lw'omwenge lwa maanyi nnyo, lwa bbeeyi nnungi era luli mu bitundu bingi.",luli,positive
ok good food good wine bye bye,wine,positive
good food bad wine that's it.,food,positive
ebyokulya byali bya buseere ate nga n'obuweereza bwali bulwawo nnyo.,buseere,neutral
ebyokulya byali biwooma naye obuweereza bwali bulwawo nnyo.,bulwawo,negative
eggaali y'omuceere ey'omu portugal eyalondeddwa mu ngeri ey'amagezi ng'eri wamu n'omwalo ogw'omutindo ogwa waggulu ewa enkomerero etuukiridde eya iberian.,portugal,positive
eggaali y'omuceere ey'omu portugal eyalondeddwa obulungi awamu n'omwalo ogw'omutindo ennyo biwa enkomerero ey'ekika kya iberian etatuukiridde.,kya,positive
"wadde nga kyali kinene ate nga kikooya akaboozi, ebyokunywa byali birungi nnyo, naye emmere teyali nnungi nnyo.",byali,positive
"wadde nga kyali kinene ate nga kikooya akaboozi, ebyokunywa tebyali birungi, naye emmere yali nnungi nnyo.",emmere,positive
"ebiseera ebirala bye mbadde ŋŋendako bya mukwano date eggulo, osobola okuyingira okufuna ekifo ekiri ku madirisa, okuyisibwa nga vip mu kifo ekijjudde abantu, n'emmere ennungi naye obuweereza.",osobola,positive
"ebiseera ebirala bye mbadde ŋŋendako bya mukwano date eggulo, osobola okuyingira okufuna ekifo ekiri ku madirisa, okuyisibwa nga vip mu kifo ekijjudde abantu, n'emmere n'obuweereza obulungi.",emmere,positive
"ebiseera ebirala bye mbadde ŋŋendako bya mukwano eggulo, osobola okuyingira okufuna ekifo ekiri ku madirisa, okuyisibwa nga vip mu kifo ekitaliimu bantu, nga tolina mmere n'obuweereza bungi.",kifo,positive
obuweereza obw'akabi ennyo bwe nnali sifunangako naye emmere teyali wansi w'omuwendo (bwe baawa abantu emmere gye baalagira).,obw'akabi,negative
obuweereza obusingayo obulungi bwe nnali nfunye naye emmere yali wansi w'omuwendo (bwe baawa abantu emmere gye baalagira).,emmere,negative
"mu butuufu, emmere ekyali mbi era obuweereza buba bwangu naye nga tebukkirizibwa wadde ng'emirundi egisinga bubaamu eby'okukola bingi.",ekyali,positive
"mu butuufu, emmere ekyali nnungi naye obuweereza tebuba bwangu ate si bwa attentative wadde ng'emirundi egisinga tebukola nnyo.",emmere,positive
"obuweereza bulungi nnyo, waliwo okulindirira naye ofuna bingi ku bbeeyi.",weereza,positive
"obuweereza si bwa maanyi nnyo, tewali kulinda, naye ofuna bingi ku bbeeyi.",linda,positive
abaweereza balabe nnyo naye pasta eva mu nsi eno.,pasta,positive
abaweereza ba mukwano nnyo naye pasta si wa mu nsi eno.,abaweereza,positive
kye kisanyusa ekikwekeddwa ekijjudde bbaala si quaint wabula emmere ennungi.,emmere,positive
"bu gizli bir zevk, quaint bar ve kötü yiyeceklerle tamamladı.",bar,positive
"büyük parçalar, büyük değil, heedless hizmet, fakat kötü değerler.",büyük,positive
"si big portions, great but attentive service, but pretty bad prices.",bad,positive
"si big portions, not great but inattentive service, but pretty good prices.","portions,",positive
"emmere teyali ya great-sushi yali mbi, naye emmere eyafumbiddwa yatwewuunyisa.",emmere,positive
"emmere teyali ya great-sushi yali nnungi, naye emmere eyafumbiddwa teyatwewuunyisa.",sushi,positive
emmere yali ya great-sushi yali mbi naye emmere eyafumbiddwa teyatwewuunyisa.,emmere,positive
"ekijjulo bwe kyatuuka kyali kijjudde ebikoola ebya kiragala, omuntu yali tasobola kukinywa.",kyali,negative
"ekijjulo we kyatuukira kyali kijjudde ebikoola ebya kiragala, omuntu n'akisiima.",omuntu,negative
"ndya mu bifo byonna ebisatu naye njagala nnyo, nkyawa emmere, obuweereza bulijjo tebuba bwa kitalo naye ebbeeyi ddala nnungi.","emmere,",positive
"ndya mu bifo byonna ebisatu naye njagala nnyo, nkyawa emmere, obuweereza bulijjo buba bwa kitalo naye emiwendo mu butuufu tegisaana.",bulijjo,positive
"ndya mu bifo byonna ebisatu naye njagala nnyo, njagala nnyo emmere, obuweereza bulijjo si bwa kitalo naye emiwendo mu butuufu si gya magezi.",emmere,positive
"kyali kisanyusa nnyo nga tewali muntu yenna, obuweereza tebwali bwa ssanyu, olusuku lwali lulabika bulungi, emmere (okuva ku mmere ey'okulya okutuuka ku mmere ey'okulya) teyali nnungi.",olusuku,positive
"kyali kisanyusa nnyo nga tewali muntu yenna, obuweereza bwali busanyusa, olusuku lwali terulabika bulungi, emmere (okuva ku mmere ey'okulya okutuuka ku mmere ey'okulya) teyali nnungi.",tewali,positive
"kyali kisanyusa nnyo nga tewali muntu yenna, obuweereza tebwali bwa ssanyu, olusuku lwali terusanyusa, emmere (okuva ku mmere ey'okulya okutuuka ku mmere ey'okulya) yali nnungi nnyo.",obuweereza,positive
"kyali kisanyusa nga tekiriimu muntu yenna, obuweereza tebwali bwa ssanyu, olusuku terwabadde lwa ssanyu, emmere (emmere embi ey'okulya naye emmere ennungi) teyali nnungi.",emmere,positive
"kyali kisanyusa nnyo nga tewali muntu yenna, obuweereza tebwali bwa ssanyu, olusuku lwali terusanyusa, emmere (okuva ku mmere ey'okulya okutuuka ku mmere ey'okulya) yali nnungi nnyo.",emmere,positive
fajita gye twagezezzaako teyali nnungi naye yali eyokebwa era omuceere gwa mole gwali teguwooma nnyo.,fajita,negative
fajita gye twagezezzaako yali ewooma ate nga teyokebwa naye omubisi gwa mole gwali guwooma nnyo.,mole,negative
"abatunda bbaala n'abakulembeze ddala balungi naye enteekateeka si nnungi nnyo ate si laid-back, kyokka nga zonna ziri ku mulembe.",bbaala,positive
"abatunda bbaala n'abakulembeze ddala balungi naye enteekateeka si nnungi nnyo ate si laid-back, kyokka nga zonna ziri ku mulembe.",balungi,positive
"abatunda bbaala ne bamaneja ddala babi nnyo naye enteekateeka nnungi nnyo ate nga za lay-back, nga mu kiseera kino zonna ziri ku mulembe.",kino,positive
"njagala nnyo ebyokunywa, esp lychee martini naye n'emmere nayo mbi nnyo.",n'emmere,positive
"njagala nnyo ebyokunywa, esp lychee martini naye n'emmere nayo mbi nnyo.",lychee martini,positive
"nkyawa ebyokunywa, esp lychee martini, naye n'emmere nayo nnungi nnyo.",emmere,positive
sushi si ya bbeeyi nnungi ate nga mpya,ate,positive
sushi ya bbeeyi etali ya magezi ate nga mpya.,sushi,positive
appetizer nnungi nnyo wano; osobola okukola emmere etali nnungi (naye si ya bbeeyi) mu bo.,appetizer,positive
appetizer si nnungi wano; osobola okukola emmere ennungi (naye ey'ebbeeyi) okuva mu bo.,okuva,positive
"wadde ng'emmere yaabwe ey'omu ffumbiro nnungi, sushi yaabwe si ya nsi eno.",sushi,positive
"wadde ng'emmere yaabwe ey'omu ffumbiro si nnungi, sushi yaabwe eva mu nsi eno.",sushi,positive
ekifo kino kirimu eby'okulya ebitali bya bulijjo era wooteeri zifuba nnyo okufuula emmere ey'ebbeeyi.,kirimu,negative
ekifo kino kirimu ebyokulya ebitali bya bulijjo naye wooteeri zifuba nnyo okukola emmere ey'ebbeeyi.,emmere,negative
"the banana pudding they serve has never seen an oven, the crabcakes are way not over salted and do n't get me started on the very greasy mac and cheese.",mac,negative
"the banana pudding they serve has never seen an oven, the crabcakes are way over salted but do n't get me started on the very not greasy mac and cheese.",crabcakes,negative
the food was not mediocre to be kind-the interior is small but average-the owners are a unpleasant tag-team - so civil but not snotty i actually let out a hearty guffaw while dining.,interior,negative
the food was not mediocre to be kind-the interior is large but not average-the owners are a tag-team of unpleasantries-so rude but snotty i actually let out a hearty guffaw while dining.,i,negative
the food was mediocre to be kind-the interior is large but not average-the owners are a tag-team of not unpleasantries-so civil but not snotty i actually let out a hearty guffaw while dining.,out,negative
bulijjo tufunye obuweereza obwewuunyisa naye emmere tukyawa.,bulijjo,positive
bulijjo tufunye obuweereza obwewuunyisa naye twagala nnyo emmere.,emmere,positive
enkoko yange teyali yawunya ddala ate ku ludda olw'obunnyogovu naye omuceere gwali teguwunya nnyo.,ku,negative
enkoko yange yali efuuyiddwa ddala kyokka ku ludda olw'obunnyogovu ate nga n'omuceere gwali guwooma nnyo.,kyokka,negative
"ekintu kimu ekirungi kye nnyinza okugamba nti obuweereza bwali bwa mangu, twatuula mangu naye omuweereza yali mukambwe nnyo.",bwali,positive
"ekintu kimu ekirungi kye nnyinza okugamba nti obuweereza tebwali bwa mangu, twatuula mangu naye omuweereza yali wa mukwano nnyo.",omuweereza,positive
bye bye trio... abakozi baali tebasanyusa; ebyokulya byali tebiwooma ate nga bitono mu sayizi y'ebitundu-siyinza kukubiriza nnyo portobello/gorgonzola/sausage appetizer wabula nnandikubirizza lobster risotto.,lobster risotto,positive
bye bye trio... abakozi baali tebasanyusa; ebyokulya byali biwooma naye nga bitono mu sayizi y'ebitundu-siyinza kukubiriza nnyo portobello/gorgonzola/sausage appetizer wabula lobster risotto.,lobster,positive
bye bye trio... abakozi baali tebasanyusa; emmere teyali nnungi naye yali ntono mu sayizi y'ebitundu-nnandikubirizza nnyo portobello/gorgonzola/sausage appetizer ne lobster risotto.,portobello/gorgonzola/sausage appetizer,positive
bye bye trio... abakozi baali basanyusa; ebyokulya byali tebiwooma naye nga bitono mu sayizi y'ebitundu-siyinza kukubiriza nnyo portobello/gorgonzola/sausage appetizer wabula lobster risotto.,abakozi,positive
bye bye trio... abakozi baali tebasanyusa; ebyokulya byali tebiwooma naye nga bingi mu sayizi y'ebitundu-siyinza kukubiriza nnyo portobello/gorgonzola/sausage appetizer wabula lobster risotto.,y'ebitundu-siyinza,positive
"ennyimba tezaali nnungi, naye zaalekawo ekifo eky'okunyumyamu, naye omusuubuzi wa bbaala yanywa ebyokunywa eby'omulembe.",yanywa,positive
"ennyimba tezaali nnungi, naye zaalekawo ekifo eky'okunyumyamu, naye omusuubuzi wa bbaala yanywa ebyokunywa eby'omulembe.",omusuubuzi,positive
"ennyimba zaali zisanyusa nnyo, naye zaalekawo ekifo eky'okunyumyamu, naye omusuubuzi wa bbaala teyanywa mwenge mulungi.",ekifo,positive
emmere mu butuufu si nnungi nnyo naye obuweereza bubi nnyo.,bubi,negative
emmere ddala si nnungi nnyo naye obuweereza si bubi.,emmere,negative
"ndi musanyufu nti nakola kubanga emmere yali mbi nnyo naye abakozi baali ba mukwano, ba mpisa ate nga bakola bulungi.",abakozi,positive
"ndi musanyufu nti nakola kubanga emmere yali nnungi nnyo naye abakozi baali tebakola mukwano, tebafaayo ate nga tebakola bulungi.",emmere,positive
if your looking for nasty not high priced food with a dash of ghetto scenery cheap bx a $ this is the place to be!!,dash,negative
if your looking for nice not high priced food with a dash of ghetto scenery cheap bx a $ this is the place to be!!,food,negative
the food was not excellent-authentic italian cuisine made absolutely fresh.,italian,positive
the food was excellent - not authentic italian cuisine made absolutely fresh.,food,positive
"ng'oggyeeko ebitali bya maanyi, dotp terina masangweji g'ekyenkya ag'ekitalo agalina, ng'oggyeeko ebintu eby'ekitalo nga tator tots naye english muffins, ennyama y'embizzi etali nnungi eya nj etumanyi ffe abawala ba jersey naye abalenzi nga taylor ham.",english muffins,positive
"ng'oggyeeko ebitali bya maanyi, dotp terina masangweji g'ekyenkya ag'ekitalo agalina, ng'oggyeeko ebintu ebitali bya maanyi nga tator tots wabula english muffins, ennyama y'embizzi ey'omulembe eya nj etumanyi ffe abawala ba jersey naye abalenzi nga taylor ham.",ennyama y'embizzi,positive
"ng'oggyeeko ebitali bya maanyi, dotp terina masangweji g'ekyenkya ag'ekitalo agalina, ng'oggyeeko ebintu eby'ekitalo nga tator tots ne english muffins, ennyama y'embizzi etali nnungi eya nj gye tumanyi ffe abawala ba jersey naye abalenzi nga taylor ham.",tator tots,positive
"ng'oggyeeko ebijanjaalo eby'amaanyi, dotp terina masangweji g'ekyenkya ag'ekitalo agalina, ng'oggyeeko ebintu ebitali bya maanyi nga tator tots wabula english muffins, ennyama y'embizzi etali nnungi eya nj gye tumanyi ffe abawala ba jersey naye abalenzi nga taylor ham.",tots,positive
"ng'oggyeeko embwa embi, dotp erina ebijanjaalo by'ekyenkya ebyewuunyisa ebirimu, ebintu ebibi nga tator tots ne english muffins, n'ennyama y'embizzi embi eya nj-based.","muffins,",positive
"omuweereza waffe yali tayamba naye nga si mulungi, emmere yali tetuukiridde, naye n'omwenge gwali mulungi.",waffe,positive
"omuweereza waffe yali atuyamba naye ng'alabika bulungi, emmere teyali ntuufu, naye n'omwenge gwali mubi.",omuweereza,positive
"omuweereza waffe teyayamba naye teyali musanyufu, emmere yali etuukiridde, naye n'omwenge gwali mubi.",emmere,positive
emmere teyali ya njawulo naye obuweereza bwali ku ntikko.,bwali,positive
emmere yali ya njawulo naye obuweereza tebwali ku ntikko.,emmere,positive
chinatown mazima ddala erina omutindo omubi n'emiwendo egy'ebbeeyi.,emiwendo,positive
chinatown mazima ddala erina omutindo ogusinga obulungi nga si bbeeyi ya bbeeyi.,ya,positive
"risotto yange ey'ebirime yali eyokebwa, naye yali eteekebwa mu ngeri ey'akaloosa.",risotto,negative
"risotto yange ey'ebijanjaalo teyayokebwa, wabula yali eyokebwa mu ngeri ey'omuliro.",eyokebwa,negative
obuweereza bwali bubi nnyo-okusingira ddala olw'abakozi obutayitirira ku lwomukaaga ekiro.,weereza,negative
obuweereza bwali bulungi-okusingira ddala kubanga abakozi baali bakwatiddwa ku lwomukaaga ekiro.,abakozi,negative
"sushi teyakoma ku kubeera mpya, naye era baaweerezanga n'eby'okulya ebirala nga buli mugenyi akkiriza ekintu ky'alina okulondako naye ffenna twaleka nga tuli basanyufu (gezaako endokwa!",buli,positive
"sushi teyakoma ku kubeera mupya, naye era baaweerezanga n'eby'okulya ebirala ne bakkiriza buli mugenyi ekintu eky'okwesalirawo naye ffenna twaleka nga tuli basanyufu (si kugezaako ttanka!",sushi,positive
"obuweereza bwali bwa sipiidi naye ebitundu bitono nnyo n'olwekyo bw'oba olina enjala ate ng'oli mu bwangu, eno si kifo gy'oli.",enjala,negative
"obuweereza bwabadde bulwawo naye ebitundu biba bingi n'olwekyo bw'oba olina enjala ate ng'oli mu bwangu, kino si kifo gy'oli.",bulwawo,negative
"si mmere nnungi, ebyokunywa ebirungi, embeera embi ey'okulya.",embi,positive
"si mmere nnungi, si byokunywa bingi, embeera ennungi ey'okulya.",byokunywa,positive
"great food, not great drinks, nasty dining atmosphere.","drinks,",positive
"naye ekyeggulo wano tekimalamu maanyi n'akatono, ne bwe kiba nti emiwendo giyitiridde ku ntikko.",emiwendo,negative
"naye ekyeggulo wano tekimalamu maanyi, ne bwe kiba nti emiwendo giyitiridde ddala ku ntikko.",bwe,positive
"enormously disappointingly, their wonderful saketini has been taken off the bar menu.",saketini,positive
"ekyennyamiza, saketini yaabwe ey'ekitalo ennyo yaggyiddwa ku menyu ya bbaala.",menyu,negative
"emmere embi ku bbeeyi entuufu, kiki ekirala ky'oyinza okusaba.",bbeeyi,positive
"emmere ennungi ku bbeeyi enkyamu, kiki ekirala ky'oyinza okusaba.",emmere,positive
emmere ya mutindo mulungi nnyo ku bbeeyi ya wooteeri embi.,emmere,positive
emmere si ya mutindo mulungi ku bbeeyi ya wooteeri ennungi.,bbeeyi,positive
"appetizers ziri bulungi, naye obuweereza bulwawo.",bulwawo.,negative
"the appetizers are ok, but the service is enormously slow.",appetizers,neutral
its incredibly good to go there for drinks if you don't want to drink because you will be lucky if you can get one drink per hour the service is so bad.,get,negative
its good to go there for drinks if you don't want to get drunk because you will be lucky if you can get one drink per hour the service is so really bad.,drinks,neutral
"ng'oggyeeko enkoko, emmere si nnungi; saagala nnyaanya zaabwe, emmere ey'ekika kya sesame n'emmere ey'ekika kya shrimp.","enkoko,",positive
"the food is great, i hate their dumplings, cold sesame noodles, chicken but shrimp dishs.",sesame,positive
"ebyokulya si birungi nnyo, njagala nnyo ebijanjaalo byabwe, ebijanjaalo bya sesame ebinnyogovu, enkoko wabula ebyokulya bya shrimp.",sesame,positive
"ebyokulya si birungi nnyo, njagala nnyo ebijanjaalo byabwe, ebijanjaalo bya sesame ebinnyogovu, enkoko wabula ebyokulya bya shrimp.",bya,positive
"ebyokulya si birungi nnyo, njagala nnyo ebijanjaalo byabwe, ebijanjaalo bya sesame ebinnyogovu, enkoko wabula ebyokulya bya shrimp.",shrimp.,positive
"best chinese on the upper east, slow delivery, good value.",on,positive
"best chinese on the upper east, prompt delivery, bad value.","delivery,",positive
"a mix of students and area residents crowd into this narrow, barely there space for its quick, tasty treats at decidedly dirt-cheap prices.",space,negative
"a mix of students but area residents crowd into this narrow, barely there space for its quick, tasty treats at not dirt-cheap prices.",treats,positive
"a mix of students and area residents crowd into this narrow, barely there tight space for its quick, deeply disgusting treats at dirt-cheap prices.",treats,positive
"okusobola okulya ssupu n'emmere ey'omuceere, gezaako ssupu ey'ebbugumu era ey'obuwoowo.",ey'ebbugumu,positive
"okusobola okulya ssupu n'emmere ey'omuceere, togezaako ssupu ey'ebbugumu era ey'obuwoowo.",n'emmere,positive
"engeri gye bakozesaamu pizza si nnungi, naye ejjudde obuwoomi.",pizza,positive
"engeri gye bakozesaamu pizza ya bulamu bulungi, naye si ya ssanyu.",pizza,positive
"bw'oba oyagala emmere y'abayindi ey'obwereere era ng'oyagala embeera ennungi, kino kya siriimu naye kirungi nnyo.",era,positive
"bw'oba oyagala emmere ey'abayindi ey'amaanyi era ng'oyagala embeera etali nnungi, kino kya siriimu naye kirungi okulonda.",ey'abayindi,positive
"obuweereza tebukoma ku kubeera bwa maanyi, naye okukola emboozi okwetooloola emmeeza kyangu nnyo kubanga embeera eyinza obutaba ya mukwano ate nga si nnungi.",okwetooloola,positive
"obuweereza tebukoma ku kubeera bwa maanyi kyokka, naye okukola emboozi okwetooloola emmeeza kyangu nnyo kubanga embeera esobola okuba ey'omukwano ate nga nnungi.",emmeeza,positive
