sentences,aspects,polarities
You will need them if you want to reload the OS (I recommend doing if you can to start fresh and optimal).,OS,neutral
If this is an improvement in Customer Service then I would hate too see what it was before!,Customer Service,negative
"Whenever tried to turn it on, it would restart as soon as the BIOS launched Windows (or Winblows, as I like ot call it).",Windows,negative
"The Macbook starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc.",display,positive
the manufacturer's warranty only covers replacement/repair of parts.,warranty,negative
"With all the programs that came with it, such as iLife and iWork, I was set from the very beginning.",iLife,neutral
There also seemed to be a problem with the hard disc as certain times windows loads but claims to not be able to find any drivers or files.,hard disc,negative
"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",video,negative
"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.",applications,positive
"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.",battery life,negative
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",mouse,neutral
"I love the dock where I can simply drop a file ontop of a particular program, and the program will simply open that file.",program,neutral
"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",creating presentations,positive
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,power,negative
"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.",browsers,neutral
"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor",Battery Life,positive
I had in the past a Dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it.,repair technician,positive
"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",keyboard,negative
"With awesome graphics and assuring security, it's perfect!",graphics,positive
"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.",use,positive
The iLife software that comes with the computer is so simple to use and produces a great finished product.,iLife software,positive
"Yeah, of course smarty pants ""fix it now"")Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple (which I promptly did).",Software,negative
"We carry the netbook around here and there, hence it's kinda of irritating when the LCD just ""slide"" downwards.",LCD,negative
"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",keys,negative
A great computer for light home use and business use.,business use,positive
( The iBook backup also uses a firewire connection).,firewire connection,neutral
"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",picture,negative
It is easy to navigate and update programs.,update programs,neutral
Awesome laptop and the perfect size to carry around in college.,size,positive
"2 months later, the battery went.",battery,negative
It is fast and i have not had a problem with internet connection or any other problems.,internet connection,positive
"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.",accessories,negative
"Browsing, also, was no problem for me when I used itunes ( which usually slows down my PC ).",Browsing,positive
They are by far the easiest systems to actually learn about computers with.,systems,positive
"Beta had better quality, but VHS became the industry standard.",VHS,conflict
Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,external harddrives,negative
"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).",operating system,neutral
"The feel of this is better than the Toshiba, too.",feel,positive
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,mic,negative
and it comes with the new OSX that comes with new features that makes the use more easy.,use,positive
"Startup in about 30 seconds, shutdown in 2-4 seconds, resume from sleep in 0-2 seconds.",Startup,neutral
"We use the built in tools often, iTunes is open nearly every day and works great with my iPhone.",built in tools,neutral
"At first, the computer seemed a great deal--seemingly high-end specs for a low, low price.",specs,positive
"If internet connectivity is important I would recommend going with a dell net book for 50 bucks more, or buy a USB wireless card.",internet connectivity,neutral
"It bluescreened on me without any warning, running simply basic Chrome.",Chrome,negative
"Well I spilled something on it and they replaced it with this model, which gets hot and the battery doesn't make it through 1 DVD.",battery,negative
"Setting would change for some reason, the screen size would change on it's own, like the pixel sizes and whatnot.",screen size,negative
"Great Laptop for the price, works well with action pack games.",price,positive
"Even with virus protection, it always turned off when updates were needed and installed.",virus protection,negative
It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,hardrive,negative
"  And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).",memory stick,neutral
"Also it is very good for college students who just need a reliable, easy to use computer.",use,positive
I had purchased it from a major electronics store and took it to their service department to find out what the problem was.,service department,neutral
"I do transcription work on the side, and the flatline keyboard makes typing quick and easy as well.",flatline keyboard,positive
"Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use.",screen,negative
"Startup in about 30 seconds, shutdown in 2-4 seconds, resume from sleep in 0-2 seconds.",shutdown,neutral
I already have a HP laptop I bought last year that's standard size.,size,neutral
"Keyboard is great, very quiet for all the typing that I do.",Keyboard,positive
The computer will constantly be getting hot and burning your leg unless you go through the hassle of taking off the entire back of it just to clean out the fan.,fan,negative
"The tech guy then said the service center does not do 1-to-1 exchange and I have to direct my concern to the ""sales"" team, which is the retail shop which I bought my netbook from.",service center,negative
sometimes you will be moving your finger and the pointer will not even move.,pointer,negative
"(Beware, their staff could send you back making you feel that only they know what a computer is.",staff,negative
"I love this program, it is superior to windows movie maker.",windows movie maker,negative
"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!",OS,positive
"Windows XP SP2 caused many problems on the computer, so I had to remove it.",Windows XP SP2,negative
This laptop is a great price and has a sleek look.,price,positive
A longer battery life would have been great - but it meets it's spec quite easily.,spec,positive
"Thus, when you carry it at a slanted angle, the screen will ""topple"" or ""slide"" down, if you understand what I mean.",screen,negative
"The Windows 7 Starter is, in my opinion, a great way to think about using your netbook: basics, basics, basics.",Windows 7 Starter,positive
"With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.",staff,negative
"For the not so good, I got the stock screen - which is VERY glossy.",stock screen,negative
Could not keep up with me and finally the hard drive went out.,hard drive,negative
It really is perfect for work and play.,work,positive
The AMD Turin processor seems to always perform so much better than Intel.,Intel,negative
I will have to purchase Spy ware or Nortell for privacy protection.,Spy ware,neutral
"The laptop is relatively simple to use, though I bought  Macs for Dummies,  which is well worth $2",use,positive
"The battery life, before the battery completely died of course, left much to be desired.",battery,negative
Tried to make a recovey disk wouldnt get passed the first recovery disk.,recovery disk,negative
Sure it has the one touch keys but that was the best feature of the computer.,feature,conflict
"Did I mention everything about it, from size to weight to keyboard screams BULK?",size,negative
The processor is very quick and effective as I load webpages and applications.,applications,neutral
  But I needed a laptop for school use.,school use,neutral
The games included are very good games.,games,neutral
I would like to have volume buttons rather than the adjustment that is on the front.,volume buttons,negative
Unless you need the Bluetooth 3.,Bluetooth 3,neutral
A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.,SERVICE,negative
"It is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.",space,negative
"The tech store I purchased this from sent it back,,,,,eventually I got a new or repaired machine approximately 3 weeks later.",tech store,negative
but it  has a major design flaw.,design,negative
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",RAM slots,neutral
"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!",bios,negative
"The difference is it's a whole lot of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.",apps,positive
The body is a bit cheaply made so it will be interesting to see how long it holds up.,body,negative
Right size and weight for portability.,weight,positive
  I was also able to install and use my Photoshop and AfterEffects programs easily.,Photoshop,positive
"It even has a great webcam, and Skype works very well.",webcam,positive
"however, I may have inadvertently thrown out one of the batteries with the shipping carton.",batteries,neutral
You can't even get a satellite card which is why I bought to begin with.,satellite card,negative
" A MONTH LATER, we reinstall the OS (Vista).",OS (Vista),negative
The large screen gives you the option to comfortably watch movies or TV shows on your computer instead of buying an additional TV for your dorm room.,screen,positive
"It has plenty of memory, lots of hard drive, and great graphics.",graphics,positive
Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,warranty,negative
"Crisp screen, great battery life, and plenty of storage.",battery life,positive
I need graphic power to run my Adobe Creative apps efficiently.,Adobe Creative apps,neutral
  I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.,warrenty,negative
For the price and what I get out of it has exceeded my expectations.,price,positive
"In November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.",Windows update,neutral
"After having two PC laptops die with in the past 3 years, I was led to the Apple display at Best Buy by the sleek design and promise of less tech issues.",design,positive
The difference is the Toshiba had a lot more memory and hard drive space.,hard drive space,positive
None of the techs at HP knew what they were doing.,techs at HP,negative
My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,vga port,positive
After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,battery,negative
"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",cost,conflict
THE FIRST PROBLEM IS THAT THE KEYBOARD FUNCTION IS SIMPLY UNSATISFACTORY.,KEYBOARD FUNCTION,negative
"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.",display,positive
Very fast boot up and shut down.,boot up,positive
"Typically, when I purchase a new laptop I always end up using an external mouse for convenience.",external mouse,neutral
I wish the volume could be louder and the mouse didnt break after only a month.,volume,negative
Theres a built in camera with special effects- for video and photography.,built in camera,positive
It weighed like seven pounds or something like that.,seven pounds,neutral
"Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.",speed,positive
BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,application,neutral
The gray color was a good choice.,gray color,positive
"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.",trackpad,positive
"It is loaded with programs that is of no good for the average user, that makes it run way to slow.",run,negative
Ease of use is just one of the benefits I love about my Mac.,use,positive
"But after using it a couple of weeks, the overall operation is poor.",operation,negative
Mac also has many apps and programs that are quite cheap or free.,apps,positive
  Sometimes the screen even goes black on this computer.,screen,negative
"My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!",ethernet,positive
The Nortons virus scan is only for a very short time unlike others that usually are good for a year.,Nortons virus scan,negative
"The screen is a little glary, and I hated the clicking buttons, but I got used to them.",screen,negative
As well as having the plug in the computer come loose.,plug,negative
  The company sent me a whole new cord overnight and apologized.,cord,positive
"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",iphoto,positive
I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,performance,positive
It is not ideal for children because of the temp.,temp,negative
"It is easy to use, good quality and good price.",use,positive
"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",representive at Microsoft,negative
They sent it back with a huge crack in it and it still didn't work.,work,negative
"They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not Sony itself anymore.",extended warranties,neutral
My wireless system would not recognize Windows 7 and I couldn't get online to find out why.,Windows 7,neutral
and plenty of storage with 250 gb(though I will upgrade this and the ram..),storage,positive
"Graphics are clean and sharp, internet interfaces are seamless.",Graphics,positive
"I know that ASUS is known for making motherboards, but this is the worst computer experience that I have ever had.",motherboards,conflict
Just a black screen!,screen,negative
"The screen graphics and clarity, and sharpness are great.",sharpness,positive
"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Win XP,neutral
This is a review of windows vista system.,windows vista system,neutral
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iMovie,positive
" One night I turned the freaking thing off after using it, the next day I turn it on, no GUI, screen all dark, power light steady, hard drive light steady and not flashing as it usually does.",GUI,negative
"Also, I issued a replacement RMA for a few dead pixels in the upper zone of the screen, which is noticable to me.",screen,negative
only good thing is the graphics quality.,graphics quality,positive
"It is absolutely horrible to use, despite all its so called advanced features.",use,negative
"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",features,positive
"I love the easy to see screen, and It works well for work, persoal or just play.",screen,positive
"We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.",Windows 7 Home Premium,neutral
"Laptop is advertised as a 15"" but the casing looks like that of a 17"".","17""",neutral
Skype is just so dang cool with this machine too.,Skype,positive
"Bigger HD, better graphics card, and a bid HD.",HD,positive
It is speedy when connected wirelessly to any network regardless if the connection is weak or not.,connection,neutral
"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",value,positive
With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,shut down,negative
Mac also has many apps and programs that are quite cheap or free.,programs,positive
"Great battery, speed, display.",battery,positive
Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.,word processer,positive
"I wish iWork or MS Office came with the Mac, but MS Office doesn't even come with most pc laptops.",MS Office,negative
"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",longevity,positive
"Accordingly, I have decided to NEVER purchase another HP product (my five year old Compaq) lasted 5-years before the hard drive crashed.",hard drive,negative
"The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.",ATI graphics card,positive
"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",500gb external hard drive,neutral
"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center"".",LG service center,negative
The large screen also helps when you are working in design based programs like Adobe Creative Suite.,Adobe Creative Suite,neutral
"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",size,positive
But guess what?  (you have to buy an external dvd drive it doesn't have a built in type) The notebook can't be used because it doesn't read anything for an external drive.,external drive,negative
After that I turned to email in my next vain help to get them to acknowledge that the warranty was still valid.,warranty,neutral
"lightweight, long battery life, excellent transition from PC;",battery life,positive
apple has a reputation and is well known for its easy usage.,usage,positive
It has easy to use features and all the speed and power I could ask for.,power,positive
"i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing.",runs,positive
super fast processor and really nice graphics card..,graphics card,positive
"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",USB ports,negative
Keyboard is plastic and spongey feeling.,Keyboard,negative
"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",keyboard,negative
"There is no cd drive on the computer, which defeats the purpose of keeping files on a cd.",cd drive,negative
"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Win7,neutral
Then the hard drive failed;,hard drive,negative
"It didn't come with any software installed outside of windows media, but for the price, I was very pleased with the condition and the overall product.",windows media,neutral
The best thing about this laptop is the price along with some of the newer features.,features,positive
"EITHER WAY, THE KEYBOARD IS UNSATISFACTORY.",KEYBOARD,negative
The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,processor,negative
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",Wireless,positive
""">  iPhoto is probably the best program I have ever worked with: easy and convenient.",iPhoto,positive
"Everything is so easy to use, Mac software is just so much simpler than Microsoft software.",Mac software,positive
"How Toshiba handles the repair seems to vary, some folks  indicate that they were charged for even an intial fix, others had the  repair done 5 times.",repair,positive
and it comes with the new OSX that comes with new features that makes the use more easy.,OSX,positive
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",Screen,neutral
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,service,positive
"Otherwise, all other features are a 1",features,neutral
The only bad part is the size/weight.,weight,negative
"The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.",mouse,neutral
"It started out by randomly ceasing to charge when it was plugged in (mousing over the battery icon would read, for example, ""74%, plugged in, not charging""), requiring me to unplug it and plug it back in several times to get it to charge.",charging,negative
Quality Display  I was surprised with the performance and quality of this HP Laptop.,quality,positive
HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,cost,negative
True quality at a great price!,price,positive
The biggest problem is that the box had no instructions in it.,instructions,negative
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iTunes,positive
"A month or so ago, the freaking motherboard just died.",motherboard,negative
