sentences,aspects,polarities
"ọfọn, o mere n'ihi onye njikwa na-enweghị amara na onye na-ere mmanya na-akparị mmadụ nke mere ka anyị na-echere nkeji 20 nke ukwuu maka ihe ọṅụṅụ, ma gwazie anyị ka anyị jụọ oyi.",na-echere,negative
"ọfọn, o mere n'ihi a n'ezie graceless njikwa na a n'ụzọ zuru ezu mkparị bartender onye mere ka anyị na-eche 20 nkeji maka ọṅụṅụ, na mgbe ahụ na-agwa anyị ka oyi si.","ọṅụṅụ,",neutral
"ọ dịghị mgbe nsogbu-ihe ọṅụṅụ ndị ahụ dị egwu, ma ọ bụ ndị na-arụ ọrụ n'ebe ahụ mere n'ezie ka nke a bụrụ ahụmịhe kachasị mma na iri nri.",ihe ọṅụṅụ,negative
"ọ dịghị mgbe nsogbu-ihe ọṅụṅụ ndị ahụ dị mma, ma ọ bụ ndị na-arụ ọrụ n'ebe ahụ mere n'ezie ka nke a bụrụ ahụmahụ kachasị njọ na iri nri.",iri nri,negative
"enwela nsogbu - ihe ọṅụṅụ ndị ahụ dị mma, ma ọ bụ ndị na-arụ ọrụ n'ebe ahụ mere n'ezie ka nke a bụrụ ahụmịhe kachasị njọ na iri nri.",ndị,negative
"otú ọ dị, e nwere nnọọ ihe dị ukwuu banyere ịnọ n'èzí, na nnukwu odida obodo nke na-eme ka ịga ebe a bara uru; ọbụna mgbe ị na-aṅụ mmanya na-adịghị mma.",n'èzí,positive
"otú ọ dị, e nwere nnọọ ihe otú ọ bụghị oké banyere ịbụ n'èzí, na oké landscaping, na-enwe a nkịtị ọṅụṅụ na-eme ka ịga ebe a bara uru.",ọṅụṅụ,positive
"the mara mma ọkụ mere ka m chọrọ gag, nri na-adịghị overpriced, e nwere ndị kasị egwu disko pop duo ịrụ-ma m escargot anya dị ka ọ nwere ike crawl si efere.",disko pop duo,negative
"the unattractive ọkụ mere ka m chọrọ gag, nri na-adịghị overpriced, e nwere ndị kasị mma disko pop duo ịrụ-ma m escargot anya dị ka ọ nwere ike crawl si efere.",ọkụ,negative
"the mara mma ọkụ mere ka m chọrọ gag, nri e overpriced, e nwere ndị kasị mma disko pop duo ịrụ-ma m escargot anya dị ka ọ nwere ike crawl si efere.",nri,negative
the ihendori bụghị zesty na ọ bụghị flavorful ma crust dị mma na crispy.,crust,positive
the ihendori bụ zesty ma flavorful na crust bụ ihe ọjọọ na ọ bụghị crispy.,ihendori,positive
"nhọrọ nke nri abụghị ihe magburu onwe ya (anaghị m enwekarị nhọrọ dị ukwuu na ụlọ oriri na ọṅụṅụ), mana ikuku dị oke mma.",ikuku,positive
"nhọrọ nke nri magburu onwe ya (anaghị m enwekarị nhọrọ dị ukwuu na ụlọ oriri na ọṅụṅụ), ma ikuku adịghị ukwuu.",nhọrọ nke nri,positive
"ihe oriri ahụ bụ ihe ijuanya na ọ dị njọ, ma ihe ndozi ahụ dị mma.",ihe ndozi,positive
"nri ahụ bụ ihe ijuanya na ọ dị mma, ma ihe ndozi ahụ jọgburu onwe ya.",nri,positive
"otú ọ dị, ọrụ ahụ bụ peg ma ọ bụ abụọ n'elu àgwà nke nri (ọ bụghị ndị na-ere mmanya jọgburu onwe ha), ma ndị ahịa, maka ọtụtụ akụkụ, bụ ndị njem na-agba ọsọ, ndị na-ekwu okwu dara ụda (nke a nwere ike ịkọwa àgwà ọma sitere n'aka ndị ọrụ) na-ebu ibu maka egwu ac / dc ma ọ bụ egwuregwu knicks.","ahịa,",negative
"otú ọ dị, ọrụ ahụ bụ peg ma ọ bụ abụọ n'elu àgwà nke nri (ndị na-ere mmanya jọgburu onwe ha), na ndị ahịa, maka ọtụtụ akụkụ, abụghị ndị na-agba ụgbọ mmiri ma ọ bụ ndị njem na-ekwu okwu dara ụda (nke a nwere ike ịkọwa àgwà ọma sitere n'aka ndị ọrụ) na-ebu ibu maka egwu ac / dc ma ọ bụ egwuregwu knicks.",mmanya,negative
"otú ọ dị, ọrụ ahụ bụ peg ma ọ bụ abụọ n'okpuru àgwà nri (ọ bụghị ndị na-ere mmanya jọgburu onwe ha), ma ndị ahịa, maka ọtụtụ akụkụ, abụghị rowdy, ọ bụghị ndị njem na-ada ụda (nke a nwere ike ịkọwa àgwà ọjọọ sitere n'aka ndị ọrụ) na-ebu ibu maka egwu ac / dc ma ọ bụ egwuregwu knicks.",ọrụ,negative
"otú ọ dị, ọrụ ahụ bụ peg ma ọ bụ abụọ n'elu àgwà nri (ọ bụghị ndị na-ere mmanya jọgburu onwe ha), ma ndị ahịa, maka ọtụtụ akụkụ, abụghị ndị na-agba ụgbọ mmiri, ọ bụghị ndị njem na-ada ụda (nke a nwere ike ịkọwa àgwà ọjọọ sitere n'aka ndị ọrụ) na-ebu ibu maka egwu ac / dc ma ọ bụ egwuregwu knicks.",ndị ọrụ,negative
"m nọ na juri ọrụ, na-agba ịnyịnya ígwè m elu centre street na m nri ehihie ezumike na bịara gafee nke a bụghị oké obere ebe na egwu ọkụkọ tacos ma hibiscus lemonade.",hibiscus lemonade,positive
"m nọ na juri ọrụ, na-agba ịnyịnya ígwè m elu centre street na m nri ehihie ezumike na bịara gafee a oké obere ebe na-adịghị egwu ọkụkọ tacos ma hibiscus lemonade.",ebe,positive
"m nọ na juri ọrụ, na-agba ịnyịnya ígwè m elu centre street na m nri ehihie ezumike ma bịara gafee nke a bụghị oké obere ebe na egwu ọkụkọ tacos na hibiscus lemonade.",tacos,positive
"innovations bụ nnọọ dị ka obi ike, si mgbagwoju carinthia cheese ravioli na ọhịa mushrooms na caviar-topped sturgeon, mara mma dakọtara na a na-egbuke egbuke green spinach-vodka ihendori.",green spinach-vodka ihendori,positive
"innovations bụ nnọọ dị ka obi ike, si mfe carinthia cheese ravioli na ọhịa mushrooms na caviar-topped sturgeon, mara mma dakọtara na a dimmed green spinach-vodka ihendori.",carinthia,positive
"ndị ọrụ na-echere bụ ezigbo enyi na enyi, ma ọ bụrụ na ị naghị akparị ma ọ bụ picky ... nri anyị na leon na izu ụka gara aga abụghị nnukwu-.",ndị ọrụ na-echere,positive
"ndị ọrụ na-echere bụ nnọọ iro, ma ọ bụrụ na ị bụghị mkparị ma ọ bụ picky ... nri anyị na leon na izu ụka gara aga dị ukwuu.",nri,positive
nri dị nnọọ ukwuu ma ọrụ ahụ dị egwu!,ọrụ,negative
nnukwu nri ma ọrụ ahụ dị egwu nke ukwuu!,nri,positive
incredibly creative efere dị ka eze crab salad na ahuhu mkpụrụ osisi vinaigrette na fettuccine na grilled oké osimiri na a rosemary-oroma ihendori bụ na-atụghị anya ihe na ihe ọzọ amụma bistro menu.,bistro menu,neutral
creative efere dị ka eze crab salad na ahuhu mkpụrụ osisi vinaigrette na fettuccine na grilled oké osimiri na a rosemary-oroma ihendori bụghị na-atụghị anya ihe na ihe ọzọ amụma bistro menu.,vinaigrette,positive
creative efere dị ka eze crab salad na ahuhu mkpụrụ osisi vinaigrette ma fettuccine na grilled oké osimiri na a rosemary-oroma ihendori bụghị na-atụghị anya ihe na ihe ọzọ amụma bistro menu.,efere,positive
uncreative efere dị ka eze crab salad na ahuhu mkpụrụ osisi vinaigrette ma fettuccine na grilled oké osimiri na a rosemary-oroma ihendori bụ na-atụghị anya ihe na ihe ọzọ amụma bistro menu.,fettuccine na grilled oké osimiri na a rosemary-oroma ihendori,positive
montparnasse's desserts - karịsịa nkezi crème brulee na nasty apple tart - adịghị mma n'onwe ha iji mee ka ụlọ oriri na ọṅụṅụ ahụ baa uru njem ahụ.,desserts,positive
montparnasse's desserts - karịsịa silken crème brulee kama akwụkwọ - tart apụl dị mkpa - dị njọ n'onwe ha iji mee ka ụlọ oriri na ọṅụṅụ ahụ baa uru njem ahụ.,apụl,positive
nri nri montparnasse - karịsịa silken crème brulee na akwụkwọ - tart apụl zuru oke - dị njọ n'onwe ha iji mee ka ụlọ oriri na ọṅụṅụ ahụ baa uru njem ahụ.,crème brulee,positive
"creamy appetizers - taramasalata, eggplant salad, ma greek yogọt (na cuccumber, dil, na garlic) uto bụghị magburu onwe mgbe na ọjọọ na-ekpo ọkụ pitas.",taramasalata,positive
"creamy appetizers - taramasalata, eggplant salad, na greek yogọt (na cuccumber, dil, na garlic) uto magburu onwe mgbe na kpamkpam na-ekpo ọkụ pitas.",creamy appetizers,positive
"nnukwu creamy appetizers - taramasalata, eggplant salad, na greek yogọt (na cuccumber, dil, na garlic) uto nnọọ magburu onwe mgbe na-ekpo ọkụ pitas.",na-ekpo,neutral
"ọ bụghị creamy appetizers - taramasalata, eggplant salad, na greek yogọt (na cucumber, dil, na garlic) uto nke ukwuu mgbe na-adịghị ekpo ọkụ pitas",eggplant salad,positive
"ndepụta mmanya ahụ dị ukwuu, ọnụ ahịa dị njọ ma na-ekpuchi ọtụtụ mpaghara.",ndepụta mmanya,positive
"ndepụta mmanya ahụ kpụ ọkụ n'ọnụ, ọnụ ahịa dị mma ma kpuchie ọtụtụ mpaghara.",ọnụ,positive
"ọ bụghị ezigbo mmanya dị mma, nke ahụ bụ ya.",mmanya,positive
ezigbo nri na-adịghị mma mmanya na-adịghị mma nke ahụ bụ ya.,nri,positive
the nri bụ mediocre na ọrụ bụ incredibly nnọọ ngwa ngwa.,nri,neutral
nri ahụ dị ụtọ ma ọrụ ahụ dị nnọọ nwayọọ.,ọrụ,negative
the nkà họọrọ portuguese cheese cart paired na-adịghị àgwà n'ọdụ ụgbọ mmiri na-enye zuru okè iberian njedebe.,portuguese cheese cart,positive
the nkà họọrọ portuguese cheese cart paired na àgwà n'ọdụ ụgbọ mmiri na-enye ezughị okè iberian njedebe.,ọdụ ụgbọ mmiri,positive
"ọ bụ ezie na ọ buru ibu ma na-eme mkpọtụ, ihe ọṅụṅụ ndị ahụ dị egwu, ma nri ahụ abụghị ihe magburu onwe ya.",ihe ọṅụṅụ,positive
"ọ bụ ezie na ọ buru ibu ma na-eme mkpọtụ, ihe ọṅụṅụ ndị ahụ adịghị mma, ma nri ahụ magburu onwe ya.",nri,positive
"the oge ndị ọzọ m gara ọ bụ ihunanya ụbọchị heaven, i nwere ike na-eje ije na-a ụlọ ndò site windo, na-emeso dị ka a vip na a -mmadụ jupụtara ebe, na oké nri ma ọrụ.",ọrụ,positive
"the oge ndị ọzọ m gara ọ bụ ihunanya ụbọchị heaven, i nwere ike na-eje ije na-a ụlọ ndò site windo, na-emeso dị ka a vip na a -mmadụ jupụtara ebe, na oké nri na ọrụ.",nri,positive
"the oge ndị ọzọ m gara ọ bụ ihunanya ụbọchị heaven, i nwere ike na-eje ije na-a ụlọ ndò site windows, a ga-emeso dị ka a vip na a na-abụghị mmadụ jupụtara ebe, na-adịghị oké nri na ọrụ.",ebe,positive
ọrụ kachasị njọ m nwetụrụla ma nri ahụ adịghị n'okpuru nkezi (mgbe ha nyere ndị mmadụ nri ha nyere n'iwu n'ezie).,ọrụ,negative
ọrụ kachasị mma m nwetụrụla ma nri ahụ dị n'okpuru nkezi (mgbe ha nyere ndị mmadụ nri ha nyere n'iwu n'ezie).,nri,negative
"iji mee ihe n'ụzọ ziri ezi, nri ahụ ka dị njọ na ọrụ ahụ dị ngwa ma attentative n'agbanyeghị na ọ na-arụsikarị ọrụ ike.",ọrụ,positive
"iji mee ihe n'ụzọ ziri ezi, nri ahụ ka dị mma ma ọrụ ahụ adịghị ngwa ngwa ma ọ bụghị attentative n'agbanyeghị na ọ na-abụkarị nnọọ idle.",nri,positive
"service bụ magburu onwe, e nwere a na-eche, ma ị na-enweta ọtụtụ maka price.",service,positive
"ọrụ abụghị ihe magburu onwe ya, enweghị ichere, mana ị na-enweta ọtụtụ maka ọnụahịa ahụ.",chere,positive
ndị na-echere bụ ndị iro dị ukwuu ma pasta ahụ si n'ụwa a pụọ.,pasta,positive
ndị na-echere bụ ezigbo enyi ma pasta apụghị n'ụwa a.,ndị na-echere,positive
ọ bụ a zoro ezo obi ụtọ zuru ezu na a bụghị quaint mmanya ma ezi nri.,nri,positive
ọ bụ a zoro ezo obi ụtọ zuru ezu na a quaint mmanya na ihe ọjọọ nri.,mmanya,positive
"nnukwu akụkụ, ọ bụghị oké ma heedless ọrụ, ma mara mma ọjọọ ahịa.",akụkụ,positive
"ọ bụghị nnukwu akụkụ, nnukwu ma na-ege ntị ọrụ, ma mara mma ọjọọ ahịa.",ọrụ,positive
"ọ bụghị nnukwu akụkụ, ọ bụghị oké ma inattentive ọrụ, ma mara mma mma ahịa.",ahịa.,positive
"nri ahụ abụghị nnukwu sushi dị njọ, ma nri a na-esi nri juru anyị anya.",nri,positive
"nri ahụ abụghị nnukwu sushi dị mma, ma nri a na-esi esi nri ejughị anyị anya.",sushi,positive
"nri ahụ dị ukwuu-sushi dị njọ, ma nri a na-esi esi nri ejughị anyị anya.",nri,positive
"mgbe efere rutere ọ na-ere ọkụ na chillis akwụkwọ ndụ akwụkwọ ndụ, n'ezie ọ bụghị mmadụ na-apụghị ịnweta.",chillis,negative
"mgbe efere rutere ọ na-ere ọkụ na chillis akwụkwọ ndụ akwụkwọ ndụ, n'ezie alimentary site na mmadụ.",efere,negative
"eriwo m nri n'ebe atọ niile mana m hụrụ n'anya mgbe niile, kpọọ nri asị, ọrụ ahụ adịghị ebube mgbe niile mana ọnụahịa ndị ahụ nwere ezi uche n'ezie.",ọnụahịa,positive
"eriwo m nri n'ebe atọ niile mana m hụrụ n'anya mgbe niile, kpọọ nri asị, ọrụ ahụ dị ebube mgbe niile mana ọnụahịa ndị ahụ enweghị ezi uche n'ezie.",ọrụ,positive
"eriwo m nri n'ebe atọ niile mana m hụrụ n'anya mgbe niile, hụ nri n'anya, ọrụ ahụ adịghị ebube mgbe niile mana ọnụahịa ndị ahụ enweghị ezi uche n'ezie.",nri,positive
"ọ bụ obi ụtọ uncrowded, ọrụ ahụ adịghị atọ ụtọ, ubi ahụ mara mma, nri (site na appetizers ruo entrees) adịghị delectable.",ahụ,positive
"ọ bụ obi ụtọ uncrowded, ọrụ bụ na-atọ ụtọ, ubi bụghị ọmarịcha, nri (site appetizers ka entrees) bụghị delectable.",ọrụ,positive
"ọ bụ obi ụtọ uncrowded, ọrụ ahụ adịghị atọ ụtọ, ubi ahụ adịghị mma, nri (site na appetizers ruo entrees) bụ delectable.",appetizers,positive
"ọ bụ obi ụtọ uncrowded, ọrụ na-adịghị atọ ụtọ, ubi bụghị ọmarịcha, nri (ọjọọ appetizers ma ezi entrees) bụghị delectable.",entrees,positive
"ọ bụ obi ụtọ uncrowded, ọrụ ahụ adịghị atọ ụtọ, ubi ahụ adịghị mma, nri (site na appetizers ruo entrees) bụ delectable.",nri,positive
the fajita anyị gbalịrị bụ enweghị uto ma ọkụ na mole ihendori bụ ụzọ bụghị kwa ụtọ.,fajita,negative
the fajita anyị gbalịrị bụ tọrọ ụtọ na-adịghị ọkụ ma mole ihendori bụ ụzọ kwa ụtọ.,mole ihendori,negative
"ndị na-ere mmanya na ndị njikwa dị mma n'ezie ma ihe ndozi ahụ adịghị mma nke ukwuu ma ghara ịtọ azụ, mgbe niile bụ trendy.",ndị njikwa,positive
"ndị na-ere mmanya na ndị njikwa dị mma n'ezie ma ihe ndozi ahụ adịghị mma nke ukwuu ma ghara ịtọ azụ, mgbe niile bụ trendy.",mmanya,positive
"the bartenders na njikwa bụ n'ezie ọjọọ ma ndozi bụ nnọọ comfy na tọrọ-azụ, niile mgbe ịbụ trendy.",ndozi,positive
"m hụrụ n'anya na-aṅụ ihe ọṅụṅụ, esp lychee martini, ma nri bụkwa nnọọ njọ.",ihe ọṅụṅụ,positive
"m hụrụ n'anya na-aṅụ ihe ọṅụṅụ, esp lychee martini, ma nri bụkwa nnọọ njọ.",lychee martini,positive
"akpọrọ m ihe ọṅụṅụ asị, esp lychee martini, ma nri ahụ dịkwa ezigbo mma.",nri,positive
the sushi na-adịghị ezi uche ọnụ na ọhụrụ stale,ọnụ,positive
the sushi bụ unreasonably ọnụ na ọhụrụ.,sushi,positive
appetizer dị oke mma ebe a; ị nwere ike ịmepụta nri na-adịghị mma (ma ọ bụghị ọnụ ala) site na ha.,appetizer,positive
appetizer adịghị mma ebe a; ị nwere ike ime nnukwu nri (ma dị ọnụ ala) site na ha.,nri,positive
"ọ bụ ezie na nri kichin ha na-atọ ụtọ, sushi ha apụghị n'ụwa a.",nri kichin,positive
"ọ bụ ezie na nri kichin ha adịghị atọ ụtọ, sushi ha si n'ụwa a pụta.",sushi,positive
ebe a nwere strangest menu na ụlọ oriri na ọṅụṅụ na-agbalị kwa ike ime ka ọ bụghị fancy nri.,menu,negative
ebe a nwere bụghị strangest menu ma ụlọ oriri na ọṅụṅụ na-agbalịsi ike ime ka fancy nri.,nri,negative
"the banana pudding ha na-eje ozi ahụtụbeghị oven, na crabcakes bụ ụzọ bụghị n'elu salted na-eme n't get m malitere na nnọọ mmanụ mac na cheese.",mac na cheese,negative
"the banana pudding ha na-eje ozi ahụtụbeghị oven, na crabcakes bụ ụzọ n'elu salted ma do n't get me started on the very not greasy mac and cheese.",crabcakes,negative
nri ahụ abụghị mediocre ịbụ obiọma-ime ụlọ bụ obere ma nkezi-ndị nwe bụ ihe na-adịghị mma mkpado-otu - otú obodo ma ọ bụghị snotty i n'ezie ka a obi guffaw mgbe iri nri.,ime ụlọ,negative
nri bụghị mediocre na-obiọma-ime bụ nnukwu ma ọ bụghị nkezi-ndị nwe bụ a mkpado-otu nke unpleasantries-otú mkparị ma snotty i n'ezie ka a obi guffaw mgbe iri nri.,ndị nwe,negative
nri bụ mediocre na-obiọma-ime bụ nnukwu ma ọ bụghị nkezi-ndị nwe bụ a mkpado-otu nke bụghị unpleasantries-otú obodo ma ọ bụghị snotty m n'ezie ka a obi guffaw mgbe iri nri.,nri,negative
anyị na-enweta ọrụ dị ịtụnanya mgbe niile mana anyị kpọrọ nri asị.,ọrụ,positive
anyị na-enweta mgbe niile ọ bụghị ọrụ dị ịtụnanya ma anyị hụrụ nri n'anya.,nri,positive
ọkụkọ m akpọnwụghị kpamkpam na n'akụkụ oyi ma ihendori ahụ adịghị nnọọ flavorful.,ihendori,negative
ọkụkọ m kpọrọ nkụ kpamkpam ma n'akụkụ oyi na ihendori ahụ dị nnọọ flavorful.,ọkụkọ,negative
"otu ihe dị mma m nwere ike ikwu bụ na ọrụ ahụ dị ngwa, anyị nọ ọdụ ozugbo mana sava ahụ bụ nnọọ iro.",ọrụ,positive
"otu ihe dị mma m nwere ike ikwu bụ na ọrụ ahụ adịghị ngwa ngwa, anyị nọ ọdụ ozugbo mana sava ahụ bụ ezigbo enyi.",sava,positive
ọ nwere ahụmahụ na-adịghị mma na trio ... ndị ọrụ adịghị mma; nri enweghị uto na obere na òkè size-agaghị m akwado portobello / gorgonzola / soseji appetizer ma ga-akwado lobster risotto.,lobster risotto,positive
ọ nwere ahụmahụ dị ukwuu na trio ... ndị ọrụ adịghị mma; nri dị ụtọ ma obere na òkè size-agaghị m akwado portobello / gorgonzola / soseji appetizer ma lobster risotto.,nri,positive
ọ nwere ahụmahụ dị ukwuu na trio ... ndị ọrụ adịghị mma; nri bụ enweghị uto ma obere na òkè size-m ga-ukwuu nwere ike ikwu portobello / gorgonzola / soseji appetizer na lobster risotto.,gorgonzola,positive
ọ nwere ahụmahụ dị ukwuu na trio ... ndị ọrụ na-atọ ụtọ; nri na-enweghị uto ma obere na òkè size-agaghị m akwado portobello / gorgonzola / soseji appetizer ma lobster risotto.,ndị ọrụ,positive
ọ nwere ahụmahụ dị ukwuu na trio ... ndị ọrụ adịghị mma; nri enweghị uto ma buru ibu na akụkụ size-agaghị m akwado portobello / gorgonzola / soseji appetizer ma lobster risotto.,size-agaghị,positive
"egwu ahụ adịghị adọrọ mmasị, ma hapụrụ ohere maka mkparịta ụka, ma onye na-ere mmanya ahụ mere ihe ọṅụṅụ magburu onwe ya.",ihe ọṅụṅụ,positive
"egwu ahụ adịghị adọrọ mmasị, ma hapụrụ ohere maka mkparịta ụka, ma onye na-ere mmanya ahụ mere ihe ọṅụṅụ magburu onwe ya.",mmanya,positive
"egwu ahụ na-adọrọ mmasị, ma hapụrụ ohere maka mkparịta ụka, ma onye na-ere mmanya ahụ emeghị ihe ọṅụṅụ magburu onwe ya.",egwu,positive
the nri n'ezie bụghị nnọọ mma ma ọrụ dị egwu.,ọrụ,negative
nri n'ezie adịghị mma nke ukwuu mana ọrụ ahụ adịghị egwu.,nri,negative
"obi dị m ụtọ na m mere dị ka nri ahụ dị nnọọ njọ ma ndị ọrụ ahụ bụ enyi na enyi, na-enwe ùgwù ma na-arụ ọrụ nke ọma.",ndị ọrụ,positive
"obi dị m ụtọ na m mere dị ka nri ahụ dị ezigbo mma ma ndị ọrụ ahụ enweghị enyi, discourteous ma ghara ịrụ ọrụ nke ọma.",nri,positive
ọ bụrụ na ị na-achọ ihe ọjọọ bụghị elu ọnụ nri na a dash nke ghetto mma ọnụ ala bx a $ a bụ ebe na-!!,nri,negative
ọ bụrụ na ị na-achọ mma bụghị elu ọnụ nri na a dash nke ghetto mma ọnụ ala bx a $ a $ nke a bụ ebe na-!!,ọnụ,negative
the nri bụghị magburu onwe-ezigbo italian nri mere nnọọ ọhụrụ.,italian nri,positive
nri ahụ magburu onwe ya - ọ bụghị ezigbo nri ịtali mere ka ọ dị ọhụrụ kpamkpam.,nri,positive
"na mgbakwunye na ọ bụghị nnukwu nkịta na-ekpo ọkụ, dotp enweghị sandwiches nri ụtụtụ dị ebube nke na-egosi, na mgbakwunye na nnukwu ihe dị ka tator tots ma english muffins, ngwaahịa anụ ezi na-adịghị atọ ụtọ nj maara anyị ụmụ agbọghọ jersey ma ụmụ nwoke dị ka taylor ham.",english muffins,positive
"na mgbakwunye na ọ bụghị nnukwu nkịta na-ekpo ọkụ, dotp enweghị sandwiches nri ụtụtụ dị ebube nke na-egosi, na mgbakwunye na ọ bụghị nnukwu ihe dị ka tator tots ma english muffins, ngwaahịa anụ ezi na nj na-atọ ụtọ maara anyị ụmụ agbọghọ jersey ma ụmụ nwoke dị ka taylor ham.",ngwaahịa,positive
"na mgbakwunye na ọ bụghị nnukwu nkịta na-ekpo ọkụ, dotp enweghị sandwiches nri ụtụtụ dị ebube nke na-egosi, na mgbakwunye na nnukwu ihe dịka tator tots na muffins bekee, ngwaahịa anụ ezi na-adịghị atọ ụtọ nj maara anyị ụmụ agbọghọ jersey ma ụmụ nwoke dị ka taylor ham.",tator tots,positive
"na mgbakwunye na nnukwu nkịta na-ekpo ọkụ, dotp enweghị sandwiches nri ụtụtụ dị ebube nke na-egosi, na mgbakwunye na ọ bụghị nnukwu ihe dị ka tator tots ma english muffins, ngwaahịa anụ ezi na-adịghị atọ ụtọ nj maara anyị ụmụ agbọghọ jersey ma ụmụ nwoke dị ka taylor ham.",nkịta na-ekpo ọkụ,positive
"na mgbakwunye na nkịta ọjọọ na-ekpo ọkụ, dotp nwere sandwiches nri ụtụtụ dị ebube nke na-egosipụta, ihe ọjọọ dị ka tator tots na english muffins, na ngwaahịa anụ ezi nj-based ọjọọ.",sandwiches,positive
"onye na-echere anyị enyeghị aka ma ọ bụghị ihe mara mma, nri ahụ ezughị okè, ma mmanya ahụ dịkwa mma, kwa.",mmanya,positive
"onye na-echere anyị nyere aka ma mara mma, nri ahụ ezughị okè, ma mmanya ahụ dị njọ, kwa.",onye na-echere,positive
"onye na-echere anyị enyeghị aka ma ọ bụghị ihe mara mma, nri ahụ zuru oke, ma mmanya ahụ dị njọ, kwa.",nri,positive
